participant_id,cluster,ucla_tertile,pe_rate,wcst_accuracy,stroop_interference,prp_bottleneck
aM2995jJmJWvr6cneaGH58HauIg2,0,Medium,10.344827586206897,83.9080459770115,357.6328571424265,624.8793478336024
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,0,Medium,12.676056338028168,84.50704225352112,175.96388889683612,658.7000000079472
m69r9GQTk2b51mvxrFLt4fZeJi52,1,Medium,11.11111111111111,86.41975308641975,144.09682539682217,590.5944444444254
wkhxvE50megJGMA1EiROSZIJWNq1,0,Medium,15.294117647058824,76.47058823529412,137.411111112684,848.8006340594882
d9rwc0NXArcNlJvFsgKhQqkGxJq2,1,Medium,9.30232558139535,86.04651162790698,240.9500000062916,443.9900197649426
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,1,Medium,10.256410256410255,85.8974358974359,34.872222220732056,874.2774456588254
WqoZv41KTtTCuPKBPyClregrKAi1,0,High,6.741573033707865,84.26966292134831,237.47222222217704,717.1684981685042
Yco8O7tmHlbsUBfKW2ywcZByGO32,1,High,4.6875,95.3125,172.53547618724997,496.8347826114168
xHctBv4C2EU8rHYRouw0btT3GT02,1,High,11.235955056179774,78.65168539325843,197.514583333292,404.48005319149934
SOhR7IO689NQCPQu56SjATO8FR92,0,Low,17.0,74.0,354.80779569901165,682.5476190477077
idP8RVfm74N86O0dszLXANIpjXv2,1,Low,6.849315068493151,89.04109589041096,4.011111112104459,535.3219696980987
mweMgSlGM2VxThhwnupYxYzUbR23,1,Low,7.5,86.25,106.00277777779333,549.4561111111271
9Xz1RIwnPXgyRqmucudW9VeuDnq1,1,Low,11.428571428571429,87.14285714285714,225.38928571428573,553.2010869565515
ohl9pXqpeSMfepC3w9h0tW5SbJw1,0,Medium,9.722222222222223,86.11111111111111,279.3444444443933,661.4204710145035
9l7DjYLs0XdgwykPZR5E01KTZfu2,1,Low,9.722222222222223,88.88888888888889,138.52196968655392,658.2207087472427
23AEyocWhqY955WHbxhHRSgQ1ms2,1,Medium,9.63855421686747,79.51807228915662,113.0500000013659,401.40833333383006
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,0,High,8.661417322834646,50.39370078740157,83.38153594547248,514.7398452547234
rFV2EUbp64f5ORSh7DqwmCQmeqT2,1,Low,11.11111111111111,86.66666666666667,-0.4884920623330799,789.0208333307369
bXpFswkI7TfIfL6G4FqWrbaxTGx2,1,High,7.777777777777778,83.33333333333334,189.57109243700245,321.81408268733924
XehZHBpwr5MYzUXkj0FAYCsFG922,0,Medium,20.35398230088496,73.45132743362832,129.24949579922588,649.0966183574088
DAKDKPH698P12JfTbbjemLI6PIH2,1,Low,8.433734939759036,84.33734939759037,65.56111111905841,631.5083333291113
3WijiOiVCoMbn80F05SPYsxl0TC2,1,Medium,11.538461538461538,80.76923076923077,43.75833333532012,512.8404255414264
Df83JuPuJkXqTGbENhM2gw5SJM43,0,High,9.090909090909092,86.36363636363636,421.78194444442727,728.1185714285555
qnR5PLX1v3fPi6SwTJMwGcadwyD3,0,High,14.634146341463412,82.92682926829268,279.2594444474531,630.0392857197817
DaRehVxIOhXtEtUExdgvUl0mKcx2,0,Medium,29.508196721311474,50.81967213114754,480.5887301595913,633.0916076919668
UbwuSMtBsHdW3Ji41opk3GInMqi2,1,High,7.894736842105263,89.47368421052632,61.948253968179074,387.3050241545401
cC0BEsQjfrcuCyoaOas9zJT0MNs2,0,Medium,25.833333333333336,70.83333333333334,25.6611111164093,542.4391919620108
Cbkx2NHyF3NrebzXGqNgSfiWent1,1,Medium,7.042253521126761,88.73239436619718,205.50555555439652,514.6187499997517
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,1,Medium,9.30232558139535,89.53488372093024,163.75294119820876,560.7875000053929
146QT9LupyU2BAiTsB3PMIpVXM22,1,Medium,9.090909090909092,88.31168831168831,120.0690476199818,493.5401185773932
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,0,Low,23.36448598130841,72.89719626168224,313.1447058998235,676.5192982460323
87w5Le0CgZhSfYAaOH3Xd2fc98l1,0,Low,12.173913043478262,70.43478260869566,90.04523809559282,714.7708333339137
HbydnnT1hUP3WagAy2TJAc6GqVs2,1,Medium,3.076923076923077,92.3076923076923,66.51388887564337,390.81041668852174
EoToosG69XMp4LTYdB6sB9WTrv22,1,Low,1.6129032258064515,98.38709677419357,65.21666671170135,528.6979166666667
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,1,Low,8.13953488372093,90.69767441860463,-81.85087301267515,659.0500000093294
QbOEVCaZLUMOgltUdXm58oZOALv2,1,Low,11.224489795918368,76.53061224489795,96.93293650330044,417.8557624155853
PkpTH7pWpEOG9A86xSloOSozwTk2,0,High,34.82142857142857,46.42857142857143,-8.293650806896267,575.8356152055001
8bwaafIhKVMNBoHaXFcY8HirS9u2,1,High,8.75,90.0,24.18316989708569,504.5418439976712
tv88wS5Nf6SjruozSmXJxQSmx6J3,0,High,12.987012987012983,85.71428571428571,399.9200000081744,962.7512531396292
SPCT9D90pRa1ihXS5jEw6vCmquI3,1,Low,8.849557522123893,77.87610619469027,98.0581699385266,595.746837939316
3xCaqfcHxRQxuOlEzXz3PNcHODH2,1,High,4.411764705882353,92.64705882352942,70.2428571410477,499.9118794320639
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,0,Medium,6.493506493506493,87.01298701298701,352.5638888848374,611.9925000018544
5rXSa3anB5ejmFrnwUsTB82byup1,1,Medium,8.235294117647058,87.05882352941177,148.26944444450135,358.1979166666366
btpcu1rB1JeSTo2upeHGPdv8kYG3,1,Low,10.44776119402985,88.05970149253731,298.66666666666674,494.6502325630465
IaTJhUGICmO9xcL3605RW8QHneN2,0,Medium,12.037037037037036,81.48148148148148,151.15428570934705,663.6543961287696
kI0YdycDU0X5hcoEPjEON3Ionyd2,0,Medium,11.904761904761903,84.52380952380952,119.33611111177332,809.0121281538459
YEU5ox3jteVINfdSTg5ymqYcS9o2,1,Medium,2.985074626865672,89.55223880597015,18.283333333002247,469.0072222143412
GEwkBw3YHaNp3TCh9YS9PKVfavz1,1,High,9.333333333333334,85.33333333333334,103.8238888814335,450.6593085006408
EEodWwGh0wWq5f8JmzfKvq0lyeu1,1,Medium,11.827956989247312,84.94623655913979,153.00000000000136,515.3376623376638
c0hRe9PCPPZs3HWFqhIQargNlp52,1,Medium,11.76470588235294,84.70588235294117,110.53063489936642,552.2310869921808
biQ16yPcCKSkJQhSxUKcDc8gm8I2,1,Low,16.40625,75.0,108.68888885445062,354.958841439185
OExlWyngGfPrScDYjaRcv5PIAet1,1,Medium,4.6875,95.3125,194.47500001059643,667.0021739213363
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,1,High,8.108108108108109,89.1891891891892,182.7166666918331,459.73958333333337
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,1,High,6.185567010309279,91.75257731958764,51.64444441265528,622.4691666417652
VwTymW8T68MfpnJvZ2X97ILqDWS2,0,High,12.34567901234568,83.9506172839506,305.0194444540474,662.4223044478113
hrRr560eFBNwJ0CcUjCqtSD8TdP2,1,Medium,9.30232558139535,84.88372093023256,42.71666666648037,387.67774822730047
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,1,Low,10.666666666666668,85.33333333333334,93.10857142856604,469.2159111933449
zxG9mUnF7uRkaOKSoCPsiRZzr372,1,Low,7.608695652173914,82.6086956521739,259.92468254698633,395.060676343199
CUNlBEszJVRGK1jWlTaOaCqpDg53,0,Medium,14.666666666666666,84.0,98.90277777777771,687.243939394087
06qcrpGKL6Vc3LVplFQC90VAcRm1,1,Medium,10.975609756097562,84.14634146341463,49.00222222242087,341.32500000018626
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,1,Medium,0.0,100.0,92.53888888325946,625.6785326132525
g2G9l3no7RbeRA9a1W3JnfegTnh2,1,Low,17.17171717171717,77.77777777777779,20.74329006909284,557.3857431842054
G1Ff3XYUZMRsPafyEQ80ussnVlf1,0,Low,22.65625,67.1875,155.3083333273728,617.2214285532634
WnC6Uscb5VMIr43GASKiUCO3AYH2,1,Low,6.944444444444445,86.11111111111111,22.64722222420903,575.840159575805
e7NIVznoeNMC7bBejXnMVvFNPfx1,1,Medium,11.11111111111111,84.72222222222221,90.1972222174444,439.2900709274708
kgSRatooJJfDaMZ2yIURqb8aJuE3,1,Medium,3.0303030303030303,92.42424242424242,198.0493650786816,638.6270833335196
afdTz6deeYWf1qKNdUpKAYKN3hz1,0,Medium,18.81188118811881,63.366336633663366,332.2829861118872,513.8517857137182
sqfXvh6GJLaYAqr3RvHrixP8IOx1,1,High,6.666666666666667,88.0,-6.428571442195334,698.5005434967469
rNe3cRPepZUXbJhmmfQZiGsVzX22,1,Low,9.174311926605505,76.14678899082568,74.49722221907632,426.0677536265465
