outcome,outcome_column,n,quantile,intercept,z_age,gender_male,z_dass_depression,z_dass_anxiety,z_dass_stress,z_ucla_score,ucla_x_gender
PRP T2 Mean RT (Long SOA),t2_rt_mean_long,209,0.9,954.0633562714767,23.75381768555122,-100.56728933275924,4.1315615198701785,-93.33679775791632,93.32100970810777,-16.294963329046666,-13.946578388609929
PRP T2 RT SD (Short SOA),t2_rt_sd_short,209,0.1,285.231890425954,0.6993165736196518,-25.48422814528713,-3.4615079632133052,-0.8119932363200475,-15.158680181664263,3.34391807308124,35.23010894319985
PRP T2 RT SD (Short SOA),t2_rt_sd_short,209,0.3,381.07300722788705,-2.5987627024666997,-69.1383689026722,-8.540706285304195,-4.2735139591423446,-6.580666648913867,2.929504223789345,10.762995594198554
PRP T2 RT SD (Short SOA),t2_rt_sd_short,209,0.5,423.92038021253387,0.19648514932725736,-44.42365230498611,-5.142719131098362,4.667362690158937,-2.348109076504864,-8.441849732679236,19.393108978494517
PRP T2 RT SD (Short SOA),t2_rt_sd_short,209,0.7,460.64912450755605,3.6948022176138986,-31.65425377069491,-10.600605956812576,-0.27471577049186274,8.71101139269331,11.312238646320946,0.8076115199784717
PRP T2 RT SD (Short SOA),t2_rt_sd_short,209,0.9,536.3472300511498,6.336973830459272,-19.43970928909128,44.57113165266523,-25.36482863950371,7.720826100673842,-3.2933858425177758,-52.59470105334764
PRP T2 RT SD (Long SOA),t2_rt_sd_long,209,0.1,128.2443299672,-6.0528632250099585,-24.405598911552367,-6.148547356340905,-16.083999333623467,19.661433037070573,2.3917306335083723,-1.9189490507515108
PRP T2 RT SD (Long SOA),t2_rt_sd_long,209,0.3,186.07637474636948,-1.7059255110234115,-27.449067867881713,11.276658748826758,-30.22106677120002,32.175378531556,-22.17079033322943,29.87701915498883
PRP T2 RT SD (Long SOA),t2_rt_sd_long,209,0.5,247.95405143845772,4.187118583264213,-39.64720298289049,-3.1282416388756134,-23.274570036917808,17.51909501076472,-5.537725718633974,14.859338114112068
PRP T2 RT SD (Long SOA),t2_rt_sd_long,209,0.7,327.14058856876136,6.56978458510323,-48.777065557614314,0.47331077163851315,3.2152394168545047,11.452884706905929,-4.53131363227415,0.16982325905397846
PRP T2 RT SD (Long SOA),t2_rt_sd_long,209,0.9,470.21583855552217,16.58889891982661,-97.92747552464071,9.506583331240261,3.8688012059727277,-25.825866578225966,-19.64803747629538,32.832838531802004
PRP T2 Coefficient of Variation (All),prp_t2_cv_all,209,0.1,0.35874251328585244,-0.004652010824573621,0.010762681287149446,-6.390363573267473e-05,0.01137775888873103,-0.008145019794942046,0.006143377615723457,-0.004758910778240077
PRP T2 Coefficient of Variation (All),prp_t2_cv_all,209,0.3,0.3973008316899358,-0.0011617017830779155,0.012146722463007254,-0.0023660720416860885,0.01618247433268519,-0.025232434817330486,0.008373499277857318,0.012747901816665925
PRP T2 Coefficient of Variation (All),prp_t2_cv_all,209,0.5,0.42592405387567966,0.001270433298757552,0.014889781338705358,-0.001314605883389576,0.016326792308878044,-0.026839822799829473,0.012172423095951583,-0.0011565687376593958
PRP T2 Coefficient of Variation (All),prp_t2_cv_all,209,0.7,0.46171328370883324,0.0037423944293360828,-0.0022095430226603528,0.02003047595239427,0.002398004222841514,-0.015199574543655217,-0.002757639338025497,-0.01548975879157902
PRP T2 Coefficient of Variation (All),prp_t2_cv_all,209,0.9,0.49578260400783764,-0.00886547263324264,0.012552781239161976,0.015001932996599894,0.007744797203623528,-0.009725954264089027,-0.014215160372556853,-0.003921047704893977
PRP T2 CV (Short SOA),prp_t2_cv_short,209,0.1,0.2348170790484424,-0.002564248864734076,0.014729909326959134,0.0009179658177566626,-0.006895418048730293,-0.0006989505293552765,0.003206173157243716,0.0031213257774156547
PRP T2 CV (Short SOA),prp_t2_cv_short,209,0.3,0.2679866651043544,-0.00013572467412244888,0.025650170400121363,-0.006594597644578358,0.013718056591730364,-0.018344603512655343,0.01276465423067914,-0.0035538213310169963
PRP T2 CV (Short SOA),prp_t2_cv_short,209,0.5,0.2936827076721114,-0.003716672699281141,0.02732948376049353,-0.0005290764039427626,0.011398390645452726,-0.02191930556830046,0.01059019052953379,-0.008992754002292365
PRP T2 CV (Short SOA),prp_t2_cv_short,209,0.7,0.36151892378268063,0.0039519586081830605,-0.0008146413189195173,0.0222966111306412,-0.003408158875155162,-0.005939278036839495,-0.0005964693933741382,-0.03137845179958269
PRP T2 CV (Short SOA),prp_t2_cv_short,209,0.9,0.3955861930239441,-0.004221948556847066,0.010304977025584694,0.026335659647963056,-0.007840619572862847,-0.011744568211844941,-0.007419915997458763,-0.02702037635522848
PRP T2 CV (Long SOA),prp_t2_cv_long,209,0.1,0.23424274856641958,-0.0016915781480058424,0.0034490631220417695,-0.01769819574552972,0.002379998532409152,0.02739931357571894,-0.0076187268817814804,0.022007228855533554
PRP T2 CV (Long SOA),prp_t2_cv_long,209,0.3,0.2891707156708148,-0.0007130698871674593,-0.006850650579492579,0.00019117939748251943,-0.006346486831531058,0.015313782074779762,0.006435497360483147,0.0057487637077397995
PRP T2 CV (Long SOA),prp_t2_cv_long,209,0.5,0.3621283155442527,0.0018608484049645888,-0.032957453015505976,0.012214025785075829,-0.0012443272058072455,0.011620663753712306,-0.015553108746707095,0.004242218041763991
PRP T2 CV (Long SOA),prp_t2_cv_long,209,0.7,0.4377053065738131,-0.005564942557605562,-0.04823712276236191,-0.004796955216434833,0.02451062972494348,0.000254660182763078,-0.013980566137176778,0.002779766645523779
PRP T2 CV (Long SOA),prp_t2_cv_long,209,0.9,0.5691499000762696,0.014592948290847594,-0.10643496103732639,0.01721042119233546,0.028346618159124693,-0.04040399311829032,-0.019369159586298496,0.025902480230117115
PRP Error Cascade Rate,prp_cascade_rate,150,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRP Error Cascade Rate,prp_cascade_rate,150,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRP Error Cascade Rate,prp_cascade_rate,150,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRP Error Cascade Rate,prp_cascade_rate,150,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRP Error Cascade Rate,prp_cascade_rate,150,0.9,0.25088545094643133,0.023676794754602822,-0.03613862817237496,-0.01461094154329665,-0.02663425216261777,-0.03765554881442934,-0.006816556841786866,0.11280064967900602
PRP Cascade Inflation,prp_cascade_inflation,134,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRP Cascade Inflation,prp_cascade_inflation,134,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRP Cascade Inflation,prp_cascade_inflation,134,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRP Cascade Inflation,prp_cascade_inflation,134,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRP Cascade Inflation,prp_cascade_inflation,134,0.9,7.309477253106895,0.5516544681154347,-1.560405584311802,1.8009782388519076,0.5633006865900594,-2.3610747182856233,-1.7583258647532058,1.7913226530620934
PRP Post-Error Slowing (ms),prp_pes,171,0.1,-160.1689583622387,25.63912452847893,-70.67356315895252,-44.66124748304239,-7.4028955620855434,-44.73129995800782,128.5563010829253,-2.9709764361175637
PRP Post-Error Slowing (ms),prp_pes,171,0.3,117.00934847130733,-27.792274628253384,-83.58357504765989,-35.991742375139125,-39.468054896783464,8.858404598507244,11.214121487553053,51.204650445005505
PRP Post-Error Slowing (ms),prp_pes,171,0.5,246.58507340761756,-18.099554571311717,-104.77892899288551,-61.52206424626589,-3.372489792694335,12.949351873516784,-8.28314643668283,46.77263117056759
PRP Post-Error Slowing (ms),prp_pes,171,0.7,481.14461631824645,1.88523853459679,-206.33867788995278,-15.603305779577884,-34.877039084540904,-14.69133507852447,-23.735068071597947,80.66571705327307
PRP Post-Error Slowing (ms),prp_pes,171,0.9,831.868664042958,34.04819679965306,-364.4144619922201,-4.315394025353838,-87.4217190449798,-34.23253364535493,-13.149056554222854,62.19383794147818
PRP Valid T2 Trial Count,prp_t2_trials,210,0.1,103.91649050622682,-1.4590299182824762,6.478087704691221,-1.9499512569714503,1.9194976103767132,2.4320129958877192,-2.8639026880204312,1.979280035283924
PRP Valid T2 Trial Count,prp_t2_trials,210,0.3,116.42899915034351,0.7441194978188288,1.6032633578289537,0.0972475603254609,0.1313487021086051,0.4197216495528926,0.8430043086710962,-0.9283253795189458
PRP Valid T2 Trial Count,prp_t2_trials,210,0.5,118.2579680047687,-0.1390678237831483,1.640435009746306,0.0271629524379085,-0.016031410786693002,0.061357146814431336,0.7595113328667156,-0.7901547288551479
PRP Valid T2 Trial Count,prp_t2_trials,210,0.7,119.99999999999999,0.0,-0.0,0.0,-0.0,-0.0,1.5090183391206113e-14,-3.354557352314697e-15
PRP Valid T2 Trial Count,prp_t2_trials,210,0.9,119.99999999999996,-4.784339513767938e-15,0.0,0.0,-3.70925962731403e-14,9.253218595150546e-14,5.0415598165738176e-15,-0.0
PRP Ex-Gaussian mu (Short SOA),prp_exg_short_mu,206,0.1,676.4677616763738,29.414097197159975,-104.1829185073303,-43.984684192605165,4.281911740125761,21.462093256308496,0.5174717020128022,90.46102849213838
