model,path,description,n,aic,bic,cfi,rmsea,chi2,dof,a_path,b_path,indirect,a_p,b_p,rank_aic,rank_bic,rank_cfi,rank_rmsea,rank_composite
Model1_CLD,C → L → D,인지기능 → 외로움 → 우울,196,15.96030478752607,42.185222061370204,1.0247786315400842,0.0,3.890130822445057,7,-0.05683429391620185,0.6461214120647695,-0.03672185423884048,0.617464439381401,0.0,2.0,2.0,3.0,2.0,2.25
Model2_CDL,C → D → L,인지기능 → 우울 → 외로움,196,15.991881904044643,42.216799177888774,1.0494352629553207,0.0,0.7955734036249922,7,-0.20771360090279517,0.643942054349088,-0.1337555228815925,0.06624479531660099,0.0,3.0,3.0,2.0,2.0,2.5
Model4_LCD,L → C → D,외로움 → 인지기능 → 우울,196,14.9188889736674,41.143806247511534,0.2116009153102567,0.2692397117874072,105.94888058059472,7,-0.022448380221510602,-0.20770424417951622,0.00466262384696326,0.6161309537473307,0.06630004737300976,1.0,1.0,4.0,4.0,2.5
Model3_LDC,L → D → C,외로움 → 우울 → 인지기능,196,15.991882067494743,42.21679934133888,1.0494353938070646,0.0,0.7955573855151368,7,0.6462272179751142,-0.08140397476435476,-0.05260546414408538,0.0,0.06640049734902598,4.0,4.0,1.0,2.0,2.75
