gender,model,path,n,aic,bic,cfi,rmsea,a_path,b_path,indirect,a_p,b_p
male,Model1_CLD,C → L → D,77,11.956322602581498,26.019155133703602,1.0449910718206714,0.0,0.21560677164485323,0.6232570766702814,0.13437844620568815,0.28509468150739736,0.0
male,Model2_CDL,C → D → L,77,11.927633150933868,25.990465682055973,1.0235563839126172,0.0,-0.0325742749633281,0.7805645064896517,-0.025426322861008415,0.8575999082606698,0.0
male,Model3_LDC,L → D → C,77,11.927633466827611,25.990465997949716,1.02355662008907,0.0,0.6231944704826403,-0.01266414109287162,-0.007892222702489576,0.0,0.8594319315876959
male,Model4_LCD,L → C → D,77,10.62416278941616,24.686995320538266,0.049697387621691735,0.4013535184038189,0.0678606125130099,-0.03236429079395481,-0.002196260596826941,0.2847565023700833,0.8584872382257986
female,Model1_CLD,C → L → D,119,11.958639066556763,28.63338002522594,1.0285429984104397,0.0,-0.18040775707897486,0.6637905707464177,-0.11975296803853379,0.1903043074005608,0.0
female,Model2_CDL,C → D → L,119,11.999929784864623,28.6746707435338,1.0741071696012656,0.0,-0.3012332548701591,0.5765401718026223,-0.17367307251550465,0.03952742035463719,0.0
female,Model3_LDC,L → D → C,119,11.999929579999437,28.674670538668614,1.0741069453907248,0.0,0.6642615858378301,-0.11418408391546651,-0.07584810065912766,0.0,0.0395225372877086
female,Model4_LCD,L → C → D,119,11.063392624568113,27.73813358323729,0.04064148433366821,0.33104911189686975,-0.07877301812050001,-0.3011008706911734,0.023718624343054134,0.1902401858903875,0.0396012184759309
