participant_id,exploration,confirmation,exploitation,confirm_minus_exploit
3FSnTCSiUodLp5u3bE0xaUjLk0b2,2414.95000000007,1599.9142424241982,1137.8747619047442,462.03948051945395
3WijiOiVCoMbn80F05SPYsxl0TC2,2386.743333353599,1650.2355555368795,1170.7642857233684,479.47126981351107
3rlzYufVjVVLv3ZFLcpfZUtXEEi1,957.8000001907349,1317.5285110800608,1184.0364694879408,133.4920415921199
3xCaqfcHxRQxuOlEzXz3PNcHODH2,2291.14999999851,1530.3411111142902,1188.5803030315803,341.7608080827099
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,1802.2499999999418,1844.376190476192,1061.3385154061637,783.0376750700284
50R0P1MIMvRvK1qpqfGROchII6R2,900.5333332220713,1188.4712381025724,1159.218298262192,29.25293984038035
5OOi73igsahMZ5IVKQwwyhnj4Cn2,3710.1750000000466,1962.7018518518933,1492.9642857142524,469.7375661376409
5Z68AKm9rIeeB2lVu3nJO7U31wk1,1340.1142857144366,1343.010000000273,1202.2390657729875,140.77093422728558
5rXSa3anB5ejmFrnwUsTB82byup1,918.6333333334575,1179.1293650793766,869.2391941391867,309.89017094018993
5zxa5CMLGQSSonWOXqXf0QNS3PH3,1605.3833333452542,1318.5650793559969,1141.9710012268417,176.59407812915515
62fAfeQc27bZelkPX7G54T3gvci2,2160.066666666884,2775.781111111119,1343.829761904801,1431.9513492063181
6ABZuv4jbjgE0B8TeyUk6nwVb122,1410.0249998569489,2454.9911110772027,1806.6606702472375,648.3304408299653
6OwhwWQDThSPHTVAeXugohrYuje2,3765.8666666348777,2129.4714285475866,1688.5932203329216,440.87820821466494
6WFCyGwk71XLPBmbe4Vav3eotVm1,2160.599999666214,1815.2034721215566,980.7214284964971,834.4820436250595
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,1629.2999999523165,1960.6666666719648,1568.8595238186065,391.8071428533583
80UJMJbCOMgs6YVpsMgXfYTzw6o2,2048.5899999999133,1516.8599999997143,1134.5976190476101,382.2623809521042
87w5Le0CgZhSfYAaOH3Xd2fc98l1,2817.2857142860335,1980.5096594982397,1546.1569379450475,434.35272155319217
8bwaafIhKVMNBoHaXFcY8HirS9u2,2754.366666674614,1560.252777765857,1084.9196428596974,475.33313490615956
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,1169.6499998569489,2031.9699998961553,1332.8190475418453,699.15095235431
9NTZ091xWyOO8DgzyTGY0O3i8IR2,1778.916666666977,1207.8016666666294,1198.537564499542,9.264102167087458
9Xz1RIwnPXgyRqmucudW9VeuDnq1,1505.1000000000233,1398.8888888889016,1346.071428571423,52.81746031747866
9l7DjYLs0XdgwykPZR5E01KTZfu2,1466.7466666618984,2668.9944444629878,1071.8438095230904,1597.1506349398974
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,1444.2133333206177,1652.7466666566004,1103.045238108862,549.7014285477385
ASGvwW80q7VY7xFaLGZhVuErUQu2,1166.8999996185303,1992.8094444062974,1312.5490475306435,680.2603968756539
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,2420.380000090599,1999.157307747898,1304.0678571235565,695.0894506243415
AsXBOflrszVNKoFqbN61bMJqS0k2,959.4400000174842,1782.3393939218738,1181.4867382563932,600.8526556654806
AyAnuCaltBbpEYbudoyNzTvXlcC2,1584.0040000247955,2864.8569444530544,1395.3206349232842,1469.5363095297703
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,8292.5,2968.541954023018,1691.299999999991,1277.2419540230271
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,1944.6750000715256,1269.622222216924,1220.0190476008825,49.60317461604154
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,3056.210000038147,2038.4416666799123,1709.8108540360752,328.6308126438371
CDEoAyvS8feXLKMKsaZah9agEhF3,1060.1500000000233,1901.9844444444454,1142.1968253967723,759.7876190476732
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,1711.6166665951412,1774.4208332960095,1254.200366290061,520.2204670059484
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,2610.494444444439,2166.101388888946,1482.3619047619006,683.7394841270454
CUNlBEszJVRGK1jWlTaOaCqpDg53,1358.5666666667287,1899.2000000001863,1208.0826839829565,691.1173160172298
Cbkx2NHyF3NrebzXGqNgSfiWent1,1393.169999998808,1483.8699999985595,964.2690476182671,519.6009523802924
Co587hoelyeANqFX7AYvuVQW0lZ2,1740.3499999880792,1011.6888888859086,893.1063909740525,118.58249791185608
CtJe4bZZnYUBNrcPk00d3YQFSGp2,1253.8999999999942,1874.334999999991,1291.8785714286025,582.4564285713884
DAKDKPH698P12JfTbbjemLI6PIH2,1944.4099999964237,1566.001269841525,1015.9751322724359,550.0261375690892
DPvStUYSmohmXwFwaKRqHv89R3k1,1860.133333325386,2279.1000000039735,1241.2023809552193,1037.8976190487542
DaRehVxIOhXtEtUExdgvUl0mKcx2,1676.4874999945364,2154.961410255157,1487.4482142833017,667.5131959718551
Df83JuPuJkXqTGbENhM2gw5SJM43,1259.0500000000175,1549.0522222222087,1303.5869640163712,245.46525820583747
DxSidjznjVSNDJuDqqGgxpMEGtw1,1723.7749999761581,1941.925000011921,1565.4440476137495,376.48095239817144
DzB19GqCB7fyrlEPexogWkjFzEx2,2827.8666666348777,1669.922777779897,1608.1177655672416,61.805012212655356
EEodWwGh0wWq5f8JmzfKvq0lyeu1,1020.4166666666084,2009.8444444444538,910.0083333333328,1099.836111111121
EUhcW9kURScie1DwGPHqmNqotJB2,1812.8611110713748,2743.0024999823836,1892.3675415594444,850.6349584229392
EmfmKFDgWJdW47a6CNTNjnbYaPh2,1898.9166666865349,2404.913888891538,1421.165873018522,983.7480158730161
EoToosG69XMp4LTYdB6sB9WTrv22,5400.800000190735,1933.2416667011048,1136.542857079279,796.6988096218258
Fz7EUjZCLuUBxLDUVtN6djaBTy42,2123.1866666674614,1868.2422222243415,1742.4238095326084,125.8184126917331
G1Ff3XYUZMRsPafyEQ80ussnVlf1,1211.3499999940395,1743.663835462291,1576.9652777917327,166.69855767055833
G9VruXninjUdE9czK2DambZl5li2,2298.444444444425,1924.6805555555668,1401.8785485347964,522.8020070207704
GDZGRW51kbWtAdUIHCtEd8sAtqY2,2142.6300000031792,1936.5604166570638,1692.5439560160096,244.0164606410542
GE4hogtdLdTFbNasENgtm6SO3hC3,2582.479166664183,1975.9277777771156,1591.7809523805265,384.14682539658907
GEwkBw3YHaNp3TCh9YS9PKVfavz1,1323.1888888809415,1867.017373731281,1060.5761904716492,806.4411832596318
HSggdq91WiQp16bOj7V3dABkcgk2,1736.199999976158,1523.088988078019,1194.5751488040246,328.51383927399434
HbydnnT1hUP3WagAy2TJAc6GqVs2,1806.716666618983,2146.8111110925674,1664.6999999909174,482.11111110165007
HyQM2xKwwuVfqidmRYF6TiRk90C2,799.3499999940395,1602.9096825381357,948.5529100511361,654.3567724869996
IaTJhUGICmO9xcL3605RW8QHneN2,1155.4966666678588,1378.4677777780428,1099.3875843478345,279.0801934302083
JOBWLirr6KYf3GXJ3jPFKmd48S93,1740.1500000009935,2079.699999998013,1370.4033730117574,709.2966269862557
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,,1609.111111111111,1143.7833333341848,465.32777777692627
JvrZiMHtAfP6gvQtlevYWafKy0z2,2431.270000076294,1981.9969445387524,1607.380952403659,374.6159921350934
K26uNuY0VNPjJNF26wEx3bFg0kr2,991.9666666666357,1491.346507936498,1055.3714285714418,435.9750793650562
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,1775.7500000000582,2217.3888888888564,1342.5714285714287,874.8174603174277
KtKj6zUKc5Oogd2itg2jdwkchnf2,,1425.4566666670555,925.8119047616742,499.6447619053813
LSLmd8jENtONZFVkIpRDX665Bu73,1958.474999944369,2031.7444443967609,1483.2725490304936,548.4718953662673
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,1108.6000000119209,1898.7674603242722,1127.5880952363923,771.1793650878799
LliUMEIsrCVZ88YFQfevan2Og4z1,999.5666666667288,1386.9273809523604,951.1744360902045,435.7529448621559
M4Km1Q2P2oPliChDQkwl6k20FUI3,3048.4800000667574,2333.369642857994,1459.041483516058,874.3281593419363
O61Eik2zvrSQLMNpFbTNEgjWwMr2,1215.8666666671634,1773.8326388874373,1353.8047619050458,420.0278769823915
OExlWyngGfPrScDYjaRcv5PIAet1,2775.233333349228,1990.4361110991904,969.2476190640813,1021.1884920351091
ORuVuFPU5idz3fMoXTGsbwToW2j2,1637.7850000222525,1957.0809524494505,1498.0172269077193,459.0637255417312
ORvIk1xRWIQmKuLVe6GXNouvAXx2,1569.4999999850988,2937.1986607150543,2028.3588253982296,908.8398353168247
P8mTl71XaYNvFMTCvlKpzzUdc9W2,2182.6750000019865,1762.2712500022517,1061.647619045916,700.6236309563358
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1472.1250000198681,1735.0211111154822,1235.526190476758,499.4949206387241
PLreonkqaMeFc0UqxKUelH44UQu1,1656.9583333345752,2061.5594444446265,1186.6825396825634,874.8769047620631
PXesLO51qlY7lJBrLdOAZiHmUR72,5950.100000000094,3984.617777777877,3388.5281690141237,596.0896087637534
PkpTH7pWpEOG9A86xSloOSozwTk2,2427.150000035763,2818.410085465765,3045.5142073607517,-227.10412189498675
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,1184.2666666673288,1357.8305555551003,919.5309523810588,438.2996031740415
QbOEVCaZLUMOgltUdXm58oZOALv2,2100.5666666527586,2373.8513095221583,1607.6383730121076,766.2129365100507
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,1955.6199999570847,2527.0999999576147,1938.6789682422366,588.4210317153781
QreA2rLiUhV3YHeMfuHMPdGbpJ53,1769.100000038147,1531.067521373431,1364.138655466192,166.92886590723901
Rc706mP0TSeIoIpMYH1SpRXjOxA2,2667.3999996185303,2110.34444448683,1455.2253968412915,655.1190476455386
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,2710.324999988079,2913.4666666693156,1360.6854166551714,1552.7812500141442
Ru3Qf6pXZua1DfNkQdhbor6iJ403,3376.899999999965,2366.438888888863,1735.2710317460378,631.1678571428251
SOhR7IO689NQCPQu56SjATO8FR92,1887.1999999998138,1815.094902319801,1194.630952381019,620.463949938782
SPCT9D90pRa1ihXS5jEw6vCmquI3,815.6625000014901,1429.5933333354278,1217.2683405490234,212.32499278640444
SpSfX0ZcfcPLdlOENlfdfvEPwru2,2006.2000000000232,1441.6944444444327,1080.8095238095045,360.8849206349282
SvtOrPatsnWjicxtyndEzSdO5Wp1,2053.2,2273.22222222156,1701.8547619155477,571.3674603060124
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,4583.57499999553,1662.2853174630848,1396.1238095249448,266.16150793813995
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,,1689.3733333329358,1079.0321904774887,610.3411428554471
Ub7nV8F55kPruh35ZpUcKoBUyn63,1665.5399999976157,1988.5904100498371,1189.2499999992904,799.3404100505468
UbqFccqQZZgcqJIqCn3ErH9zQdM2,2117.733333337307,1492.7733333342605,1352.9794486159071,139.7938847183534
UbwuSMtBsHdW3Ji41opk3GInMqi2,2426.649999999907,1179.0094444444094,954.1601731603101,224.84927128409925
VwTymW8T68MfpnJvZ2X97ILqDWS2,1430.3333333333333,1671.3777777771982,1265.686706347243,405.6910714299552
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,2590.3333333333335,2316.411111111085,1565.9333333333234,750.4777777777617
WbOfW9KmUkPQK8o5hlHJnJFdpp92,3233.0437499983236,1767.4550000001989,1403.3748511902413,364.08014880995756
WcTsIpSoEhYeIBSNjAbbdaNSBya2,1770.4562500016764,1952.006320344862,1645.5150793653158,306.4912409795461
WeHQDy9BWldTlaQDVVlsJNCqwxA2,1246.25,1374.0427595280487,1195.28571428571,178.7570452423388
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,1876.7611110210419,1575.4166666931576,1091.8452380725316,483.57142862062597
WnC6Uscb5VMIr43GASKiUCO3AYH2,1530.8166666602094,1656.6605555540573,963.4238095191263,693.236746034931
WqoZv41KTtTCuPKBPyClregrKAi1,922.5000000001164,1641.5949494949625,1433.9411764705644,207.6537730243981
XbHvBButpZS4bapbJXJLAYcHnn12,1710.660000000149,2179.1053968253186,1902.040749434394,277.0646473909246
XehZHBpwr5MYzUXkj0FAYCsFG922,3446.5499999988824,1436.781709956388,1293.093088624065,143.688621332323
YEU5ox3jteVINfdSTg5ymqYcS9o2,2169.2222222155992,2393.127777776784,1364.6404761927467,1028.4873015840374
Yco8O7tmHlbsUBfKW2ywcZByGO32,2437.300000011921,2120.190555554297,1183.1170634917087,937.0734920625885
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,2392.2319444517293,2028.811111109124,1593.86080586157,434.95030524755407
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,1545.2750000953674,2006.9399999989403,1303.6527489252421,703.2872510736981
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,1616.150000023842,1728.7916666724616,1285.0483516498364,443.7433150226252
aM2995jJmJWvr6cneaGH58HauIg2,1009.504166662693,1321.494999986887,1001.2187500040801,320.2762499828069
afdTz6deeYWf1qKNdUpKAYKN3hz1,1880.920000000298,3744.803333333942,3182.756421356103,562.046911977839
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,835.0500000119209,1229.5941919157601,1108.452407408486,121.14178450727422
asKxydfXDkZAk89VaD4hwVovkzJ3,1585.7833333332092,1602.5038888888228,1331.3205627704046,271.1833261184181
azdL1gX79EVd9iepyCAVQrqIaQF3,1788.5666666667287,1713.902777777781,1198.0801587301291,515.8226190476519
bXpFswkI7TfIfL6G4FqWrbaxTGx2,1097.0333333333385,1193.9592592592437,878.6440476190654,315.3152116401783
biQ16yPcCKSkJQhSxUKcDc8gm8I2,1611.1500000059605,2030.6166666336546,1775.8050058373476,254.81166079630702
btpcu1rB1JeSTo2upeHGPdv8kYG3,2856.033333301544,2099.4800000243717,1327.5214285651844,771.9585714591874
c0hRe9PCPPZs3HWFqhIQargNlp52,1635.3437499701977,2028.6922222084468,1325.9116246613469,702.7805975470999
c8BtRUVPPPZHjyhX2rn702NoUld2,1001.8083333273728,1584.7072222246063,1118.5653439128682,466.1418783117381
cC0BEsQjfrcuCyoaOas9zJT0MNs2,1290.2800000429154,1299.097592591798,1079.6714285711448,219.42616402065323
cEIs6U87xfbSL5eFTXDK77MmvNf1,3501.5249999761577,1307.05000005828,1402.8574247640574,-95.80742470577752
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,977.0499999988824,2152.23611111049,1186.7839790146566,965.4521320958336
cec6NLR2ZLVVw6h0TEKSNIH11v02,,2605.7499999999222,1573.9338743825351,1031.8161256173871
cfoKz0AGhvYmW0DJmVKAZ01jh752,1396.9799999952315,986.6782051177106,942.9761904705138,43.70201464719685
d9rwc0NXArcNlJvFsgKhQqkGxJq2,1234.4999999867543,2467.915079369526,1329.834841268273,1138.0802381012531
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,3708.1749999821186,3395.623015875854,1664.5452380908862,1731.0777777849678
e7NIVznoeNMC7bBejXnMVvFNPfx1,3841.360000014305,1834.8027777920167,1205.7428571425733,629.0599206494435
fEL2NrgSd4MmDtLCAcMvCJQXTME2,2211.416666670392,1885.758333334575,1609.8279365071467,275.93039682742824
fEq0OghbLpfD1jigl1Mbz96aMbg2,1259.7349999986589,1606.0824074074626,1068.0499999995034,538.0324074079592
foaW7wtvY3XLNdguFUK7OvOefP93,1056.5499999999302,1618.3796296295886,1206.7660173160086,411.61361231358
g2G9l3no7RbeRA9a1W3JnfegTnh2,1270.0749999880788,1577.7261904591605,1378.7821428487225,198.94404761043802
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,2194.5,2555.0380952380697,1598.6428571428626,956.3952380952071
h52Mz0cZjnOsmXT02EgU3JzzRKs2,1178.5,1445.5458333329816,923.59047619076,521.9553571422216
h5RYP03wJuVN0xo7qAR8CKFxLaj1,2125.276666676998,2038.8262626152234,1182.1196248178703,856.7066377973531
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,1163.8000000000466,1758.1893055555386,1186.188311688298,572.0009938672406
hrRr560eFBNwJ0CcUjCqtSD8TdP2,1052.8375000003725,1384.7518518517002,961.6505291003331,423.1013227513671
htPWXDgfuheOJbl6ihHore9XuDp2,1098.0749998092651,1791.740683847411,1292.7982141479613,498.9424696994497
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,1765.9533333102863,2157.627777786482,1428.8500000068118,728.7777777796703
i1tBstVkNiVP0qro7TgGD08IGGa2,2366.1875,2321.416666684327,1860.0180555785457,461.39861110578136
iKVZi0Oo96UrMBhPQMHWFcf55uA3,2163.3000000000234,1917.3333333333333,1468.1190476190477,449.21428571428555
iWsc4pghIEWOQUZKuQJMfe516UI3,1330.625,1732.824444444312,816.186309521182,916.6381349231299
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,1956.0999999741712,3395.6023412534646,1710.235531144308,1685.3668101091566
iZX3U88SSqYAtT564nBPgHUBsei1,1140.22499999851,1292.138095238379,1277.031834214584,15.106261023795014
idP8RVfm74N86O0dszLXANIpjXv2,2640.911111123032,1789.1861111104488,1364.7857142871335,424.4003968233153
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,2664.999999999977,2629.055555555557,1431.66666666665,1197.388888888907
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,3989.6166666547456,2576.7888888882267,1997.1166666632607,579.6722222249659
jzdk8E3tVXTXIozlfK5oeEb7wWp2,982.4333333273728,1420.672222214275,1276.1205882513557,144.55163396291937
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,3272.250000476837,2294.0783332771725,1597.3511369382807,696.7271963388919
kI0YdycDU0X5hcoEPjEON3Ionyd2,2105.930000001192,1714.248518523905,1436.9956582670286,277.2528602568764
kR2rCtaPyPaj7YMizKUDn5xL2qx1,2414.8899999999985,1779.5844444444372,1136.0692063492095,643.5152380952277
kgSRatooJJfDaMZ2yIURqb8aJuE3,3086.4249999970198,1697.0416666670806,1139.1904761904761,557.8511904766044
kxerHPSL3bQjD74HhiebYf3blPr1,768.8750000000146,878.0920920920918,930.6071428571679,-52.515050765076126
lHDkoPQu5reNCO45npeYSS9eLQl1,1658.0066667556762,1609.9850926434553,1199.959523814065,410.0255688293903
lpzDdvuMkKWkPxu6xeclmdctEp42,1620.9033333063128,2001.1449999941722,1278.3467787307184,722.7982212634538
m69r9GQTk2b51mvxrFLt4fZeJi52,1328.6,1629.9999999999743,1159.5297619047835,470.4702380951908
mUZzgdWKnPb2txOkJg9FHgqX5792,1924.0333333164454,2193.0630687862476,1696.270378144244,496.79269064200366
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,3059.925000011921,3059.0861111077998,1577.6071428543046,1481.4789682534952
mg2WZiRBn4NQDKiMK43Y8dBqyG53,927.0555555555167,1179.3665674603287,961.9021942110293,217.46437324929946
mweMgSlGM2VxThhwnupYxYzUbR23,1636.3833333332827,1359.91309523808,1043.1283730158696,316.78472222221035
mwsliuPsLFhRFjtjQwYkqcCRDvi2,2400.599999931124,1820.4861110978657,990.0166666848319,830.4694444130338
nHy6rdfyacWW9BnyDb1dNvNYWfh1,2460.8083333328054,1588.4718849211479,1466.101190475969,122.37069444517897
nT1qJOiMyDdJ9ui4el195A8Hsgs1,1381.625,2685.5777777751287,1759.3998809339982,926.1778968411304
o4jXmZcjtMVF2ZInToRpVHUhpdV2,3159.800000190735,2140.594444460339,1744.918831159381,395.6756133009583
ohl9pXqpeSMfepC3w9h0tW5SbJw1,1833.280000000028,2091.9785714285977,1638.6904761904761,453.2880952381215
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,1286.433333333283,1818.3539682539604,1089.1488095237896,729.2051587301708
pRQimOpZtsekBI2I1kbnD3pycmo1,1859.9291666348777,1940.5579365018814,1343.117261901971,597.4406745999104
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,687.125,984.3537037036969,879.3739312770637,104.97977242663319
pcbRW89vVJcviD87V3uxyG4I9st2,4081.9500000001863,1893.5811111110731,1114.8666666666923,778.7144444443809
q0Atnpm0jZS5swcVmq0EMalQUKw1,1894.6000000000117,1811.5777777778037,1283.2857142857115,528.2920634920922
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,880.6000000238419,1515.0548387058748,1532.5533730160623,-17.49853431018755
qnR5PLX1v3fPi6SwTJMwGcadwyD3,851.9250000044703,1302.2166666674118,912.7547619048328,389.461904762579
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,1812.7249999999185,2715.8727777777654,1139.3892857142741,1576.4834920634912
rFV2EUbp64f5ORSh7DqwmCQmeqT2,1850.5666666726272,1810.0712962942544,1524.7775308016019,285.2937654926525
rNe3cRPepZUXbJhmmfQZiGsVzX22,887.3500000089407,1585.4946296309984,1307.3507936504625,278.14383598053587
rUuJv5gl7dWVo7UPQWMx4bohxhK2,2340.543333333397,2829.4749999999835,1573.725997686506,1255.7490023134776
roaf78tUWxWSEjAUcUu8O7mrQbl1,2065.9966666698456,2019.0677777753936,1400.5181818116796,618.549595963714
s48aCkolCSNbBRSSRPle0r61a7H2,3096.500000000058,1564.26331811259,2353.7950310558626,-789.5317129432726
s5gTyWKzfkdHXNT3qicwPmdONYv1,1903.2333333333954,1617.5199999998665,1363.1315934066338,254.38840659323273
sqfXvh6GJLaYAqr3RvHrixP8IOx1,3375.7749999960265,2239.2395833515457,1527.2190476145063,712.0205357370394
ssPK6ISW0HerTGke9hznqJ2LpKu1,1217.0133333524068,1768.818888929155,1217.9906746281517,550.8282143010033
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,1772.8596666638055,2253.3304700707777,1899.4142460350952,353.9162240356825
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,2012.0,1834.2555555237661,1392.586111144414,441.66944437935217
tv88wS5Nf6SjruozSmXJxQSmx6J3,2960.0999999940395,2446.710555550125,1866.0083333378036,580.7022222123212
u64Uf920g5VD9Byq26LT2rs5o4t1,3161.700000012914,1703.1571428603122,1276.5307423014935,426.62640055881866
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,2312.4349999994038,1889.3065277776784,1357.86428571386,531.4422420638184
v8nNKiWvPdcjiHXZci39OuFTY6M2,3263.995000000298,3005.37407406999,1657.4615079403395,1347.9125661296505
wdppvL4tIkVlGjou6aYzzjlaZXB2,613.0,1716.6348739499983,1125.0099190668147,591.6249548831836
wkhxvE50megJGMA1EiROSZIJWNq1,2253.7166666631897,1957.4285714289026,1436.9857142855014,520.4428571434012
xBGZhFOeypWnqzSQClkrwV9z2vF3,1018.5800000000279,1621.5871428571775,1079.0619047619182,542.5252380952593
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,974.6900000000139,1288.114444444432,914.4593187514207,373.6551256930112
xHctBv4C2EU8rHYRouw0btT3GT02,2152.137499999837,1961.9594444444435,1381.626190476175,580.3332539682685
xyAILKfYP2M8GqAai11x6NT7IcP2,2703.587499999907,1632.7152777777194,1143.8471861471285,488.8680916305909
y1EHXv8tUTa4BRS4fRio7bULYfA2,3050.9,1877.8605158943976,1534.0226190525389,343.83789684185876
yGTid3RXTdQe5JNosdSxvgktWIW2,2293.7833333214126,2859.1850000096692,2070.52619049095,788.6588095187194
yatBVTBMCSMp0wJluOCLzTFKMyP2,1599.7333333332092,2034.5277777779847,1342.6968253972334,691.8309523807513
yfjd8LbAMrYeG54927d3GiKAyXI2,1907.854999999993,1680.8038888888739,1131.5380952380863,549.2657936507876
zw1w9FipI9RjJsuhHse6UZavBxs2,879.3999999999535,1655.5013227513261,1024.6666666666792,630.8346560846469
zxG9mUnF7uRkaOKSoCPsiRZzr372,1786.7000000079472,2642.82888889975,1594.593690111752,1048.235198787998
