outcome,n,ucla_beta,ucla_se,ucla_t,ucla_p,r2,adj_r2
exploration,208,107.97921705870772,88.83221700296106,1.2155411707793855,0.2255855239068058,0.04286870502498075,0.014297621592890497
confirmation,208,142.76565545972227,53.169218545876724,2.68511855852344,0.007855969798467097,0.05568418712609591,0.027495655398516616
exploitation,208,33.49118574280288,37.42136393688379,0.8949750147880848,0.37187091478049394,0.06966810113397037,0.04189699967528282
confirmation_minus_exploitation,208,109.27446971691938,40.660303087179784,2.687497667752843,0.007802187452826066,0.0443859868659332,0.015860195429095336
pre_exploitation,208,139.5637476372527,51.978468356801756,2.6850300143364993,0.007857977878322497,0.06095936825734516,0.03292830462323593
pre_exploitation_minus_exploitation,208,106.07256189444988,39.588922576919444,2.679349550075676,0.007987776443519565,0.04718014781576019,0.018737764168469395
