outcome,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_wald,delta_r2_interaction,p_interaction_wald
Stroop Interference RT,212,0.011107502067758013,0.015754088332814664,0.01687845038676361,0.02235285358244954,0.004646586265056651,0.8078866766239369,0.0011243620539489463,0.6287595313921994,0.0054744031956859285,0.28642733042003926
WCST Perseverative Error Rate (%),212,0.002070308000164056,0.028888148275136083,0.029275968637669014,0.029299919672427732,0.026817840274972027,0.13133665001431435,0.0003878203625329313,0.7750266999370699,2.395103475871796e-05,0.9435093547588185
Stroop Interference RT Slope,212,0.008586550569051887,0.03299964937778821,0.09972112349527396,0.09976824215053903,0.024413098808736322,0.16123576712433985,0.06672147411748575,0.00013145303261064508,4.711865526507708e-05,0.9178010783982112
"WCST Confirmation RT (ms, all trials)",212,0.02008643614157024,0.02470129068283622,0.05521090588284494,0.057303808307697435,0.004614854541265978,0.8073509734557596,0.030509615200008722,0.010790513683679427,0.002092902424852494,0.5017201377125968
"WCST Exploitation RT (ms, all trials)",212,0.057672804458706706,0.07291441624477524,0.07653501118976624,0.0770128803660225,0.015241611786068532,0.3383850385234056,0.003620594944991007,0.3710303069151284,0.00047786917625625147,0.7455206790133251
"WCST Confirmation - Exploitation RT (ms, all trials)",212,0.005849410193929594,0.009905412033731742,0.04010446427336012,0.041689136191909615,0.004056001839802148,0.838865709762145,0.030199052239628377,0.011840113995290792,0.0015846719185494962,0.5620118730369266
