gender,parameter,n,r,p,mean,sd
male,mu_interference,30,0.15088219142614895,0.42610640081586915,34.067650375125616,114.30506673420514
male,sigma_interference,30,0.10664163686775964,0.5748763021426121,28.329842477065753,74.85290619112018
male,tau_interference,30,-0.08331860448888916,0.6615848833261085,89.9117457927648,114.58114619970083
female,mu_interference,46,-0.062458871203373914,0.6800744434913248,86.51736747949312,128.36026565218162
female,sigma_interference,46,-0.0896777727054117,0.5533941515589751,43.10434680200234,68.6078078824886
female,tau_interference,46,0.05548893976943566,0.7141639792416067,62.37070465960344,121.51453046155486
