gender,parameter,n,r,p,mean,sd
male,mu_bottleneck,30,0.5080338914400261,0.004154833732484695,393.6944922776353,233.1596634535548
male,sigma_bottleneck,30,0.5289893337362543,0.002651011273570073,95.23822743293722,120.89434483023362
male,tau_bottleneck,30,-0.3359063119821591,0.06955469067414001,141.1062179805938,194.60586829765873
female,mu_bottleneck,45,0.19882408787210634,0.19042014619605221,563.4724856476867,263.2887367428098
female,sigma_bottleneck,45,0.18792810946813457,0.21637123226600036,158.3095901064465,119.46576850836463
female,tau_bottleneck,45,-0.2864948791027958,0.0563920376149226,81.13016513763878,233.364752567756
