gender,n,wcst_r,wcst_p,wcst_beta_dass,wcst_p_dass,wcst_n_dass,stroop_r,stroop_p,stroop_beta_dass,stroop_p_dass,stroop_n_dass,prp_r,prp_p,prp_beta_dass,prp_p_dass,prp_n_dass
male,60,0.03456398634318649,0.8003493846718606,0.5471111882930488,0.47956184419868264,55,0.039153556032472954,0.7684352123600589,33.0066296769822,0.09205455437316731,58,0.19198898639177348,0.1487993963791113,21.31178786801452,0.38528540586892657,57
female,106,-0.15260199639136027,0.14420638155066842,-0.27986932906098544,0.7291829400145021,93,-0.008583377438651193,0.9331499283092909,3.5689626604601656,0.8115183516963695,98,-0.04425007336422036,0.6702569189515607,12.048626116920179,0.5593303201816662,95
