participant_id,ucla_total,ucla_resid_raw,z_ucla,z_ucla_resid
7QYZfcjgZHcVB941oHiLGGPTk7U2,25.0,-0.7536845872780656,-1.4376607845950253,-1.0370816752524965
CJINye92gDQlrSU7mv9XjlJBXo62,38.0,-0.04665758353885002,-0.26691664378141583,-0.06420155820680415
GE4hogtdLdTFbNasENgtm6SO3hC3,56.0,1.2991827022140068,1.354113705037428,1.7876955373827632
ORvIk1xRWIQmKuLVe6GXNouvAXx2,54.0,0.7786227366971934,1.1739992218353341,1.0713969554291685
80UJMJbCOMgs6YVpsMgXfYTzw6o2,56.0,1.6595296337059187,1.354113705037428,2.28353850099355
rUuJv5gl7dWVo7UPQWMx4bohxhK2,43.0,0.6780352953183805,0.18336956422381856,0.9329870768468769
xyAILKfYP2M8GqAai11x6NT7IcP2,35.0,-0.15610493186990465,-0.5370883685845564,-0.2148028060962434
pcbRW89vVJcviD87V3uxyG4I9st2,33.0,-0.44338922065216463,-0.7172028517866502,-0.6101104407661119
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,42.0,-0.570559745392632,0.09331232262277167,-0.7850990541287527
yatBVTBMCSMp0wJluOCLzTFKMyP2,35.0,-0.010881003752316043,-0.5370883685845564,-0.014972429833857416
u64Uf920g5VD9Byq26LT2rs5o4t1,34.0,-0.11046694193680018,-0.6271456101856033,-0.1520042244960621
nT1qJOiMyDdJ9ui4el195A8Hsgs1,62.0,0.3596609273588043,1.8944571546437092,0.49489901128961367
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,40.0,-0.7382506518202485,-0.0868021605793221,-1.0158443408151048
dGL2zPQyEvdibcvxeTencpgoWbg2,37.0,-0.2695151764830083,-0.3569738853824627,-0.3708570607001785
kxerHPSL3bQjD74HhiebYf3blPr1,43.0,-0.12685005248839726,0.18336956422381856,-0.17454763857602737
2h5FgHUEvBS1twD5DqbTIRrMm1f2,65.0,0.5908738098178785,2.16462887944685,0.8130515216741043
lpzDdvuMkKWkPxu6xeclmdctEp42,52.0,0.6960886986955019,0.9938847386332404,0.9578288397466223
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,23.0,-0.8927287401590437,-1.617775267797119,-1.2284085849942072
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,38.0,-0.6527037685397926,-0.26691664378141583,-0.8981305033256926
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,57.0,0.7171549473513875,1.444170946638475,0.9868163244532334
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,64.0,0.15747620571107168,2.074571637845803,0.2166897001583383
LliUMEIsrCVZ88YFQfevan2Og4z1,28.0,-0.3888879612618893,-1.1674890597918846,-0.5351158629998769
EUhcW9kURScie1DwGPHqmNqotJB2,36.0,-0.025038023744068716,-0.4470311269835096,-0.03445270879598133
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,54.0,1.0530900713455162,1.1739992218353341,1.4490682625301492
nHy6rdfyacWW9BnyDb1dNvNYWfh1,43.0,-0.14301256546423186,0.18336956422381856,-0.19678750697217465
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,54.0,1.5043229678491061,1.1739992218353341,2.069971722855692
vpFmF3TtdQTW3MyS8ouwz3urZVs2,25.0,-0.6590596860650301,-1.4376607845950253,-0.9068763443659684
wdppvL4tIkVlGjou6aYzzjlaZXB2,44.0,1.0520279043548606,0.27342680582486545,1.4476067042859435
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,41.0,0.1978229317050187,0.0032550810217247864,0.27220742055629893
K26uNuY0VNPjJNF26wEx3bFg0kr2,43.0,0.09400204747167909,0.18336956422381856,0.12934827448332356
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,29.0,-0.6143077208339545,-1.0774318181908378,-0.8452969464903923
DPvStUYSmohmXwFwaKRqHv89R3k1,52.0,0.9991421230941365,0.9938847386332404,1.3748350494681256
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,39.0,-0.736517208602973,-0.17685940218036897,-1.0134590960773562
62fAfeQc27bZelkPX7G54T3gvci2,49.0,0.25868010862053137,0.7237130138300998,0.3559478393628097
q0Atnpm0jZS5swcVmq0EMalQUKw1,24.0,-1.1086198031476713,-1.527718026196072,-1.5254780342778815
kR2rCtaPyPaj7YMizKUDn5xL2qx1,53.0,0.03559855559568148,1.0839419802342873,0.04898416432671148
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,59.0,1.3933115935795444,1.6242854298405687,1.9172183510302925
mwsliuPsLFhRFjtjQwYkqcCRDvi2,49.0,0.5139687225093261,0.7237130138300998,0.7072289294018712
iKVZi0Oo96UrMBhPQMHWFcf55uA3,33.0,-0.2636074510132041,-0.7172028517866502,-0.362727938875778
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,34.0,-0.025370737307201963,-0.6271456101856033,-0.034910527816375006
cozYh6nJw1U2rXQho8XtSpEQXAg2,40.0,-0.634036390227449,-0.0868021605793221,-0.8724439013976171
ssPK6ISW0HerTGke9hznqJ2LpKu1,41.0,0.35263622020237134,0.0032550810217247864,0.4852329053496446
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,40.0,0.3829557531699586,-0.0868021605793221,0.5269530527079158
5zxa5CMLGQSSonWOXqXf0QNS3PH3,54.0,0.131506221375135,1.1739992218353341,0.1809545991412631
lS4TefGwYUYBhCDMI0Ws2WxSQmm1,43.0,0.24224218337296116,0.18336956422381856,0.33332899941148153
h5RYP03wJuVN0xo7qAR8CKFxLaj1,29.0,-0.5387402127877934,-1.0774318181908378,-0.741314884017546
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,30.0,-0.2527993523682781,-0.9873745765897909,-0.3478558275998197
v8nNKiWvPdcjiHXZci39OuFTY6M2,31.0,-0.5259232586538563,-0.897317334988744,-0.7236785564486583
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,49.0,0.8896341109667552,0.7237130138300998,1.2241503272545677
LSLmd8jENtONZFVkIpRDX665Bu73,20.0,-1.140887527807943,-1.8879469926002597,-1.5698789236049633
mUZzgdWKnPb2txOkJg9FHgqX5792,33.0,-0.3266907184885611,-0.7172028517866502,-0.44953149280013005
WbOfW9KmUkPQK8o5hlHJnJFdpp92,22.0,-0.9607730446058492,-1.7078325093981659,-1.322038602694236
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,32.0,-0.37278274957745233,-0.8072600933876971,-0.5129548420689424
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,50.0,0.6832717445615647,0.8137702554311467,0.9401925121777344
tSvrYUUA5nbPdK6C5D73giKnIDv2,37.0,-0.23797354274532978,-0.3569738853824627,-0.3274552837380024
fEq0OghbLpfD1jigl1Mbz96aMbg2,31.0,-0.5985352227126506,-0.897317334988744,-0.8235937445798512
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,49.0,0.42965591009371856,0.7237130138300998,0.5912131925523025
cEIs6U87xfbSL5eFTXDK77MmvNf1,62.0,0.68762216910272,1.8944571546437092,0.9461787637839867
AsXBOflrszVNKoFqbN61bMJqS0k2,42.0,0.5028818490877354,0.09331232262277167,0.6919732197118259
Fz7EUjZCLuUBxLDUVtN6djaBTy42,49.0,-0.15811627395434003,0.7237130138300998,-0.21757044398302228
DzB19GqCB7fyrlEPexogWkjFzEx2,25.0,-0.8989691791919809,-1.4376607845950253,-1.2369955258390013
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,49.0,0.3914804599636427,0.7237130138300998,0.5386831814008202
xBGZhFOeypWnqzSQClkrwV9z2vF3,43.0,0.48215167649991203,0.18336956422381856,0.6634481808845143
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,65.0,0.41030864796492716,2.16462887944685,0.5645910599536517
y1EHXv8tUTa4BRS4fRio7bULYfA2,35.0,-0.8788496190344508,-0.5370883685845564,-1.2093106991811138
HyQM2xKwwuVfqidmRYF6TiRk90C2,21.0,-1.0508302862068963,-1.7978897509992129,-1.4459587631496
roaf78tUWxWSEjAUcUu8O7mrQbl1,58.0,0.23270763768917013,1.5342281882395217,0.3202093167518847
Rc706mP0TSeIoIpMYH1SpRXjOxA2,46.0,0.2694882072654574,0.45354128902695917,0.3708199506387681
i1tBstVkNiVP0qro7TgGD08IGGa2,26.0,-0.758312910686381,-1.3476035429939783,-1.0434503200077796
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,60.0,1.0064447291177294,1.7143426714416155,1.3848835485571254
uhq0lYdK12b2vJDJLS0EPTVe9nP2,51.0,0.18344531413750353,0.9038274970321936,0.25242359591035707
wJPD2B4ZTJhCyUqGTwc8yJSKPPH2,29.0,-0.5005647626577177,-1.0774318181908378,-0.6887848728660637
2zDXvJKvjeejeOSNbtDbtSI5cdz1,34.0,-1.3599513698547705,-0.6271456101856033,-1.8713141660552026
iWsc4pghIEWOQUZKuQJMfe516UI3,27.0,-0.7093259994064499,-1.2575463013929316,-0.9760435707214328
lHDkoPQu5reNCO45npeYSS9eLQl1,36.0,0.30002833780880706,-0.4470311269835096,0.41284364368085713
WcTsIpSoEhYeIBSNjAbbdaNSBya2,30.0,-0.417141337449068,-0.9873745765897909,-0.5739929466000062
mg2WZiRBn4NQDKiMK43Y8dBqyG53,54.0,1.1161733388208732,1.1739992218353341,1.535871816454501
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,25.0,-0.835885911716624,-1.4376607845950253,-1.1501919719146492
CtJe4bZZnYUBNrcPk00d3YQFSGp2,45.0,-0.2248205125433303,0.3634840474259123,-0.30935651028981503
CDEoAyvS8feXLKMKsaZah9agEhF3,33.0,-0.6583908964338344,-0.7172028517866502,-0.9059560794662751
GDZGRW51kbWtAdUIHCtEd8sAtqY2,26.0,-0.7898545444240594,-1.3476035429939783,-1.0868520969699556
QreA2rLiUhV3YHeMfuHMPdGbpJ53,44.0,0.3637803949153598,0.27342680582486545,0.5005674625049026
AyAnuCaltBbpEYbudoyNzTvXlcC2,62.0,1.725843857440378,1.8944571546437092,2.374787900814736
azdL1gX79EVd9iepyCAVQrqIaQF3,32.0,-0.6155871228954432,-0.8072600933876971,-0.8470574235595096
jzdk8E3tVXTXIozlfK5oeEb7wWp2,37.0,-1.5015089956620853,-0.3569738853824627,-2.066099653505874
ORuVuFPU5idz3fMoXTGsbwToW2j2,51.0,0.9310978186473309,0.9038274970321936,1.281205031768097
pRQimOpZtsekBI2I1kbnD3pycmo1,25.0,-0.7441558906946284,-1.4376607845950253,-1.0239700410456558
yfjd8LbAMrYeG54927d3GiKAyXI2,47.0,-0.24360585594339812,0.5435985306280061,-0.3352054340072216
HSggdq91WiQp16bOj7V3dABkcgk2,44.0,-0.7220847763394845,0.27342680582486545,-0.9935998455600512
PLreonkqaMeFc0UqxKUelH44UQu1,44.0,0.16204635191848474,0.27342680582486545,0.22297829218335224
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,47.0,0.7448001977036973,0.5435985306280061,1.024856617477788
foaW7wtvY3XLNdguFUK7OvOefP93,26.0,-0.5910153816182243,-1.3476035429939783,-0.8132463266659397
EmfmKFDgWJdW47a6CNTNjnbYaPh2,48.0,1.0365914823016191,0.6336557722290529,1.426365948254702
6ABZuv4jbjgE0B8TeyUk6nwVb122,40.0,0.46141814140715953,-0.0868021605793221,0.6349185151982966
WeHQDy9BWldTlaQDVVlsJNCqwxA2,48.0,0.5978428263688331,0.6336557722290529,0.8226409964776534
0d841i8KPjdjwCYfDuUUXj0SEjH2,49.0,0.6879000679698801,0.7237130138300998,0.9465611569330175
0oa5NYVnIBS9NmrmRAZrahXDctP2,33.0,-0.14696961264592734,-0.7172028517866502,-0.2022324652339148
5OOi73igsahMZ5IVKQwwyhnj4Cn2,38.0,0.4581298838566596,-0.26691664378141583,0.6303938218362496
O61Eik2zvrSQLMNpFbTNEgjWwMr2,52.0,0.9704953695474979,0.9938847386332404,1.3354166725234842
Ub7nV8F55kPruh35ZpUcKoBUyn63,48.0,0.9390717008975438,0.6336557722290529,1.2921772173506396
Co587hoelyeANqFX7AYvuVQW0lZ2,49.0,0.31512955970349105,0.7237130138300998,0.4336231590978554
cec6NLR2ZLVVw6h0TEKSNIH11v02,30.0,-0.9160783806661711,-0.9873745765897909,-1.2605380522838723
M4Km1Q2P2oPliChDQkwl6k20FUI3,38.0,0.1264903697077132,-0.26691664378141583,0.17405270949422347
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,70.0,0.1885705233028223,2.614915087452084,0.259475963169696
Ru3Qf6pXZua1DfNkQdhbor6iJ403,30.0,-0.429625578019872,-0.9873745765897909,-0.5911714551485004
6WFCyGwk71XLPBmbe4Vav3eotVm1,43.0,-0.38587760257854953,0.18336956422381856,-0.5309735627868608
