participant_id,ucla_total,ucla_resid_raw,z_ucla,z_ucla_resid
ASGvwW80q7VY7xFaLGZhVuErUQu2,22.0,-0.9512443480224119,-1.7078325093981659,-1.3089269684873948
SpSfX0ZcfcPLdlOENlfdfvEPwru2,46.0,1.0017615910134408,0.45354128902695917,1.3784394779304792
aM2995jJmJWvr6cneaGH58HauIg2,43.0,0.8548615209699743,0.18336956422381856,1.1763027043955574
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,45.0,0.19854902262761182,0.3634840474259123,0.27320653292120484
m69r9GQTk2b51mvxrFLt4fZeJi52,37.0,0.05259564108250092,-0.3569738853824627,0.07237241743500694
wkhxvE50megJGMA1EiROSZIJWNq1,42.0,0.433164765219981,0.09331232262277167,0.5960414315981675
d9rwc0NXArcNlJvFsgKhQqkGxJq2,37.0,-0.12423058456909294,-0.3569738853824627,-0.17094321011367375
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,41.0,-0.3671529229748081,0.0032550810217247864,-0.5052081133935725
WqoZv41KTtTCuPKBPyClregrKAi1,53.0,-0.028268104093666313,1.0839419802342873,-0.03889734942775923
Yco8O7tmHlbsUBfKW2ywcZByGO32,64.0,1.290383459058092,2.074571637845803,1.7755876423997345
xHctBv4C2EU8rHYRouw0btT3GT02,48.0,-0.48144919228994054,0.6336557722290529,-0.6624815517221125
SOhR7IO689NQCPQu56SjATO8FR92,28.0,-0.8907198846700324,-1.1674890597918846,-1.2256443687012777
idP8RVfm74N86O0dszLXANIpjXv2,31.0,-0.3586257295856996,-0.897317334988744,-0.4934745631068184
mweMgSlGM2VxThhwnupYxYzUbR23,32.0,-1.2494966692290337,-0.8072600933876971,-1.719326785792921
9Xz1RIwnPXgyRqmucudW9VeuDnq1,29.0,-0.70603774185595,-1.0774318181908378,-0.9715188773593859
UmgPh1pF5GgcJ0YH7ANm2c0UQOP2,39.0,-0.34179442697866946,-0.17685940218036897,-0.4703144298109779
ohl9pXqpeSMfepC3w9h0tW5SbJw1,36.0,0.30002833780880706,-0.4470311269835096,0.41284364368085713
9l7DjYLs0XdgwykPZR5E01KTZfu2,34.0,0.012804712822873876,-0.6271456101856033,0.017619483335107385
23AEyocWhqY955WHbxhHRSgQ1ms2,43.0,-0.41078541992383066,0.18336956422381856,-0.5652471055597303
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,55.0,-1.3002161478167353,1.2640564634363811,-1.7891175745519599
rFV2EUbp64f5ORSh7DqwmCQmeqT2,27.0,-0.7408676331441284,-1.2575463013929316,-1.0194453476836087
h52Mz0cZjnOsmXT02EgU3JzzRKs2,27.0,-0.7819379634652441,-1.2575463013929316,-1.0759587588526256
bXpFswkI7TfIfL6G4FqWrbaxTGx2,49.0,1.2594490752457774,0.7237130138300998,1.7330214507480763
XehZHBpwr5MYzUXkj0FAYCsFG922,38.0,-0.17282411848956408,-0.26691664378141583,-0.23780866605550827
DAKDKPH698P12JfTbbjemLI6PIH2,28.0,-0.8496495543489164,-1.1674890597918846,-1.1691309575322604
3WijiOiVCoMbn80F05SPYsxl0TC2,40.0,0.3696881203851639,-0.0868021605793221,0.508696584329303
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,41.0,0.5514753830082064,0.0032550810217247864,0.7588386756536604
Df83JuPuJkXqTGbENhM2gw5SJM43,50.0,0.042789045631903555,0.8137702554311467,0.058878390079135326
qnR5PLX1v3fPi6SwTJMwGcadwyD3,48.0,1.4122568707590482,0.6336557722290529,1.9432873461073987
DaRehVxIOhXtEtUExdgvUl0mKcx2,39.0,-0.20977746784954876,-0.17685940218036897,-0.28865704760308597
UbwuSMtBsHdW3Ji41opk3GInMqi2,50.0,-1.5208442876961201,0.8137702554311467,-2.092705315068587
cC0BEsQjfrcuCyoaOas9zJT0MNs2,36.0,-0.17026195186165738,-0.4470311269835096,-0.2342830850583674
Cbkx2NHyF3NrebzXGqNgSfiWent1,38.0,-0.06282009651468462,-0.26691664378141583,-0.08644142660295143
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,37.0,0.30498937478025573,-0.3569738853824627,0.4196701074565338
146QT9LupyU2BAiTsB3PMIpVXM22,46.0,-0.33070755355707854,0.45354128902695917,-0.45505872012093246
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,27.0,-0.4789452028629363,-1.2575463013929316,-0.6590360234552409
87w5Le0CgZhSfYAaOH3Xd2fc98l1,32.0,-0.8335443426644795,-0.8072600933876971,-1.146969936601326
HbydnnT1hUP3WagAy2TJAc6GqVs2,39.0,-0.1429552641728343,-0.17685940218036897,-0.196708659506962
EoToosG69XMp4LTYdB6sB9WTrv22,29.0,-0.7662261291402671,-1.0774318181908378,-1.0543390312662033
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,28.0,-0.5561854903300459,-1.1674890597918846,-0.7653198563417167
QbOEVCaZLUMOgltUdXm58oZOALv2,28.0,-0.742540412565077,-1.1674890597918846,-1.0217471180972382
PkpTH7pWpEOG9A86xSloOSozwTk2,50.0,1.289378593358834,0.8137702554311467,1.7742049316207413
8bwaafIhKVMNBoHaXFcY8HirS9u2,64.0,0.4193986359922639,2.074571637845803,0.5770990243867062
tv88wS5Nf6SjruozSmXJxQSmx6J3,49.0,1.30347494955426,0.7237130138300998,1.7936017362587466
SPCT9D90pRa1ihXS5jEw6vCmquI3,29.0,-0.5071985790501149,-1.0774318181908378,-0.69791310705537
3xCaqfcHxRQxuOlEzXz3PNcHODH2,63.0,1.980243084122215,1.9845143962447562,2.7248451802702864
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,39.0,-0.21267234804058868,-0.17685940218036897,-0.29264044762062047
5rXSa3anB5ejmFrnwUsTB82byup1,36.0,-0.100544867993903,-0.4470311269835096,-0.13835129694470893
btpcu1rB1JeSTo2upeHGPdv8kYG3,26.0,-0.7142870363778985,-1.3476035429939783,-0.9828700344971093
zw1w9FipI9RjJsuhHse6UZavBxs2,24.0,-0.9259431533176707,-1.527718026196072,-1.2741121323700129
IaTJhUGICmO9xcL3605RW8QHneN2,47.0,0.4732884070427412,0.5435985306280061,0.6512521847184607
kI0YdycDU0X5hcoEPjEON3Ionyd2,47.0,-0.1966244376475491,0.5435985306280061,-0.27055827415489836
YEU5ox3jteVINfdSTg5ymqYcS9o2,38.0,0.366399862834664,-0.26691664378141583,0.5041718909672561
GEwkBw3YHaNp3TCh9YS9PKVfavz1,57.0,0.5087870879621152,1.444170946638475,0.7000989199423768
EEodWwGh0wWq5f8JmzfKvq0lyeu1,36.0,-0.3023395747871048,-0.4470311269835096,-0.41602394159037803
9g0uWFg7uhR46Q0VoG6MzqHOUL12,46.0,-0.22944883595164572,0.45354128902695917,-0.31572515504509807
c0hRe9PCPPZs3HWFqhIQargNlp52,47.0,0.3031566615798714,0.5435985306280061,0.417148265683205
biQ16yPcCKSkJQhSxUKcDc8gm8I2,25.0,-0.7536845872780656,-1.4376607845950253,-1.0370816752524965
OExlWyngGfPrScDYjaRcv5PIAet1,42.0,0.3700814977446239,0.09331232262277167,0.5092378776738153
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,55.0,1.834289702577104,1.2640564634363811,2.5240110647840885
