public_id,stroop_interference,stroop_interference_slope,wcst_perseverative_error_rate,wcst_exploration_rt,wcst_confirmation_rt,wcst_exploitation_rt,wcst_pre_exploitation_rt,wcst_confirmation_minus_exploitation_rt,wcst_pre_exploitation_minus_exploitation_rt,wcst_exploration_rt_all,wcst_confirmation_rt_all,wcst_exploitation_rt_all,wcst_pre_exploitation_rt_all,wcst_confirmation_minus_exploitation_rt_all,wcst_pre_exploitation_minus_exploitation_rt_all
BT7QVHKYGNFY,182.7166666918331,3.997151495730885,7.4074074074074066,,2975.1454545367847,1434.2854166527588,2975.1454545367847,1540.8600378840258,1540.8600378840258,2710.324999988079,2866.3814814797156,1432.626530598621,2846.245161287246,1433.7549508810946,1413.618630688625
120TS53HFLZ1,106.68536796536364,27.77800396825909,9.30232558139535,,2607.690476190454,1752.2156862745371,2607.690476190454,855.4747899159167,855.4747899159167,3661.6499999999846,2441.069230769188,1760.120754716997,2669.928124999962,680.9484760521909,909.8073702829652
EBGR5AWZBTXY,354.80779569901165,9.85059884560804,17.0,,1751.9999999998925,1147.8500000000931,1751.9999999998925,604.1499999997993,604.1499999997993,1737.0428571426976,1766.954545454482,1169.8387755102915,1762.8490196077664,597.1157699441906,593.0102440974749
EOALIE6OMRKA,98.05816993852659,23.486714285101193,7.8125,,1442.232000001669,1724.7228571440492,1442.232000001669,-282.49085714238026,-282.49085714238026,886.2166666686535,1631.4500000021037,2185.01395348962,1519.6650000020861,-553.5639534875161,-665.3489534875337
4LV9MT0FGLV1,1.8055555555619094,-17.0955952381096,8.333333333333332,,1424.6190476190309,1080.8095238095043,1424.6190476190309,343.8095238095266,343.8095238095266,1999.0000000000166,1456.2608695652023,1080.8095238095043,1582.8999999999921,375.45134575569796,502.09047619048783
AM0C4FZ1GPZE,38.56944443451039,24.340166654586785,10.465116279069768,,2132.507407418004,1701.8547619155474,2132.507407418004,430.6526455024564,430.6526455024564,2447.314285721098,2159.2837837837837,1701.8547619155474,2205.106818182902,457.4290218682363,503.2520562673544
AA86JF5NI0UJ,15.444444444444457,-2.631972229058523,10.256410256410255,,1669.9480000054837,1396.1238095249448,1669.9480000054837,273.82419048053885,273.82419048053885,3874.199999998013,1664.2593750031665,1396.1238095249448,1853.682857145582,268.1355654782217,457.5590476206371
NK4ROBNSE3LB,105.31993464473021,-35.1609960318274,0.0,,1689.373333332936,834.0088235297624,1689.373333332936,855.3645098031736,855.3645098031736,,1689.373333332936,899.6637168141593,1689.373333332936,789.7096165187767,789.7096165187767
GKGEJVOQ27XR,138.06388889137236,63.589988092990694,11.11111111111111,,1847.1839999985696,1189.2499999992904,1847.1839999985696,657.9339999992792,657.9339999992792,1682.6499999960263,1960.742424240618,1189.2499999992904,1917.9589743568347,771.4924242413276,728.7089743575443
CE48WEZNIAJY,30.656209166922622,61.286547619265136,7.777777777777778,,1502.242857138316,1366.2510204023245,1502.242857138316,135.99183673599146,135.99183673599146,1799.4444444444443,1596.1037037019375,1385.6296296230068,1646.9388888875644,210.4740740789307,261.30925926455757
