participant_id,wcst_pre_switch_n_switches_correct,wcst_pre_switch_rt_mean_w1_correct,wcst_pre_switch_rt_delta_w1_correct,wcst_pre_switch_n_valid_w1_correct,wcst_pre_switch_n_valid_delta_w1_correct,wcst_pre_switch_rt_mean_w2_correct,wcst_pre_switch_rt_delta_w2_correct,wcst_pre_switch_n_valid_w2_correct,wcst_pre_switch_n_valid_delta_w2_correct,wcst_pre_switch_rt_mean_w3_correct,wcst_pre_switch_rt_delta_w3_correct,wcst_pre_switch_n_valid_w3_correct,wcst_pre_switch_n_valid_delta_w3_correct,wcst_pre_switch_rt_mean_w4_correct,wcst_pre_switch_rt_delta_w4_correct,wcst_pre_switch_n_valid_w4_correct,wcst_pre_switch_n_valid_delta_w4_correct,wcst_pre_switch_rt_mean_w5_correct,wcst_pre_switch_rt_delta_w5_correct,wcst_pre_switch_n_valid_w5_correct,wcst_pre_switch_n_valid_delta_w5_correct
SpSfX0ZcfcPLdlOENlfdfvEPwru2,5.0,995.6,-269.1202020201857,5.0,5.0,1032.8999999999767,-255.75277777778837,5.0,5.0,1034.0000000000077,-288.4345238094926,5.0,5.0,1097.5499999999943,-238.36904761903435,5.0,5.0,1083.2799999999954,-309.56095238093565,5.0,5.0
SvtOrPatsnWjicxtyndEzSdO5Wp1,5.0,1363.160000014305,-474.7005555496674,5.0,5.0,1433.699999988079,-441.2997727525776,5.0,5.0,1548.3533333301543,-340.6529523968318,5.0,5.0,1728.830000001192,-123.55027778943376,5.0,5.0,1753.2760000038147,-105.15928572382249,5.0,5.0
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,5.0,1565.4200000047683,0.09490909338001075,5.0,5.0,1544.2300000041723,-28.416444442404647,5.0,5.0,1422.593333339691,-198.13499999476807,5.0,5.0,1469.5550000026822,-151.781071428316,5.0,5.0,1409.460000001192,-283.49142857384106,5.0,5.0
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,4.0,1521.7500000074506,310.1305555650665,4.0,4.0,1093.7250000014901,-179.76749999672174,4.0,4.0,1038.800000001987,-279.5346744988044,4.0,4.0,997.0999999977648,-394.55416666888266,4.0,4.0,1019.0949999973178,-443.2266883140841,4.0,4.0
Ub7nV8F55kPruh35ZpUcKoBUyn63,5.0,1098.8600000023841,-320.41005127971545,5.0,5.0,1067.5000000029802,-393.63855555219783,5.0,5.0,1148.1933333337306,-324.627067099418,5.0,5.0,1115.1,-424.02438095281525,5.0,5.0,1100.2679999995232,-518.9569206361259,5.0,5.0
UbqFccqQZZgcqJIqCn3ErH9zQdM2,5.0,1642.1799999713899,275.22066664483816,5.0,5.0,1391.949999976158,3.377499981468054,5.0,5.0,1402.6933333079019,7.614047594297494,5.0,5.0,1361.674999988079,-56.24519048259371,5.0,5.0,1398.9279999923706,16.477238096169096,5.0,5.0
UbwuSMtBsHdW3Ji41opk3GInMqi2,5.0,902.260000000149,-128.20020202016372,5.0,5.0,1031.3500000001864,13.864000000087549,5.0,5.0,994.5666666669151,-37.12412698393657,5.0,5.0,963.8300000001676,-92.02666666656737,5.0,5.0,952.1040000001342,-125.54685714279972,5.0,5.0
VwTymW8T68MfpnJvZ2X97ILqDWS2,5.0,1441.8799999952316,5.284949493569821,5.0,5.0,1267.339999997616,-207.42250427178337,5.0,5.0,1300.9799999952318,-189.32182539777145,5.0,5.0,1365.5399999976157,-116.3761038934384,5.0,5.0,1315.9879999947548,-224.61523809756554,5.0,5.0
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,5.0,1442.0,-380.5233333333132,5.0,5.0,1276.7999999999768,-619.5413742690126,5.0,5.0,1352.6666666666201,-584.7849206349572,5.0,5.0,1334.0499999999652,-694.6214285714519,5.0,5.0,1359.9999999999627,-765.9408333333597,5.0,5.0
WbOfW9KmUkPQK8o5hlHJnJFdpp92,5.0,1376.2999999970198,-113.48925490529822,5.0,5.0,1361.09999999851,-142.3319444462864,5.0,5.0,1428.5933333327373,-66.89846498685475,5.0,5.0,1454.235000000149,-19.913214285538697,5.0,5.0,1439.1639999997617,-49.57666666711752,5.0,5.0
WcTsIpSoEhYeIBSNjAbbdaNSBya2,5.0,1847.219999998808,62.87955302811938,5.0,5.0,1762.15,-29.566707071686004,5.0,5.0,1630.586666666468,-212.0983015886564,5.0,5.0,1610.060000001639,-269.2476068363012,5.0,5.0,1596.0280000007153,-334.8283095240132,5.0,5.0
WeHQDy9BWldTlaQDVVlsJNCqwxA2,5.0,1103.8000000000466,-255.08571428566015,5.0,5.0,1226.1,-134.6986752136721,5.0,5.0,1196.9333333333332,-185.59166666666337,5.0,5.0,1216.6,-171.3537462537426,5.0,5.0,1195.6,-205.35333333332952,5.0,5.0
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,5.0,1073.139999961853,-284.6177778032089,5.0,5.0,1030.829999923706,-373.0825000762939,5.0,5.0,1093.139999961853,-337.3657143184116,5.0,5.0,1144.6749999523163,-307.7016667207082,5.0,5.0,1169.119999923706,-320.3520001220703,5.0,5.0
WnC6Uscb5VMIr43GASKiUCO3AYH2,5.0,1024.4,-230.73573737102328,5.0,5.0,1033.8499999940395,-243.28272222654687,5.0,5.0,957.486666661501,-379.32083333717685,5.0,5.0,954.2099999964237,-438.8929761924204,5.0,5.0,969.7719999957084,-481.4124761940469,5.0,5.0
WqoZv41KTtTCuPKBPyClregrKAi1,5.0,1397.6000000000465,-169.72222222215814,5.0,5.0,1229.0000000000466,-385.42412016081573,5.0,5.0,1166.5333333333642,-511.91726190470524,5.0,5.0,1252.3000000000234,-427.35064935059745,5.0,5.0,1306.519999999991,-404.6399999999986,5.0,5.0
XbHvBButpZS4bapbJXJLAYcHnn12,5.0,1148.839999999851,-919.8773594652569,5.0,5.0,1340.8299999998883,-766.4151111112404,5.0,5.0,1536.6733333332772,-588.4267367273939,5.0,5.0,1497.694999999972,-693.7019935897804,5.0,5.0,1621.0599999999813,-582.7521572871809,5.0,5.0
XehZHBpwr5MYzUXkj0FAYCsFG922,5.0,1219.8600000008942,-164.96401864659435,5.0,5.0,1301.210000000149,-83.18325396759641,5.0,5.0,1229.0333333333333,-181.4244444439368,5.0,5.0,1204.6900000002236,-233.2576428562385,5.0,5.0,1217.4640000003576,-245.6847012974879,5.0,5.0
YEU5ox3jteVINfdSTg5ymqYcS9o2,5.0,1074.0,-617.5471111154557,5.0,5.0,1084.1499999940395,-680.2902777900299,5.0,5.0,1126.1400000015892,-716.0385714316651,5.0,5.0,1150.7800000071525,-792.4099999944369,5.0,5.0,1174.712000005245,-901.641999997298,5.0,5.0
Yco8O7tmHlbsUBfKW2ywcZByGO32,5.0,1070.4999999940396,-629.948005057185,5.0,5.0,1042.1399999976159,-745.5588174633706,5.0,5.0,1055.9266666650772,-833.7179761929763,5.0,5.0,1244.994999998808,-638.5263333356452,5.0,5.0,1297.2839999997618,-667.5530476199586,5.0,5.0
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,5.0,1410.1200000047684,-388.2108585814937,5.0,5.0,1377.05,-477.34618181938475,5.0,5.0,1350.4733333388965,-576.2305079301955,5.0,5.0,1420.2750000089407,-549.853055542873,5.0,5.0,1473.6240000081063,-537.3167857012153,5.0,5.0
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,5.0,1304.4199999809266,-229.5994052579511,5.0,5.0,1335.1799999713899,-206.09039686820205,5.0,5.0,1307.8733333269754,-256.39818866281286,5.0,5.0,1322.3150000095368,-257.6592063474277,5.0,5.0,1366.2120000076295,-228.37924591980055,5.0,5.0
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,5.0,1132.3400000333786,-320.8572548699534,5.0,5.0,1209.8300000071526,-261.37374999672176,5.0,5.0,1197.6933333476384,-315.72495236691975,5.0,5.0,1204.9450000047684,-363.4802380942163,5.0,5.0,1227.82,-384.067076930633,5.0,5.0
aM2995jJmJWvr6cneaGH58HauIg2,5.0,888.8800000071526,-280.3596752034101,5.0,5.0,918.1500000059605,-272.04166665698096,5.0,5.0,969.7133333365122,-232.6701255342403,5.0,5.0,1016.0700000017881,-193.63838094674406,5.0,5.0,1012.9520000028609,-225.46435896584111,5.0,5.0
afdTz6deeYWf1qKNdUpKAYKN3hz1,3.0,2024.7333333343267,-1406.1764165091108,3.0,3.0,2127.4999999975166,-1361.2664629654557,3.0,3.0,2429.422222221891,-1085.5645299144567,3.0,3.0,2587.5499999982617,-968.5906941283998,3.0,3.0,2531.4533333331347,-1123.7206906907415,3.0,3.0
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,5.0,1107.4400000095368,-96.73275199612354,5.0,5.0,1250.55,58.4406349273429,5.0,5.0,1216.6333333333332,33.08528330306301,5.0,5.0,1154.3099999964238,-49.454706040193926,5.0,5.0,1139.8839999961851,-87.59462221940355,5.0,5.0
asKxydfXDkZAk89VaD4hwVovkzJ3,5.0,1254.879999999702,-179.56184071517336,5.0,5.0,1217.8699999999255,-242.5201767677774,5.0,5.0,1306.7200000000498,-150.77834271279266,5.0,5.0,1265.05,-231.04924603177173,5.0,5.0,1236.86,-308.2372460317949,5.0,5.0
azdL1gX79EVd9iepyCAVQrqIaQF3,5.0,1050.0400000000373,-397.0808585857873,5.0,5.0,1101.4400000000373,-375.96833333325577,5.0,5.0,1102.006666666704,-419.75523809515124,5.0,5.0,1113.665000000014,-459.4113461537845,5.0,5.0,1154.7959999999778,-454.9575714285605,5.0,5.0
bXpFswkI7TfIfL6G4FqWrbaxTGx2,5.0,967.4399999999907,9.197070707064814,5.0,5.0,864.1699999999953,-114.01302941176917,5.0,5.0,813.053333333352,-191.5411904761643,5.0,5.0,813.4300000000046,-215.81383333332172,5.0,5.0,824.2280000000073,-232.5311428571256,5.0,5.0
biQ16yPcCKSkJQhSxUKcDc8gm8I2,4.0,1408.1999999284744,-335.0290504396123,4.0,4.0,1363.6874999403954,-397.78557699738616,4.0,4.0,1413.3333332935968,-380.9403929142504,4.0,4.0,1372.3749999850988,-459.4051937912797,4.0,4.0,1475.9499999761583,-326.05034786659735,4.0,4.0
btpcu1rB1JeSTo2upeHGPdv8kYG3,5.0,1362.8600000143051,-384.37599998871485,5.0,5.0,1263.4400000095368,-554.3383333265781,5.0,5.0,1197.7333333412805,-724.1391666611037,5.0,5.0,1255.7600000023842,-750.5204761930875,5.0,5.0,1203.3799999999999,-998.7893333411217,5.0,5.0
c0hRe9PCPPZs3HWFqhIQargNlp52,5.0,1321.339999961853,-261.5940000290341,5.0,5.0,1284.5799999713897,-332.58924838351265,5.0,5.0,1336.1533333142597,-297.6825595290888,5.0,5.0,1391.7799999713898,-249.91095239639282,5.0,5.0,1384.6039999580385,-300.3423809937068,5.0,5.0
c8BtRUVPPPZHjyhX2rn702NoUld2,5.0,1045.8799999833107,-304.08266277781485,5.0,5.0,1006.0599999904632,-380.0565384703875,5.0,5.0,1028.5933333277703,-392.35363492491695,5.0,5.0,1018.2849999934435,-451.25036797162903,5.0,5.0,1150.8480000019074,-294.03569230057377,5.0,5.0
cC0BEsQjfrcuCyoaOas9zJT0MNs2,5.0,968.7399999618531,-174.81735357718037,5.0,5.0,1061.6100000143051,-85.14897699543344,5.0,5.0,999.039999993642,-179.07920635872418,5.0,5.0,1016.5099999904633,-178.96239419973716,5.0,5.0,1062.775999994278,-127.02313554837151,5.0,5.0
cEIs6U87xfbSL5eFTXDK77MmvNf1,5.0,1273.6199999809264,-89.04891666597791,5.0,5.0,1444.3699999332428,110.89682219993725,5.0,5.0,1351.4999999046324,2.7192379976454277,5.0,5.0,1330.5849999189377,-24.06967441273573,5.0,5.0,1328.1359999275205,-28.16366674150745,5.0,5.0
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,5.0,1126.859999999404,-276.8049433107684,5.0,5.0,1128.1599999986588,-306.7920833343329,5.0,5.0,1166.3999999990067,-288.3888753806265,5.0,5.0,1120.9099999990315,-406.13739130502915,5.0,5.0,1066.7039999994636,-583.4822222222886,5.0,5.0
cec6NLR2ZLVVw6h0TEKSNIH11v02,1.0,2349.0999999996275,880.7758064512389,1.0,1.0,1870.75,401.18114754098815,1.0,1.0,1547.5666666667287,68.52500000006967,1.0,1.0,1415.7250000000931,-71.09364406769237,1.0,1.0,1370.1599999999628,-121.81241379313906,1.0,1.0
cfoKz0AGhvYmW0DJmVKAZ01jh752,5.0,890.5799999952317,-95.58444444338481,5.0,5.0,1081.0999999761582,130.61749997735026,5.0,5.0,1011.3999999841053,49.70571427118209,5.0,5.0,1018.2549999952316,69.41500000158942,5.0,5.0,1021.6239999961854,90.03600000381473,5.0,5.0
d9rwc0NXArcNlJvFsgKhQqkGxJq2,5.0,979.6799999952316,-737.2908741876192,5.0,5.0,1141.95,-607.9295833328864,5.0,5.0,1310.1066666642826,-468.6587619073618,5.0,5.0,1299.339999997616,-526.6245421273803,5.0,5.0,1269.2359999942778,-642.2498461628268,5.0,5.0
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,5.0,2178.0199999570846,-57.76483337528166,5.0,5.0,1957.289999985695,-340.3528174715855,5.0,5.0,1995.8133333206176,-335.7009523916811,5.0,5.0,1891.8099999845028,-556.8109523978121,5.0,5.0,1822.999999985695,-789.5810000181198,5.0,5.0
e7NIVznoeNMC7bBejXnMVvFNPfx1,5.0,1302.039999985695,-168.7422222422229,5.0,5.0,1522.4599999964237,86.67083332422708,5.0,5.0,1485.3133333325384,47.545119041204316,5.0,5.0,1361.7549999982118,-148.81214286614036,5.0,5.0,1315.4639999985695,-268.24466667652126,5.0,5.0
fEL2NrgSd4MmDtLCAcMvCJQXTME2,5.0,1401.6799999982118,-356.6204722237959,5.0,5.0,1454.129999999702,-329.85483333322736,5.0,5.0,1652.986666666468,-100.15047619032362,5.0,5.0,1646.544999998808,-126.3320695984658,5.0,5.0,1589.7839999991656,-251.82166666766005,5.0,5.0
fEq0OghbLpfD1jigl1Mbz96aMbg2,5.0,1258.1,-28.090222221910928,5.0,5.0,1196.4599999994039,-112.67150793686983,5.0,5.0,1156.7600000003972,-183.3594230759657,5.0,5.0,1141.864999999851,-234.6514285712015,5.0,5.0,1149.7719999998808,-264.3055151513128,5.0,5.0
foaW7wtvY3XLNdguFUK7OvOefP93,5.0,914.8,-566.1424747474722,5.0,5.0,1081.8899999999908,-424.9752272727354,5.0,5.0,1000.0133333333303,-588.4333015873024,5.0,5.0,1284.6850000000093,-199.88999999998163,5.0,5.0,1270.0800000000095,-245.60114285712234,5.0,5.0
g2G9l3no7RbeRA9a1W3JnfegTnh2,5.0,1206.1199999809264,-381.36819795791956,5.0,5.0,1153.4599999666214,-478.6131731073443,5.0,5.0,1197.2933332999548,-456.37642860571543,5.0,5.0,1184.8549999833108,-533.5532684093947,5.0,5.0,1274.6799999904633,-437.03184615318594,5.0,5.0
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,5.0,1449.2000000000467,-534.2412121211673,5.0,5.0,1422.2000000000467,-631.5066666666164,5.0,5.0,1511.466666666713,-596.0361111110542,5.0,5.0,1493.8000000000234,-719.4595238094955,5.0,5.0,1477.7600000000189,-879.5209523809268,5.0,5.0
h52Mz0cZjnOsmXT02EgU3JzzRKs2,5.0,863.820000000298,-346.5668376067255,5.0,5.0,853.05,-399.4425000002608,5.0,5.0,1072.993333333234,-140.04536796581178,5.0,5.0,1034.564999999851,-214.93566666727264,5.0,5.0,990.080000000298,-334.0435555553436,5.0,5.0
h5RYP03wJuVN0xo7qAR8CKFxLaj1,5.0,895.0,-519.465401705045,5.0,5.0,996.4799999952317,-445.9250888895987,5.0,5.0,1009.673333330949,-467.5351515131595,5.0,5.0,1016.4049999982119,-503.2231904728504,5.0,5.0,1033.547999997139,-548.0426464617615,5.0,5.0
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,5.0,1280.039999999944,-147.45777777783172,5.0,5.0,1257.2099999999627,-197.97886363640063,5.0,5.0,1220.819999999972,-275.41200000002857,5.0,5.0,1220.6449999999954,-320.63944444443985,5.0,5.0,1161.4040000000036,-490.3549999999756,5.0,5.0
hrRr560eFBNwJ0CcUjCqtSD8TdP2,5.0,1107.500000000745,-13.391888887878167,5.0,5.0,1021.6100000005215,-116.94821895338427,5.0,5.0,1032.4066666670144,-116.44633333257397,5.0,5.0,1010.2099999999627,-162.9806031743821,5.0,5.0,988.4719999998808,-226.1207142856478,5.0,5.0
htPWXDgfuheOJbl6ihHore9XuDp2,5.0,1071.5,-422.1982733695528,5.0,5.0,1046.539999961853,-494.47166656918,5.0,5.0,1051.2866664886474,-544.281385350537,5.0,5.0,1068.6999998092651,-587.0920000984555,5.0,5.0,1128.7999999237059,-584.5004443656073,5.0,5.0
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,5.0,1383.0200000047685,-440.8557575719525,5.0,5.0,1345.4600000023843,-539.0079999983311,5.0,5.0,1482.5666666587197,-417.8634920759807,5.0,5.0,1481.9349999964238,-487.2141666740179,5.0,5.0,1489.4799999952315,-558.7794285821914,5.0,5.0
i1tBstVkNiVP0qro7TgGD08IGGa2,5.0,1714.7599999904633,-272.4990598687758,5.0,5.0,1930.1,-38.75484851725177,5.0,5.0,1798.3200000286101,-220.2054805176599,5.0,5.0,1811.8400000333786,-244.7088888772329,5.0,5.0,1799.1600000190733,-299.1460555655427,5.0,5.0
iKVZi0Oo96UrMBhPQMHWFcf55uA3,5.0,1430.8,-257.91111111111115,5.0,5.0,1427.5000000000232,-294.2749999999709,5.0,5.0,1471.0000000000157,-274.1714285714064,5.0,5.0,1490.5500000000116,-287.283333333314,5.0,5.0,1471.56,-382.71999999999997,5.0,5.0
iWsc4pghIEWOQUZKuQJMfe516UI3,5.0,681.4799999952317,-396.2920634941922,5.0,5.0,724.4400000035763,-384.79847901307204,5.0,5.0,741.8266666650773,-405.7806666649807,5.0,5.0,766.4149999976158,-425.2797474736516,5.0,5.0,768.375999994278,-489.66150000512596,5.0,5.0
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,5.0,1860.0600000143052,-691.0114989739428,5.0,5.0,1671.9,-972.8288333326578,5.0,5.0,1726.6266666650772,-995.7704209813421,5.0,5.0,1708.5850000023843,-1139.0904545410115,5.0,5.0,1815.3560000038146,-1112.0577142783573,5.0,5.0
iZX3U88SSqYAtT564nBPgHUBsei1,5.0,1070.7600000023842,-216.80873708204618,5.0,5.0,1164.3799999982118,-126.42601282201136,5.0,5.0,1177.719999998808,-123.05738095335502,5.0,5.0,1162.854999999702,-157.52446969686585,5.0,5.0,1185.54,-147.90171428549854,5.0,5.0
idP8RVfm74N86O0dszLXANIpjXv2,5.0,1501.3,-78.41208080793876,5.0,5.0,1320.0299999892711,-309.3053333462609,5.0,5.0,1320.6733333230018,-349.04277779183224,5.0,5.0,1379.2149999946355,-304.7205952461987,5.0,5.0,1383.1359999966621,-344.5643809584776,5.0,5.0
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,5.0,1871.2000000000467,127.13393939400052,5.0,5.0,1487.1000000000233,-333.07833333329273,5.0,5.0,1430.9333333333334,-457.61746031744644,5.0,5.0,1364.2499999999768,-639.8083333333558,5.0,5.0,1468.9599999999723,-582.6542857143218,5.0,5.0
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,5.0,1846.2399999976158,-439.74222222434145,5.0,5.0,1787.219999998808,-568.485000000894,5.0,5.0,1908.4933333357178,-476.44952380543674,5.0,5.0,1982.309999999404,-432.83000000019865,5.0,5.0,1952.2199999976158,-579.5760000038147,5.0,5.0
jzdk8E3tVXTXIozlfK5oeEb7wWp2,5.0,1043.7400000095367,-330.5753216365625,5.0,5.0,1143.9400000214578,-250.91638887392145,5.0,5.0,1207.54666668574,-192.84375348885857,5.0,5.0,1216.6850000202655,-205.95333331724004,5.0,5.0,1233.7920000171662,-210.34799998760226,5.0,5.0
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,5.0,1265.860000038147,-593.1796824969185,5.0,5.0,1488.75,-411.1120588081133,5.0,5.0,1453.0533333460487,-511.9489696654614,5.0,5.0,1487.5450000286103,-535.7531943942441,5.0,5.0,1492.8360000228884,-635.6720805826495,5.0,5.0
kI0YdycDU0X5hcoEPjEON3Ionyd2,5.0,1660.1200000166893,101.17438385370515,5.0,5.0,1464.2400000095367,-123.08738888074954,5.0,5.0,1475.1666666706403,-120.09760317313764,5.0,5.0,1465.1200000077486,-148.69488094434854,5.0,5.0,1445.5560000014304,-206.2818827858469,5.0,5.0
kR2rCtaPyPaj7YMizKUDn5xL2qx1,5.0,962.7600000000093,-389.3166944444393,5.0,5.0,1095.95,-267.58272222222695,5.0,5.0,1109.1533333333678,-283.64880952376745,5.0,5.0,1076.0300000000395,-369.616776556721,5.0,5.0,1073.5280000000262,-438.5989999999594,5.0,5.0
kgSRatooJJfDaMZ2yIURqb8aJuE3,5.0,1188.8,-148.4106666671568,5.0,5.0,1166.580000001192,-194.05611111016736,5.0,5.0,1181.826666667064,-199.08154761911854,5.0,5.0,1142.129999999702,-298.20000000120626,5.0,5.0,1127.74,-383.9413333342472,5.0,5.0
kxerHPSL3bQjD74HhiebYf3blPr1,2.0,684.0,-407.51190476192977,2.0,2.0,738.5,-379.00349650352337,2.0,2.0,820.5000000000388,-310.4999999999806,2.0,2.0,794.75,-378.7348484848802,2.0,2.0,774.4,-454.712500000035,2.0,2.0
lHDkoPQu5reNCO45npeYSS9eLQl1,5.0,1220.1800000190735,-258.1991919028156,5.0,5.0,1153.3199999809265,-360.83060320555217,5.0,5.0,1193.9866666475932,-344.51875461185654,5.0,5.0,1192.95,-378.24226191270924,5.0,5.0,1234.02,-344.44562771912774,5.0,5.0
lpzDdvuMkKWkPxu6xeclmdctEp42,5.0,1210.6800000667572,-373.37733326964906,5.0,5.0,1433.0700000047684,-143.93066993912845,5.0,5.0,1324.5266666571301,-308.5456547850653,5.0,5.0,1332.1000000119209,-339.7470476115318,5.0,5.0,1303.6320000267028,-457.38609520458033,5.0,5.0
m69r9GQTk2b51mvxrFLt4fZeJi52,5.0,1110.6,-243.05555555555557,5.0,5.0,1140.4999999999768,-230.19411764708758,5.0,5.0,1136.1333333333178,-257.20773809526315,5.0,5.0,1147.15,-266.7233333333364,5.0,5.0,1145.8799999999999,-306.6514285714319,5.0,5.0
mUZzgdWKnPb2txOkJg9FHgqX5792,5.0,1537.6200000047684,-319.60832322339814,5.0,5.0,1985.200000011921,220.89189544267907,5.0,5.0,1962.9533333381016,224.60174604171794,5.0,5.0,1861.5149999976159,109.53130952412167,5.0,5.0,1764.4759999990463,-38.783047615460006,5.0,5.0
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,5.0,1391.3199999809265,-878.6369697221601,5.0,5.0,1454.4299999952316,-898.4920000106097,5.0,5.0,1608.213333328565,-802.8714285831604,5.0,5.0,1813.8400000035763,-605.0449999998012,5.0,5.0,1720.0880000019074,-893.951428573472,5.0,5.0
mg2WZiRBn4NQDKiMK43Y8dBqyG53,5.0,973.4,-60.506773618541864,5.0,5.0,1000.2,-34.3611694677913,5.0,5.0,911.4000000000311,-145.41835164831812,5.0,5.0,929.8000000000233,-127.93597069594446,5.0,5.0,925.9200000000186,-144.5494805194583,5.0,5.0
mweMgSlGM2VxThhwnupYxYzUbR23,5.0,957.7199999999721,-248.94799844602207,5.0,5.0,939.5999999999767,-297.5714444444653,5.0,5.0,961.9933333333117,-305.81674603176816,5.0,5.0,1097.409999999986,-137.97002380953774,5.0,5.0,1110.8279999999982,-134.35523809523312,5.0,5.0
mwsliuPsLFhRFjtjQwYkqcCRDvi2,5.0,1011.5,-363.596969697933,5.0,5.0,994.8900000095367,-427.9314999890327,5.0,5.0,970.1733333905538,-520.446666588859,5.0,5.0,995.9050000429154,-558.0416665991147,5.0,5.0,1000.9720000267029,-652.3285713822501,5.0,5.0
nHy6rdfyacWW9BnyDb1dNvNYWfh1,5.0,1690.6199999995529,69.57333333272076,5.0,5.0,1487.099999999255,-174.78119047723766,5.0,5.0,1348.0733333329358,-390.4772985355113,5.0,5.0,1408.5049999995158,-359.30571428665985,5.0,5.0,1431.6039999996124,-363.6973333343027,5.0,5.0
nT1qJOiMyDdJ9ui4el195A8Hsgs1,5.0,1281.2199999809266,-688.2151111210054,5.0,5.0,1399.5799999713897,-644.6955462416624,5.0,5.0,1594.3866666316985,-479.9816667027418,5.0,5.0,1587.7549999713897,-566.4156666971388,5.0,5.0,1760.3519999742512,-287.47890479161623,5.0,5.0
o4jXmZcjtMVF2ZInToRpVHUhpdV2,5.0,1758.2400000095367,-179.36399999459573,5.0,5.0,1702.3599999904632,-267.60590910694816,5.0,5.0,1623.9933333237966,-403.1014798733078,5.0,5.0,1579.8599999904632,-524.9955555770132,5.0,5.0,1549.3719999885557,-667.3001363903825,5.0,5.0
ohl9pXqpeSMfepC3w9h0tW5SbJw1,5.0,1453.7400000000373,-381.9173333332941,5.0,5.0,1617.8,-224.66372222222336,5.0,5.0,1593.2400000000373,-289.21007936502815,5.0,5.0,1647.9000000000233,-240.20511904758058,5.0,5.0,1602.8160000000148,-365.4853333333033,5.0,5.0
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,5.0,996.4,-309.0416666666453,5.0,5.0,1079.8,-240.9665966386317,5.0,5.0,1026.1333333333337,-347.7892857142589,5.0,5.0,1038.6000000000117,-377.4733333332829,5.0,5.0,1036.48,-443.7942857142489,5.0,5.0
pRQimOpZtsekBI2I1kbnD3pycmo1,5.0,1112.699999976158,-526.8211111397213,5.0,5.0,1192.8099999666215,-490.5867136084629,5.0,5.0,1314.1999999841055,-383.6662143113215,5.0,5.0,1303.9899999856948,-456.7630476471733,5.0,5.0,1304.9399999952316,-539.8015000158548,5.0,5.0
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,5.0,864.4400000000372,0.8710903149468322,5.0,5.0,838.7200000000419,-25.45311363632236,5.0,5.0,840.2600000000248,-23.582253968232727,5.0,5.0,833.6100000000326,-35.33861111107508,5.0,5.0,835.9520000000205,-27.121131868111114,5.0,5.0
pcbRW89vVJcviD87V3uxyG4I9st2,5.0,1176.540000000037,-209.3613333333088,5.0,5.0,1054.3900000000372,-382.9093253967968,5.0,5.0,1067.6266666666916,-412.3908058607902,5.0,5.0,1036.1150000000139,-519.2111904761908,5.0,5.0,1037.5200000000373,-602.8040606060175,5.0,5.0
q0Atnpm0jZS5swcVmq0EMalQUKw1,5.0,1144.4,-363.67555555556334,5.0,5.0,1134.999999999965,-419.63055555560794,5.0,5.0,1143.333333333302,-466.60952380957815,5.0,5.0,1275.3499999999767,-328.23095238100285,5.0,5.0,1253.5999999999863,-435.5733333333752,5.0,5.0
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,1.0,1246.199999988079,-238.58863637257696,1.0,1.0,1165.9500000178814,-328.1197674198206,1.0,1.0,1417.5333333412807,-66.3785714166504,1.0,1.0,1284.9749999940395,-213.48841463719918,1.0,1.0,1241.4599999904633,-267.78000000715247,1.0,1.0
qnR5PLX1v3fPi6SwTJMwGcadwyD3,5.0,942.0399999916553,-169.0193650880977,5.0,5.0,854.7299999952317,-293.8658916136029,5.0,5.0,908.9399999956289,-254.68204762419063,5.0,5.0,946.5049999937415,-237.74934344296207,5.0,5.0,982.847999997139,-223.01450000375507,5.0,5.0
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,5.0,1883.4400000000373,225.57034343440054,5.0,5.0,1503.9500000000232,-216.87861111106463,5.0,5.0,1360.6200000000185,-446.1453174602717,5.0,5.0,1275.5050000000047,-652.9327380952079,5.0,5.0,1218.6799999999907,-877.7363809523738,5.0,5.0
rFV2EUbp64f5ORSh7DqwmCQmeqT2,5.0,1307.480000013113,-298.4599441642243,5.0,5.0,1315.9800000071525,-317.80263130445826,5.0,5.0,1366.0000000019868,-286.6879154542363,5.0,5.0,1358.4150000005961,-329.4154999990016,5.0,5.0,1377.5360000002383,-325.6695873012453,5.0,5.0
