participant_id,wcst_trials,wcst_total_errors,wcst_error_rate,wcst_perseverative_errors,wcst_perseverative_error_rate,wcst_nonperseverative_errors,wcst_perseverative_responses,wcst_perseverative_response_percent,wcst_error_pr_ratio,wcst_error_npe_ratio,wcst_trials_to_first_category,wcst_categories_completed,wcst_trials_per_category_mean,wcst_trials_per_category_sd,wcst_trials_per_category_1,wcst_trials_per_category_2,wcst_trials_per_category_3,wcst_trials_per_category_4,wcst_trials_per_category_5,wcst_trials_per_category_6,wcst_completed_categories,wcst_total_trials_summary,wcst_total_correct_summary,wcst_failure_to_maintain_set,wcst_clr_count,wcst_clr_percent,wcst_learning_to_learn,wcst_learning_to_learn_heaton_clr_delta,wcst_learning_efficiency_delta_trials,wcst_trials_to_first_conceptual_resp,wcst_trials_to_first_conceptual_resp0,wcst_has_first_clr,wcst_category_clr_percents
Df83JuPuJkXqTGbENhM2gw5SJM43,88,12,0.13636363636363635,8,9.090909090909092,4,26,29.545454545454547,0.6666666666666666,0.3333333333333333,12.0,6.0,14.666666666666666,3.986086914367133,12.0,13.0,11.0,18.0,22.0,12.0,6.0,88.0,76.0,0.0,73.0,82.95454545454545,,-0.8935508935508949,-5.333333333333332,5.0,4.0,1.0,"[83.33333333333334, 76.92307692307693, 90.9090909090909, 83.33333333333334, 81.81818181818183, 83.33333333333334]"
DxSidjznjVSNDJuDqqGgxpMEGtw1,68,6,0.08823529411764706,5,7.352941176470589,1,21,30.88235294117647,0.8333333333333334,0.16666666666666666,10.0,6.0,11.333333333333334,0.9428090415820634,10.0,13.0,11.0,11.0,12.0,11.0,6.0,68.0,62.0,0.0,60.0,88.23529411764706,,-0.8935508935508949,0.0,3.0,2.0,1.0,"[100.0, 76.92307692307693, 90.9090909090909, 90.9090909090909, 83.33333333333334, 90.9090909090909]"
DzB19GqCB7fyrlEPexogWkjFzEx2,79,13,0.16455696202531644,8,10.126582278481013,5,26,32.91139240506329,0.6153846153846154,0.38461538461538464,15.0,6.0,13.166666666666666,1.7716909687891083,15.0,13.0,12.0,16.0,11.0,12.0,6.0,79.0,66.0,0.0,63.0,79.74683544303798,,9.523115773115762,0.3333333333333339,8.0,7.0,1.0,"[66.66666666666666, 76.92307692307693, 83.33333333333334, 81.25, 90.9090909090909, 83.33333333333334]"
EEodWwGh0wWq5f8JmzfKvq0lyeu1,96,14,0.14583333333333334,11,11.458333333333332,3,30,31.25,0.7857142857142857,0.21428571428571427,10.0,6.0,16.0,5.066228051190222,10.0,24.0,20.0,11.0,13.0,18.0,6.0,96.0,82.0,1.0,79.0,82.29166666666666,,-5.074462574462586,4.0,3.0,2.0,1.0,"[100.0, 70.83333333333334, 90.0, 90.9090909090909, 76.92307692307693, 77.77777777777779]"
EUhcW9kURScie1DwGPHqmNqotJB2,128,51,0.3984375,41,32.03125,10,67,52.34375,0.803921568627451,0.19607843137254902,10.0,4.0,32.0,13.765899897936205,10.0,35.0,35.0,48.0,,,3.0,128.0,77.0,2.0,60.0,46.875,,0.0,0.0,3.0,2.0,1.0,"[100.0, 28.57142857142857, 80.0]"
EmfmKFDgWJdW47a6CNTNjnbYaPh2,83,11,0.13253012048192772,9,10.843373493975903,2,23,27.710843373493976,0.8181818181818182,0.18181818181818182,10.0,6.0,13.833333333333334,6.413960468297953,10.0,11.0,10.0,28.0,11.0,13.0,6.0,83.0,72.0,0.0,70.0,84.33734939759037,,-17.216117216117198,-6.999999999999998,3.0,2.0,1.0,"[100.0, 90.9090909090909, 100.0, 71.42857142857143, 90.9090909090909, 76.92307692307693]"
EoToosG69XMp4LTYdB6sB9WTrv22,65,3,0.046153846153846156,1,1.5384615384615385,2,14,21.53846153846154,0.3333333333333333,0.6666666666666666,12.0,6.0,10.833333333333334,1.2133516482134197,12.0,13.0,10.0,10.0,10.0,10.0,6.0,65.0,62.0,0.0,60.0,92.3076923076923,,13.247863247863236,1.666666666666666,5.0,4.0,1.0,"[83.33333333333334, 76.92307692307693, 100.0, 100.0, 100.0, 100.0]"
Fz7EUjZCLuUBxLDUVtN6djaBTy42,84,14,0.16666666666666666,10,11.904761904761903,4,25,29.761904761904763,0.7142857142857143,0.2857142857142857,17.0,6.0,14.0,2.516611478423583,17.0,12.0,13.0,12.0,18.0,12.0,6.0,84.0,70.0,0.0,66.0,78.57142857142857,,12.158538629126852,0.0,10.0,9.0,1.0,"[58.82352941176471, 83.33333333333334, 76.92307692307693, 83.33333333333334, 88.88888888888889, 83.33333333333334]"
G1Ff3XYUZMRsPafyEQ80ussnVlf1,128,42,0.328125,29,22.65625,13,52,40.625,0.6904761904761905,0.30952380952380953,30.0,6.0,21.333333333333332,15.315206676880189,30.0,52.0,12.0,11.0,13.0,10.0,5.0,128.0,86.0,1.0,69.0,53.90625,,0.0,0.0,6.0,5.0,1.0,"[70.0, 25.0, 83.33333333333334, 90.9090909090909, 76.92307692307693]"
G9VruXninjUdE9czK2DambZl5li2,99,23,0.23232323232323232,12,12.121212121212121,11,28,28.28282828282828,0.5217391304347826,0.4782608695652174,17.0,6.0,16.5,4.112987559751022,17.0,22.0,11.0,21.0,16.0,12.0,6.0,99.0,76.0,0.0,68.0,68.68686868686868,,1.475893387658104,0.3333333333333357,4.0,3.0,1.0,"[76.47058823529412, 45.45454545454545, 90.9090909090909, 71.42857142857143, 62.5, 83.33333333333334]"
GDZGRW51kbWtAdUIHCtEd8sAtqY2,83,18,0.21686746987951808,10,12.048192771084338,8,22,26.506024096385545,0.5555555555555556,0.4444444444444444,20.0,6.0,13.833333333333334,3.0230595245361753,20.0,12.0,11.0,12.0,15.0,13.0,6.0,83.0,65.0,0.0,63.0,75.90361445783132,,-4.106449106449105,1.0,7.0,6.0,1.0,"[65.0, 83.33333333333334, 90.9090909090909, 83.33333333333334, 66.66666666666666, 76.92307692307693]"
GE4hogtdLdTFbNasENgtm6SO3hC3,67,7,0.1044776119402985,3,4.477611940298507,4,11,16.417910447761194,0.42857142857142855,0.5714285714285714,12.0,6.0,11.166666666666666,1.0671873729054748,12.0,11.0,10.0,13.0,11.0,10.0,6.0,67.0,60.0,0.0,60.0,89.55223880597015,,-2.1367521367521363,-0.3333333333333339,5.0,4.0,1.0,"[83.33333333333334, 90.9090909090909, 100.0, 76.92307692307693, 90.9090909090909, 100.0]"
GEwkBw3YHaNp3TCh9YS9PKVfavz1,77,11,0.14285714285714285,7,9.090909090909092,4,23,29.87012987012987,0.6363636363636364,0.36363636363636365,18.0,6.0,12.833333333333334,2.4094720491334933,18.0,12.0,13.0,12.0,11.0,11.0,6.0,77.0,66.0,0.0,60.0,77.92207792207793,,16.446516446516426,3.0,11.0,10.0,1.0,"[55.55555555555556, 83.33333333333334, 76.92307692307693, 83.33333333333334, 90.9090909090909, 90.9090909090909]"
HSggdq91WiQp16bOj7V3dABkcgk2,89,13,0.14606741573033707,7,7.865168539325842,6,24,26.96629213483146,0.5384615384615384,0.46153846153846156,17.0,6.0,14.833333333333334,4.017323597731316,17.0,11.0,11.0,21.0,18.0,11.0,6.0,89.0,76.0,1.0,71.0,79.7752808988764,,2.7346292052174306,-3.666666666666668,10.0,9.0,1.0,"[58.82352941176471, 90.9090909090909, 90.9090909090909, 85.71428571428571, 72.22222222222221, 90.9090909090909]"
HbydnnT1hUP3WagAy2TJAc6GqVs2,67,5,0.07462686567164178,2,2.9850746268656714,3,15,22.388059701492537,0.4,0.6,12.0,6.0,11.166666666666666,1.0671873729054748,12.0,11.0,11.0,13.0,10.0,10.0,6.0,67.0,62.0,0.0,60.0,89.55223880597015,,3.923853923853926,0.3333333333333339,5.0,4.0,1.0,"[83.33333333333334, 90.9090909090909, 90.9090909090909, 76.92307692307693, 100.0, 100.0]"
HyQM2xKwwuVfqidmRYF6TiRk90C2,83,10,0.12048192771084337,7,8.433734939759036,3,27,32.53012048192771,0.7,0.3,12.0,6.0,13.833333333333334,3.337497399083464,12.0,14.0,11.0,13.0,12.0,21.0,6.0,83.0,73.0,1.0,68.0,81.92771084337349,,0.0999000999001111,-3.0,5.0,4.0,1.0,"[83.33333333333334, 71.42857142857143, 90.9090909090909, 76.92307692307693, 83.33333333333334, 85.71428571428571]"
IaTJhUGICmO9xcL3605RW8QHneN2,108,20,0.18518518518518517,13,12.037037037037036,7,36,33.33333333333333,0.65,0.35,16.0,6.0,18.0,11.284207253207171,16.0,43.0,13.0,13.0,12.0,11.0,6.0,108.0,88.0,0.0,81.0,75.0,,9.292048390885611,12.0,3.0,2.0,1.0,"[81.25, 65.11627906976744, 76.92307692307693, 76.92307692307693, 83.33333333333334, 90.9090909090909]"
JOBWLirr6KYf3GXJ3jPFKmd48S93,75,11,0.14666666666666667,6,8.0,5,18,24.0,0.5454545454545454,0.45454545454545453,17.0,6.0,12.5,2.0615528128088303,17.0,12.0,12.0,11.0,11.0,12.0,6.0,75.0,64.0,0.0,64.0,85.33333333333334,,5.377302436125959,2.333333333333332,5.0,4.0,1.0,"[82.35294117647058, 83.33333333333334, 83.33333333333334, 90.9090909090909, 90.9090909090909, 83.33333333333334]"
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,60,0,0.0,0,0.0,0,11,18.333333333333332,,,10.0,6.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,60.0,60.0,0.0,60.0,100.0,,0.0,0.0,3.0,2.0,1.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
JvrZiMHtAfP6gvQtlevYWafKy0z2,75,12,0.16,6,8.0,6,17,22.666666666666664,0.5,0.5,13.0,6.0,12.5,1.2583057392117916,13.0,15.0,11.0,12.0,12.0,12.0,6.0,75.0,63.0,0.0,60.0,80.0,,5.167055167055182,1.0,6.0,5.0,1.0,"[76.92307692307693, 66.66666666666666, 90.9090909090909, 83.33333333333334, 83.33333333333334, 83.33333333333334]"
K26uNuY0VNPjJNF26wEx3bFg0kr2,70,7,0.1,7,10.0,0,26,37.142857142857146,1.0,0.0,10.0,6.0,11.666666666666666,1.247219128924647,10.0,12.0,11.0,11.0,14.0,12.0,6.0,70.0,63.0,0.0,60.0,85.71428571428571,,-9.523809523809518,-1.333333333333334,3.0,2.0,1.0,"[100.0, 83.33333333333334, 90.9090909090909, 90.9090909090909, 71.42857142857143, 83.33333333333334]"
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,93,24,0.25806451612903225,7,7.526881720430108,17,25,26.881720430107524,0.2916666666666667,0.7083333333333334,30.0,6.0,15.5,6.576473218982953,30.0,12.0,14.0,14.0,11.0,12.0,6.0,93.0,69.0,0.0,60.0,64.51612903225806,,19.19191919191919,6.333333333333334,23.0,22.0,1.0,"[33.33333333333333, 83.33333333333334, 71.42857142857143, 71.42857142857143, 90.9090909090909, 83.33333333333334]"
KtKj6zUKc5Oogd2itg2jdwkchnf2,66,3,0.045454545454545456,1,1.5151515151515151,2,11,16.666666666666664,0.3333333333333333,0.6666666666666666,12.0,6.0,11.0,1.0,12.0,12.0,12.0,10.0,10.0,10.0,6.0,66.0,63.0,0.0,60.0,90.9090909090909,,16.666666666666657,2.0,5.0,4.0,1.0,"[83.33333333333334, 83.33333333333334, 83.33333333333334, 100.0, 100.0, 100.0]"
LSLmd8jENtONZFVkIpRDX665Bu73,82,15,0.18292682926829268,9,10.975609756097562,6,22,26.82926829268293,0.6,0.4,11.0,6.0,13.666666666666666,3.986086914367133,11.0,11.0,15.0,22.0,11.0,12.0,6.0,82.0,67.0,0.0,63.0,76.82926829268293,,-5.050505050505038,-2.666666666666666,4.0,3.0,1.0,"[90.9090909090909, 90.9090909090909, 66.66666666666666, 59.09090909090909, 90.9090909090909, 83.33333333333334]"
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,71,8,0.11267605633802817,6,8.450704225352112,2,19,26.76056338028169,0.75,0.25,12.0,6.0,11.833333333333334,1.4624940645653537,12.0,11.0,11.0,11.0,11.0,15.0,6.0,71.0,63.0,0.0,60.0,84.50704225352112,,-5.555555555555557,-1.0,5.0,4.0,1.0,"[83.33333333333334, 90.9090909090909, 90.9090909090909, 90.9090909090909, 90.9090909090909, 66.66666666666666]"
LliUMEIsrCVZ88YFQfevan2Og4z1,97,18,0.18556701030927836,13,13.402061855670103,5,34,35.051546391752574,0.7222222222222222,0.2777777777777778,10.0,6.0,16.166666666666668,7.924995618645827,10.0,33.0,11.0,15.0,17.0,11.0,6.0,97.0,79.0,0.0,72.0,74.22680412371135,,4.884135472370758,3.666666666666666,3.0,2.0,1.0,"[100.0, 48.484848484848484, 90.9090909090909, 86.66666666666667, 76.47058823529412, 90.9090909090909]"
M4Km1Q2P2oPliChDQkwl6k20FUI3,102,18,0.17647058823529413,10,9.803921568627452,8,28,27.450980392156865,0.5555555555555556,0.4444444444444444,20.0,6.0,17.0,3.3166247903554,20.0,21.0,18.0,11.0,15.0,17.0,6.0,102.0,84.0,3.0,80.0,78.43137254901961,,-2.0903715021362217,5.333333333333334,4.0,3.0,1.0,"[80.0, 71.42857142857143, 88.88888888888889, 90.9090909090909, 66.66666666666666, 76.47058823529412]"
O61Eik2zvrSQLMNpFbTNEgjWwMr2,78,11,0.14102564102564102,7,8.974358974358974,4,24,30.76923076923077,0.6363636363636364,0.36363636363636365,15.0,6.0,13.0,1.5275252316519468,15.0,14.0,14.0,11.0,11.0,13.0,6.0,78.0,67.0,0.0,60.0,76.92307692307693,,16.405816405816424,2.666666666666668,8.0,7.0,1.0,"[66.66666666666666, 71.42857142857143, 71.42857142857143, 90.9090909090909, 90.9090909090909, 76.92307692307693]"
OExlWyngGfPrScDYjaRcv5PIAet1,66,4,0.06060606060606061,3,4.545454545454546,1,16,24.242424242424242,0.75,0.25,11.0,6.0,11.0,1.0,11.0,13.0,11.0,10.0,11.0,10.0,6.0,66.0,62.0,0.0,60.0,90.9090909090909,,10.722610722610696,1.333333333333332,4.0,3.0,1.0,"[90.9090909090909, 76.92307692307693, 90.9090909090909, 100.0, 90.9090909090909, 100.0]"
ORuVuFPU5idz3fMoXTGsbwToW2j2,88,17,0.19318181818181818,11,12.5,6,28,31.818181818181817,0.6470588235294118,0.35294117647058826,10.0,6.0,14.666666666666666,4.068851871911234,10.0,14.0,14.0,23.0,15.0,12.0,6.0,88.0,71.0,0.0,69.0,78.4090909090909,,-3.4161490683229943,-4.000000000000002,3.0,2.0,1.0,"[100.0, 71.42857142857143, 71.42857142857143, 82.6086956521739, 66.66666666666666, 83.33333333333334]"
ORvIk1xRWIQmKuLVe6GXNouvAXx2,101,24,0.2376237623762376,17,16.831683168316832,7,37,36.633663366336634,0.7083333333333334,0.2916666666666667,10.0,6.0,16.833333333333332,7.289642576209679,10.0,12.0,15.0,23.0,30.0,11.0,6.0,101.0,77.0,0.0,66.0,65.34653465346535,,-20.75977162933684,-8.999999999999998,3.0,2.0,1.0,"[100.0, 83.33333333333334, 66.66666666666666, 43.47826086956522, 53.333333333333336, 90.9090909090909]"
P8mTl71XaYNvFMTCvlKpzzUdc9W2,80,11,0.1375,7,8.75,4,25,31.25,0.6363636363636364,0.36363636363636365,10.0,6.0,13.333333333333334,2.134374745810949,10.0,12.0,15.0,16.0,15.0,12.0,6.0,80.0,69.0,0.0,60.0,75.0,,-12.5,-2.0,3.0,2.0,1.0,"[100.0, 83.33333333333334, 66.66666666666666, 62.5, 66.66666666666666, 83.33333333333334]"
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,68,7,0.10294117647058823,7,10.294117647058822,0,19,27.941176470588236,1.0,0.0,10.0,6.0,11.333333333333334,0.9428090415820634,10.0,11.0,12.0,13.0,11.0,11.0,6.0,68.0,61.0,0.0,60.0,88.23529411764706,,-5.167055167055153,-0.6666666666666661,3.0,2.0,1.0,"[100.0, 90.9090909090909, 83.33333333333334, 76.92307692307693, 90.9090909090909, 90.9090909090909]"
PLreonkqaMeFc0UqxKUelH44UQu1,96,22,0.22916666666666666,15,15.625,7,35,36.45833333333333,0.6818181818181818,0.3181818181818182,12.0,6.0,16.0,7.280109889280518,12.0,32.0,11.0,15.0,12.0,14.0,6.0,96.0,74.0,0.0,64.0,66.66666666666666,,1.1453823953823985,4.666666666666666,5.0,4.0,1.0,"[83.33333333333334, 43.75, 90.9090909090909, 66.66666666666666, 83.33333333333334, 71.42857142857143]"
PXesLO51qlY7lJBrLdOAZiHmUR72,128,70,0.546875,0,0.0,70,0,0.0,0.0,1.0,128.0,1.0,128.0,0.0,128.0,,,,,,0.0,128.0,58.0,2.0,29.0,22.65625,,0.0,0.0,25.0,24.0,1.0,
PkpTH7pWpEOG9A86xSloOSozwTk2,128,67,0.5234375,41,32.03125,26,63,49.21875,0.6119402985074627,0.3880597014925373,20.0,3.0,42.666666666666664,25.315783394730033,20.0,78.0,30.0,,,,2.0,128.0,61.0,0.0,38.0,29.6875,,0.0,0.0,3.0,2.0,1.0,"[80.0, 28.205128205128204]"
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,74,10,0.13513513513513514,6,8.108108108108109,4,15,20.27027027027027,0.6,0.4,11.0,6.0,12.333333333333334,0.74535599249993,11.0,13.0,13.0,12.0,13.0,12.0,6.0,74.0,64.0,0.0,60.0,81.08108108108108,,-0.3885003885003897,0.0,4.0,3.0,1.0,"[90.9090909090909, 76.92307692307693, 76.92307692307693, 83.33333333333334, 76.92307692307693, 83.33333333333334]"
QbOEVCaZLUMOgltUdXm58oZOALv2,100,24,0.24,12,12.0,12,31,31.0,0.5,0.5,23.0,6.0,16.666666666666668,4.496912521077347,23.0,13.0,11.0,22.0,17.0,14.0,6.0,100.0,76.0,0.0,67.0,67.0,,-8.372616301005053,-2.0000000000000018,3.0,2.0,1.0,"[56.52173913043478, 76.92307692307693, 90.9090909090909, 45.45454545454545, 82.35294117647058, 71.42857142857143]"
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,69,8,0.11594202898550725,7,10.144927536231885,1,18,26.08695652173913,0.875,0.125,10.0,6.0,11.5,1.2583057392117916,10.0,14.0,11.0,11.0,11.0,12.0,6.0,69.0,61.0,0.0,60.0,86.95652173913044,,0.9379509379509444,0.3333333333333321,3.0,2.0,1.0,"[100.0, 71.42857142857143, 90.9090909090909, 90.9090909090909, 90.9090909090909, 83.33333333333334]"
QreA2rLiUhV3YHeMfuHMPdGbpJ53,95,21,0.22105263157894736,11,11.578947368421053,10,29,30.526315789473685,0.5238095238095238,0.47619047619047616,21.0,6.0,15.833333333333334,5.30461015427985,21.0,14.0,11.0,13.0,25.0,11.0,6.0,95.0,74.0,1.0,69.0,72.63157894736842,,11.291819291819294,-0.9999999999999982,14.0,13.0,1.0,"[47.61904761904761, 71.42857142857143, 90.9090909090909, 76.92307692307693, 76.0, 90.9090909090909]"
Rc706mP0TSeIoIpMYH1SpRXjOxA2,61,1,0.01639344262295082,1,1.639344262295082,0,13,21.311475409836063,1.0,0.0,10.0,6.0,10.166666666666666,0.3726779962499649,10.0,11.0,10.0,10.0,10.0,10.0,6.0,61.0,60.0,0.0,60.0,98.36065573770492,,3.0303030303030454,0.3333333333333339,3.0,2.0,1.0,"[100.0, 90.9090909090909, 100.0, 100.0, 100.0, 100.0]"
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,81,11,0.13580246913580246,6,7.4074074074074066,5,23,28.39506172839506,0.5454545454545454,0.45454545454545453,13.0,6.0,13.5,3.0413812651491097,13.0,20.0,11.0,13.0,13.0,11.0,6.0,81.0,70.0,1.0,66.0,81.48148148148148,,-1.025641025641022,2.333333333333332,6.0,5.0,1.0,"[76.92307692307693, 80.0, 90.9090909090909, 76.92307692307693, 76.92307692307693, 90.9090909090909]"
Ru3Qf6pXZua1DfNkQdhbor6iJ403,86,13,0.1511627906976744,8,9.30232558139535,5,28,32.55813953488372,0.6153846153846154,0.38461538461538464,10.0,6.0,14.333333333333334,4.921607686744467,10.0,25.0,13.0,12.0,14.0,12.0,6.0,86.0,73.0,1.0,69.0,80.23255813953489,,-4.942612942612939,3.333333333333334,3.0,2.0,1.0,"[100.0, 76.0, 76.92307692307693, 83.33333333333334, 71.42857142857143, 83.33333333333334]"
SOhR7IO689NQCPQu56SjATO8FR92,100,26,0.26,17,17.0,9,36,36.0,0.6538461538461539,0.34615384615384615,14.0,6.0,16.666666666666668,5.9907335852038095,14.0,12.0,11.0,14.0,21.0,28.0,6.0,100.0,74.0,0.0,66.0,66.0,,-23.16017316017317,-8.666666666666666,7.0,6.0,1.0,"[71.42857142857143, 83.33333333333334, 90.9090909090909, 71.42857142857143, 47.61904761904761, 57.14285714285714]"
SPCT9D90pRa1ihXS5jEw6vCmquI3,128,33,0.2578125,10,7.8125,23,27,21.09375,0.30303030303030304,0.696969696969697,65.0,6.0,21.333333333333332,19.550504398153578,65.0,14.0,11.0,13.0,12.0,13.0,5.0,128.0,95.0,2.0,80.0,62.5,,0.0,0.0,8.0,7.0,1.0,"[52.307692307692314, 71.42857142857143, 90.9090909090909, 76.92307692307693, 83.33333333333334]"
SpSfX0ZcfcPLdlOENlfdfvEPwru2,72,9,0.125,6,8.333333333333332,3,20,27.77777777777778,0.6666666666666666,0.3333333333333333,11.0,6.0,12.0,1.0,11.0,13.0,13.0,13.0,11.0,11.0,6.0,72.0,63.0,0.0,60.0,83.33333333333334,,4.662004662004662,0.6666666666666679,4.0,3.0,1.0,"[90.9090909090909, 76.92307692307693, 76.92307692307693, 76.92307692307693, 90.9090909090909, 90.9090909090909]"
SvtOrPatsnWjicxtyndEzSdO5Wp1,86,17,0.19767441860465115,9,10.465116279069768,8,23,26.744186046511626,0.5294117647058824,0.47058823529411764,19.0,6.0,14.333333333333334,2.981423969999719,19.0,11.0,15.0,17.0,11.0,13.0,6.0,86.0,69.0,0.0,60.0,69.76744186046511,,5.48278690693553,1.333333333333334,12.0,11.0,1.0,"[52.63157894736842, 90.9090909090909, 66.66666666666666, 58.82352941176471, 90.9090909090909, 76.92307692307693]"
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,78,11,0.14102564102564102,8,10.256410256410255,3,24,30.76923076923077,0.7272727272727273,0.2727272727272727,14.0,6.0,13.0,0.816496580927726,14.0,14.0,12.0,13.0,13.0,12.0,6.0,78.0,67.0,0.0,60.0,76.92307692307693,,3.663003663003664,0.6666666666666679,7.0,6.0,1.0,"[71.42857142857143, 71.42857142857143, 83.33333333333334, 76.92307692307693, 76.92307692307693, 83.33333333333334]"
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,128,11,0.0859375,0,0.0,11,5,3.90625,0.0,1.0,93.0,5.0,25.6,33.755592129305036,93.0,10.0,10.0,10.0,5.0,,4.0,128.0,117.0,8.0,117.0,91.40625,,0.0,0.0,3.0,2.0,1.0,"[88.17204301075269, 100.0, 100.0, 100.0]"
Ub7nV8F55kPruh35ZpUcKoBUyn63,81,14,0.1728395061728395,9,11.11111111111111,5,24,29.629629629629626,0.6428571428571429,0.35714285714285715,15.0,6.0,13.5,2.217355782608345,15.0,12.0,16.0,16.0,11.0,11.0,6.0,81.0,67.0,0.0,60.0,74.07407407407408,,10.606060606060607,1.666666666666668,8.0,7.0,1.0,"[66.66666666666666, 83.33333333333334, 62.5, 62.5, 90.9090909090909, 90.9090909090909]"
UbqFccqQZZgcqJIqCn3ErH9zQdM2,90,20,0.2222222222222222,7,7.777777777777778,13,18,20.0,0.35,0.65,30.0,6.0,15.0,6.733003292241386,30.0,12.0,12.0,13.0,12.0,11.0,6.0,90.0,70.0,0.0,64.0,71.11111111111111,,12.610722610722618,6.0,11.0,10.0,1.0,"[46.666666666666664, 83.33333333333334, 83.33333333333334, 76.92307692307693, 83.33333333333334, 90.9090909090909]"
UbwuSMtBsHdW3Ji41opk3GInMqi2,77,9,0.11688311688311688,6,7.792207792207792,3,22,28.57142857142857,0.6666666666666666,0.3333333333333333,14.0,6.0,12.833333333333334,1.7716909687891083,14.0,11.0,12.0,11.0,13.0,16.0,6.0,77.0,68.0,0.0,63.0,81.81818181818183,,1.137057387057382,-1.0,7.0,6.0,1.0,"[71.42857142857143, 90.9090909090909, 83.33333333333334, 90.9090909090909, 76.92307692307693, 81.25]"
VwTymW8T68MfpnJvZ2X97ILqDWS2,81,13,0.16049382716049382,10,12.345679012345679,3,30,37.03703703703704,0.7692307692307693,0.23076923076923078,18.0,6.0,13.5,2.362907813126304,18.0,11.0,12.0,15.0,13.0,12.0,6.0,81.0,68.0,0.0,64.0,79.01234567901234,,-8.365708365708372,0.3333333333333321,6.0,5.0,1.0,"[77.77777777777779, 90.9090909090909, 83.33333333333334, 66.66666666666666, 76.92307692307693, 83.33333333333334]"
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,88,7,0.07954545454545454,6,6.8181818181818175,1,20,22.727272727272727,0.8571428571428571,0.14285714285714285,10.0,6.0,14.666666666666666,4.988876515698588,10.0,11.0,23.0,13.0,11.0,20.0,6.0,88.0,81.0,0.0,80.0,90.9090909090909,,-6.460423634336678,0.0,3.0,2.0,1.0,"[100.0, 90.9090909090909, 91.30434782608695, 76.92307692307693, 90.9090909090909, 95.0]"
WbOfW9KmUkPQK8o5hlHJnJFdpp92,98,17,0.17346938775510204,6,6.122448979591836,11,20,20.408163265306122,0.35294117647058826,0.6470588235294118,27.0,6.0,16.333333333333332,5.7638721552635275,27.0,11.0,14.0,21.0,12.0,13.0,6.0,98.0,81.0,2.0,74.0,75.51020408163265,,8.12459145792478,1.9999999999999984,13.0,12.0,1.0,"[59.25925925925925, 90.9090909090909, 71.42857142857143, 85.71428571428571, 83.33333333333334, 76.92307692307693]"
WcTsIpSoEhYeIBSNjAbbdaNSBya2,94,20,0.2127659574468085,13,13.829787234042554,7,34,36.17021276595745,0.65,0.35,14.0,6.0,15.666666666666666,2.6874192494328497,14.0,18.0,16.0,14.0,20.0,12.0,6.0,94.0,74.0,1.0,67.0,71.27659574468085,,16.75925925925926,0.6666666666666661,7.0,6.0,1.0,"[71.42857142857143, 55.55555555555556, 62.5, 71.42857142857143, 85.0, 83.33333333333334]"
WeHQDy9BWldTlaQDVVlsJNCqwxA2,107,26,0.24299065420560748,13,12.149532710280374,13,38,35.51401869158878,0.5,0.5,25.0,6.0,17.833333333333332,5.814254514170802,25.0,26.0,18.0,14.0,11.0,13.0,6.0,107.0,81.0,1.0,66.0,61.6822429906542,,27.081215081215085,10.333333333333334,7.0,6.0,1.0,"[64.0, 38.46153846153847, 55.55555555555556, 71.42857142857143, 90.9090909090909, 76.92307692307693]"
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,72,12,0.16666666666666666,9,12.5,3,23,31.944444444444443,0.75,0.25,13.0,6.0,12.0,1.0,13.0,11.0,13.0,11.0,13.0,11.0,6.0,72.0,60.0,0.0,60.0,83.33333333333334,,4.662004662004662,0.6666666666666679,6.0,5.0,1.0,"[76.92307692307693, 90.9090909090909, 76.92307692307693, 90.9090909090909, 76.92307692307693, 90.9090909090909]"
WnC6Uscb5VMIr43GASKiUCO3AYH2,74,11,0.14864864864864866,5,6.756756756756757,6,20,27.027027027027028,0.45454545454545453,0.5454545454545454,17.0,6.0,12.333333333333334,2.2110831935702664,17.0,11.0,11.0,13.0,11.0,11.0,6.0,74.0,63.0,0.0,60.0,81.08108108108108,,6.033182503770746,1.333333333333334,10.0,9.0,1.0,"[58.82352941176471, 90.9090909090909, 90.9090909090909, 76.92307692307693, 90.9090909090909, 90.9090909090909]"
WqoZv41KTtTCuPKBPyClregrKAi1,89,14,0.15730337078651685,6,6.741573033707865,8,24,26.96629213483146,0.42857142857142855,0.5714285714285714,25.0,6.0,14.833333333333334,5.6984403324262525,25.0,20.0,13.0,11.0,10.0,10.0,6.0,89.0,75.0,1.0,69.0,77.52808988764045,,28.328671328671305,8.999999999999998,11.0,10.0,1.0,"[64.0, 65.0, 76.92307692307693, 90.9090909090909, 100.0, 100.0]"
