gender,mean,se,ci_lower,ci_upper,significant
Female,-0.0012468341299503576,0.013759430927531957,-0.03076774118276605,0.02701083510823176,False
Male,-0.01902546797088649,0.020957691686430028,-0.07136071369190006,0.011400634165689063,False
