path,female_beta,female_se,male_beta,male_se
UCLA -> PRP Bottleneck Effect,1.892120651499293,13.785608693764733,31.833034773147794,14.441701102525167
PRP Bottleneck Effect -> DASS Depression,-0.0008729486790346088,0.000616890244713786,-0.000550718032430468,0.0005152130664697567
UCLA -> DASS Depression (direct),0.6854936816603355,0.10375581419004673,0.6673789232849593,0.09322191676443498
