metric,interaction_beta,male_r,male_p,female_r,female_p,male_n,female_n
pe_run_length,0.0757066651804227,0.12423474567253541,0.5287833518558572,-0.3755685365648095,0.010109918403747762,28,46
npe_run_length,-0.04427109086067059,-0.13046358428524632,0.5081563793170776,0.025111512934354256,0.8684296883427841,28,46
cascade_tendency,0.03270290499011153,0.15576316463184253,0.4286569558095633,-0.2829210987594523,0.05675614240422202,28,46
pe_max_run,0.2974497808855746,0.14704287270892194,0.4552588571799815,-0.24763495638682914,0.09706005530091372,28,46
