model,term,beta,se,t,p
Loneliness predicting EF,Intercept,0.16523279599897017,0.06321584160934544,2.6137878068611076,0.008954463023009096
Loneliness predicting EF,C(gender_male)[T.1],-0.3819600375873372,0.09715921126538604,-3.9312797274983065,8.449489082576539e-05
Loneliness predicting EF,z_ucla,-0.04534556779144803,0.056431641421864145,-0.8035486235897282,0.4216577045631291
Loneliness predicting EF,z_ucla:C(gender_male)[T.1],0.09562510777497839,0.0858708033556486,1.1135927933378085,0.2654539195081016
Loneliness predicting EF,z_age,0.10724489936251999,0.05122532430570963,2.093591418230736,0.03629639269104017
