path,female_beta,female_se,male_beta,male_se
UCLA -> EF,-0.04534556779144803,0.056431641421864145,0.05027953998353036,0.06476109091068097
EF -> DASS Stress,-0.1944072431660887,0.12540655912647572,0.07647190495078782,0.1790131129924468
UCLA -> DASS Stress (direct),0.4352407131422613,0.08940044893138148,0.6310260068396535,0.09294066372953656
