gender,mean,se,ci_lower,ci_upper,significant
Female,0.012037735644277443,0.015556428075924758,-0.013752930322918664,0.04875127392221618,False
Male,0.0011220607230955706,0.013427989483610344,-0.026780920893120872,0.030664254968484368,False
