task,outcome,n,n_errors_mean,ucla_beta,ucla_se,ucla_t,ucla_p,ucla_ci_lower,ucla_ci_upper,r_squared,adj_r_squared
WCST,pre_error_slope,151,16.026490066225165,55.378780255368355,33.80519149718767,1.6381738367012486,0.10361509601457929,-11.451767294285574,122.20932780502228,0.058425023275233245,0.018358002989072864
WCST,post_error_slowing,151,16.026490066225165,38.83409031693741,120.68316898928163,0.32178547051897877,0.7480917764028547,-199.74826660454545,277.4164472384203,0.0477507585563921,0.007229514239642798
