model,term,beta,se,t,p
Loneliness predicting Stroop Interference Effect,Intercept,144.57000447551601,10.09784304827685,14.316919344491714,1.7156132789868426e-46
Loneliness predicting Stroop Interference Effect,C(gender_male)[T.1],-20.465172019619775,15.488347840408755,-1.321326989198073,0.1863923586145707
Loneliness predicting Stroop Interference Effect,z_ucla,-1.3053542628358121,10.177438772256693,-0.12825960362386632,0.8979435326417561
Loneliness predicting Stroop Interference Effect,z_ucla:C(gender_male)[T.1],5.207273577995511,14.856333993175925,0.3505086504104854,0.7259569993296762
Loneliness predicting Stroop Interference Effect,z_age,15.562752379568582,9.025652644442355,1.7242800041891175,0.08465730726945658
