gender,mean,se,ci_lower,ci_upper,significant
Female,0.0007836815043720018,0.011861425178833514,-0.02479523734440063,0.026442541565466278,False
Male,-0.0001586785538735717,0.012070604382981721,-0.02647265633491691,0.025525055903764488,False
