gender,n,max_dual_error_run_r,max_dual_error_run_p,max_t2_error_run_r,max_t2_error_run_p,cross_task_dependency_r,cross_task_dependency_p
male,27,-0.006563624373370183,0.9740796847975933,0.2373729096728477,0.2331849803270924,0.006675634063027125,0.9790267389218275
female,45,0.038777261040772254,0.8003448277818692,0.1371210856773773,0.3690763789349217,0.02393550445125247,0.8897944097671924
