,UCLA,DASS-Dep,DASS-Anx,DASS-Str,WCST PE,Stroop Int,PRP Delay
UCLA,1.0,0.6737307302790028,0.5004209017310919,0.532405285671225,-0.09706257022593182,0.012418061848790449,0.1432474011361288
DASS-Dep,0.6737307302790028,1.0,0.5967566327156621,0.6228654945625385,-0.11527001505891443,-0.081788475620714,0.02007176741932259
DASS-Anx,0.5004209017310919,0.5967566327156621,1.0,0.7174056362474519,-0.07082068101756864,-0.014105323910113177,0.07761254338180651
DASS-Str,0.532405285671225,0.6228654945625385,0.7174056362474519,1.0,-0.04660970190925975,-0.028922358343925415,0.04261222489998624
WCST PE,-0.09706257022593182,-0.11527001505891443,-0.07082068101756864,-0.04660970190925975,1.0,0.09137495645091458,0.16182455448053593
Stroop Int,0.012418061848790449,-0.081788475620714,-0.014105323910113177,-0.028922358343925415,0.09137495645091458,1.0,0.1352658043173078
PRP Delay,0.1432474011361288,0.02007176741932259,0.07761254338180651,0.04261222489998624,0.16182455448053593,0.1352658043173078,1.0
