outcome,outcome_label,n,r2_base,r2_ucla,r2_dass,r2_full,ucla_increment,dass_increment,ucla_unique,dass_unique,shared,total_explained,ucla_unique_pct,dass_unique_pct,shared_pct
wcst_accuracy,WCST Accuracy,171,0.02168617270648021,0.029849874105057794,0.02902375745946928,0.03278962103701921,0.008163701398577583,0.007337584752989068,0.0037658635775499327,0.002939746931961418,0.00439783782102765,0.011103448330539,33.91616248793877,26.475981554990604,39.607855957070626
stroop_interference,Stroop Interference Effect,171,0.02044880333563781,0.020598009514634308,0.03171343632818335,0.03554215253261295,0.00014920617899649713,0.011264632992545542,0.003828716204429594,0.01494414301797864,0.0,0.015093349196975137,25.366909321868132,99.01144419936698,0.0
prp_bottleneck,PRP Bottleneck Effect,167,0.06997977366563113,0.07170869904547306,0.0771153164894176,0.08497631065428624,0.001728925379841928,0.007135542823786478,0.007860994164868629,0.013267611608813179,0.0,0.014996536988655107,52.41872954279696,88.47116916958988,0.0
