outcome,outcome_label,n,dass_explains_pct,ucla_orig_beta,ucla_orig_se,ucla_orig_p,ucla_orig_r2,ucla_dass_beta,ucla_dass_se,ucla_dass_p,ucla_dass_r2,ucla_pure_beta,ucla_pure_se,ucla_pure_p,ucla_pure_r2,beta_reduction_pct
wcst_accuracy,WCST Accuracy,171,44.89041710267077,1.2704320608793855,0.8548583833745121,0.13724431416081928,0.03232062353536014,1.1923134374114956,1.2522774550225093,0.3410381408325449,0.03525553013465488,1.0267444428764694,1.0904248556735148,0.3463972824443916,0.030653318489615056,6.148980797431758
stroop_interference,Stroop Interference Effect,171,44.89041710267077,-5.461924576154079,10.225114655223248,0.5932256088937575,0.02304561633242508,4.663976135459284,13.071278955819938,0.7212332996645396,0.03806612142799648,3.7039311033595768,10.52101443263614,0.7248001968318121,0.024388107547616777,14.609290728372837
prp_bottleneck,PRP Bottleneck Effect,167,44.89041710267077,-9.186892334965654,14.314434316066487,0.5210081128206696,0.08791998004581414,2.977885014702155,18.73275059199917,0.8736950478430947,0.10025786974193529,7.820345798224679,16.29138498357932,0.631206398855995,0.08392558926779325,67.58550219024322
