outcome,outcome_label,n,no_control_beta,no_control_p,no_control_r2,dep_only_beta,dep_only_p,dep_only_r2,anx_only_beta,anx_only_p,anx_only_r2,str_only_beta,str_only_p,str_only_r2,full_dass_beta,full_dass_p,full_dass_r2,dep_only_attenuation_pct,anx_only_attenuation_pct,str_only_attenuation_pct,full_dass_attenuation_pct
wcst_accuracy,WCST Accuracy,171,1.2704320608793855,0.13724431416081928,0.03232062353536014,1.229237155615401,0.30437393965128445,0.034197193771827394,1.1591051217965584,0.2220438890519888,0.034646238459724255,1.116409840558906,0.23247011733064937,0.03511675377511936,1.1923134374114956,0.3410381408325449,0.03525553013465488,3.2425901811285907,8.76291952249436,12.123609365924393,6.148980797431758
stroop_interference,Stroop Interference Effect,171,-5.461924576154079,0.5932256088937575,0.02304561633242508,5.349440018130455,0.6796211486399233,0.03467821828921014,-5.306159530869688,0.6277618803137668,0.021815684547650482,-3.2363341033627253,0.7677911377070744,0.023476992884992498,4.663976135459284,0.7212332996645396,0.03806612142799648,2.0594308188493504,2.851834424159516,40.74736737500805,14.609290728372837
prp_bottleneck,PRP Bottleneck Effect,167,-9.186892334965654,0.5210081128206696,0.08791998004581414,3.446771874059331,0.852406697865494,0.09878591640596068,-7.974570264713719,0.6083510231297504,0.09067735468942062,-5.648483789957905,0.7183778718521132,0.09255262897054628,2.977885014702155,0.8736950478430947,0.10025786974193529,62.48163417632762,13.19621506434544,38.51583773917143,67.58550219024322
