gender,mean,se,ci_lower,ci_upper,significant
Female,0.011372892901486235,0.014677927273900422,-0.015792159431059816,0.04456137550242515,False
Male,-0.009171072048128337,0.012433015571814619,-0.04070863406820791,0.007449691960712427,False
