path,female_beta,female_se,male_beta,male_se
UCLA -> EF,-0.04534556779144803,0.056431641421864145,0.05027953998353036,0.06476109091068097
EF -> DASS Depression,-0.2958454198844505,0.1214501084427594,-0.10499736419460198,0.11302771845791651
UCLA -> DASS Depression (direct),0.669988077161957,0.09920105541786695,0.6553518809874008,0.09314948084623931
