outcome,outcome_column,n,cov_type,model0_r2,model1_r2,model2_r2,model3_r2,model0_adj_r2,model1_adj_r2,model2_adj_r2,model3_adj_r2,model0_aic,model1_aic,model2_aic,model3_aic,delta_r2_dass,F_dass,p_dass,delta_r2_ucla,F_ucla,p_ucla_ols,p_ucla_wald,delta_r2_interaction,F_interaction,p_interaction_ols,p_interaction_wald,ucla_beta,ucla_se,ucla_t,ucla_p,interaction_term,interaction_beta,interaction_se,interaction_t,interaction_p,female_n,female_ucla_beta,female_ucla_se,female_ucla_p,male_n,male_ucla_beta,male_ucla_se,male_ucla_p,vif_max,vif_mean,bp_stat,bp_p,shapiro_p
Stroop Incongruent RT Slope,stroop_incong_slope,220,OLS,0.009735395458990603,0.0183904509115006,0.04101921622130478,0.06127646701390976,0.0006085327443269284,-0.004544351637296273,0.014005673016271092,0.03028087866059548,966.2379365946963,970.3066526695948,967.1756840747894,964.4786778880438,0.008655055452509997,0.6289608288608017,0.597043955561847,0.022628765309804177,5.026093423891357,0.02599899628027146,0.025998996280271858,0.020257250792604986,4.5748689759287195,0.03358783886819726,0.03358783886819848,0.44852045574803123,0.20006309187438465,2.241895051935155,0.02599899628027188,z_ucla_score:C(gender_male)[T.1],0.6398583065733637,0.2991537712399383,2.1388943349143377,0.03358783886819769,136,0.09561398824633355,0.24092576838745913,0.6921208806897781,84,1.0615473957396468,0.34838711647747034,0.0031532564446574373,2.6208301257176747,2.115888261384099,2.4470301390313254,0.9310326524458993,0.6312716898845395
Stroop RT Coefficient of Variation (All),stroop_cv_all,220,OLS,0.03288445127963613,0.04007059858592865,0.046421631049976875,0.053485327336828314,0.023970943918158127,0.017642341543543716,0.019560268544342452,0.022232484371535022,-626.6573901557356,-622.2982026709633,-621.7585910680561,-621.3943218539243,0.007186147306292523,0.5340099390924744,0.6594391054486021,0.006351032464048223,1.4186247915122128,0.23495545984784347,0.23495545984786473,0.00706369628685144,1.5821240346956642,0.20983870202951904,0.2098387020295116,0.006438286847909698,0.005405508436554975,1.1910603643443631,0.23495545984785668,z_ucla_score:C(gender_male)[T.1],-0.010237782502588144,0.008139273363767565,-1.257825120871626,0.20983870202950528,136,0.009159144290073189,0.006579351728992457,0.16626772790017666,84,0.003739840557583536,0.009761855927466893,0.7026821526032203,2.6208301257176747,2.115888261384099,7.62826718569126,0.36651054680065137,0.04470284495354977
Stroop RT CV (Incongruent),stroop_cv_incong,220,OLS,0.033486342550305026,0.0345206681077449,0.039174619678356226,0.05381504574262741,0.024578382573810176,0.011962739792505284,0.012109116007324006,0.022573089705827387,-578.8722921500173,-573.1078537132653,-572.1708956413431,-573.5489130086507,0.0010343255574398746,0.0764199577627871,0.9726628781405253,0.0046539515706113255,1.0317084715313756,0.3109101047475469,0.3109101047475721,0.014640426064271184,3.2802998099473593,0.07153152655113326,0.07153152655113468,0.006145535550362203,0.006050360289619438,1.0157305112731974,0.31091010474756337,z_ucla_score:C(gender_male)[T.1],-0.016434912549039088,0.009074247660017465,-1.8111597969111917,0.07153152655113201,136,0.011601659011125882,0.007148062453694606,0.10700136588476734,84,-0.0007553023436226158,0.01124531110842696,0.9466214378623927,2.6208301257176747,2.115888261384099,8.591475134777856,0.2833314827462801,0.10709616881609735
Stroop RT CV (Congruent),stroop_cv_cong,220,OLS,0.024506512639746236,0.028877752415528146,0.03541660872044261,0.03559661630883226,0.015515789253937484,0.006187980275703997,0.008245245585807193,0.0037531083567654555,-521.2602046092491,-516.2482520701176,-515.7345874198841,-513.7756469751641,0.00437123977578191,0.3210873860436908,0.8101213323788509,0.006538856304914464,1.4439149642616318,0.23084120170440683,0.23084120170440683,0.00018000758838965236,0.03957017300431372,0.8425139897530102,0.8425139897530102,0.008265260374142654,0.006878373121878315,1.2016301278936166,0.23084120170441097,z_ucla_score:C(gender_male)[T.1],-0.0020677250233810795,0.010394624589495546,-0.1989225301576213,0.8425139897529863,136,0.0038122107181809625,0.008119038077424055,0.6394705148173434,84,0.019089930045829866,0.01286256579359752,0.1418000827727211,2.6208301257176747,2.115888261384099,3.2272443971736386,0.8632147456468428,0.0010548577405019052
Stroop Valid Trial Count,stroop_trials,220,OLS,0.0056786287176777694,0.02693030036555799,0.03865717270271862,0.0390738379358313,-0.0034856235522053858,0.00419502700961305,0.011577093060541666,0.007345143905410745,828.0209702740624,829.2679247931419,828.6005066664304,830.505133590937,0.02125167164788022,1.5579074943123807,0.20062957481919563,0.011726872337160632,2.598265402195364,0.10846147285194638,0.10846147285199682,0.00041666523311267856,0.09192488757945105,0.7620414896882349,0.7620414896882053,0.2353588159046689,0.14601205563679057,1.6119135839723475,0.10846147285199753,z_ucla_score:C(gender_male)[T.1],-0.06689208578440375,0.22062675852930633,-0.3031911733205215,0.7620414896881862,136,0.32609240305138165,0.22445997352143657,0.14869257248707163,84,0.07538780760203245,0.09097595296962624,0.4098273894793948,2.6208301257176747,2.115888261384099,11.26467042303992,0.1274836520403937,2.9316277383588427e-27
Stroop Ex-Gaussian mu (Congruent),stroop_exg_congruent_mu,219,OLS,0.10487357127457897,0.11741365587695562,0.1177712640502323,0.11956885386231952,0.0965853636011954,0.09669566657829265,0.09280252624033314,0.09036023763974244,2803.722379139146,2806.6326515717265,2808.543898713817,2810.0972188871256,0.012540084602376655,1.008791958653528,0.3897618784109111,0.00035760817327668004,0.08593342026320898,0.7696988091629914,0.7696988091631141,0.0017975898120872191,0.43080194517687914,0.512310854457356,0.5123108544573214,-3.9961932267420934,13.632183724415063,-0.29314402648381005,0.7696988091631025,z_ucla_score:C(gender_male)[T.1],13.417012574894116,20.441699467165808,0.6563550450609551,0.5123108544573067,135,-5.9267024176446625,17.924922734251783,0.7414525939135614,84,-6.279960769767712,21.516266530834162,0.7711606044355358,2.644415167319532,2.1398121207311944,4.253475906486095,0.7501628471905133,1.1483386809997046e-07
Stroop Ex-Gaussian sigma (Congruent),stroop_exg_congruent_sigma,219,OLS,0.07462288622742719,0.08009063840834707,0.08009245459698411,0.08414100742623487,0.06605457961842187,0.05849652193905952,0.05405733538746471,0.05375705980530432,2455.7230528261134,2460.425215066946,2462.424782692061,2463.458827066767,0.005467752180919883,0.4220094077242835,0.7374041129658991,1.8161886370382518e-06,0.0004185550960830579,0.9836967644763717,0.9836967644763717,0.004048552829250762,0.9327250743821268,0.3352614281301223,0.33526142813009785,-0.12654670144595803,6.1854957432939335,-0.020458619114426663,0.983696764476342,z_ucla_score:C(gender_male)[T.1],-8.947218104119923,9.26426988058934,-0.9657769278576707,0.3352614281300845,135,1.320575987591103,8.252829133917695,0.8731195896770925,84,-2.2426008479013486,9.361556079048572,0.8113041932810435,2.644415167319532,2.1398121207311944,4.5480480427777215,0.7149240214956464,9.557513067210709e-07
Stroop Ex-Gaussian tau (Congruent),stroop_exg_congruent_tau,219,OLS,0.030121603081161297,0.032583273813594826,0.04134190133027471,0.041377674088034944,0.021141247554134934,0.009873960992317854,0.014210068349055915,0.009575037683372534,2656.924874602644,2662.3683190483325,2662.376545288368,2664.368373052476,0.0024616707324335296,0.18066528856882827,0.9094430235988742,0.008758627516679884,1.9369043417176066,0.16546351277042168,0.1654635127704266,3.577275776023292e-05,0.007873853637019571,0.9293768890977101,0.9293768890977101,13.589039217052626,9.764155015689763,1.391727107488232,0.16546351277042223,z_ucla_score:C(gender_male)[T.1],1.3005130088080756,14.65618815841188,0.08873473748777234,0.9293768890977026,135,9.938075718184976,11.34542648816253,0.3826830219459817,84,19.25596963768257,18.726429086984552,0.30699741384949225,2.644415167319532,2.1398121207311944,4.278534859558463,0.7471947203808312,6.799546726562312e-06
Stroop Ex-Gaussian mu (Incongruent),stroop_exg_incongruent_mu,219,OLS,0.05946530743128586,0.06442741749829273,0.06456921226264745,0.0798122537447149,0.05075665287046438,0.042465619786985154,0.03809475600592982,0.0492846981817433,2944.1373333071842,2948.9788658217412,2950.9456718104984,2949.3476250000167,0.004962110067006864,0.3765713332635507,0.7699898629317671,0.00014179476435471905,0.03213545078615,0.8579019103713361,0.8579019103713361,0.015243041482067454,3.495245145140152,0.0629305128980623,0.06293051289806577,3.382631357208682,18.869590364472256,0.1792636348681694,0.8579019103713327,z_ucla_score:C(gender_male)[T.1],52.520415734571486,28.092431760397197,1.8695574730775426,0.06293051289806642,135,-17.56191047435393,22.812338639738766,0.4428007007135676,84,31.219669632245257,33.743250496156776,0.3577091782874512,2.644415167319532,2.1398121207311944,3.822914719144695,0.7999333858244704,2.9990222054585156e-08
Stroop Ex-Gaussian sigma (Incongruent),stroop_exg_incongruent_sigma,219,OLS,0.02904053331834111,0.03134859050499872,0.031375408356086876,0.03817573792880946,0.020050167886103476,0.008610294507463534,0.003961504818994932,0.006266876153935841,2596.911235257683,2602.390033022053,2604.383969756535,2604.8410349786204,0.0023080571866576083,0.16917547287534943,0.9171060742634759,2.6817851088156708e-05,0.005869543763107913,0.9390037112363422,0.9390037112365863,0.006800329572722585,1.4918209037008794,0.2232970826427612,0.22329708264275352,-0.6552920285043162,8.553280453797395,-0.07661294775075293,0.9390037112366113,z_ucla_score:C(gender_male)[T.1],15.626281527794088,12.793733511288833,1.2214012050513554,0.22329708264275913,135,-7.784536016384029,10.28826967064564,0.4506440940862205,84,10.066401889752186,15.64414675666486,0.5218122458001682,2.644415167319532,2.1398121207311944,4.570278638508616,0.7122388502222285,1.0027236083484624e-05
Stroop Ex-Gaussian tau (Incongruent),stroop_exg_incongruent_tau,219,OLS,0.007035702373565433,0.010621388817887656,0.015159081418155917,0.02357565507066728,-0.0021584114933459464,-0.012603461209861333,-0.012713774768122743,-0.008817569642628031,2774.128209606426,2779.3359489090153,2780.329215448548,2780.4495707320884,0.0035856864443222225,0.2573167993218517,0.856066162493481,0.004537692600268262,0.9767981946181838,0.3241172162345495,0.324117216234573,0.008416573652511361,1.818775873320148,0.1789047675692349,0.17890476756922488,12.63257455652488,12.781724309601154,0.9883310147000871,0.324117216234586,z_ucla_score:C(gender_male)[T.1],-25.763790844095027,19.10381802451744,-1.348619988477189,0.17890476756922846,135,24.938461420100516,15.701860162762303,0.11467810780365088,84,-9.535290916972286,22.55725711394829,0.6736663002921646,2.644415167319532,2.1398121207311944,10.572479942117758,0.15838484972606062,0.04334023666866332
Stroop Ex-Gaussian mu (Neutral),stroop_exg_neutral_mu,219,OLS,0.07223882655074054,0.08220674310606368,0.08235804655075118,0.08370064439675207,0.06364844531509917,0.06066230045597143,0.056387047868225126,0.053302087575791246,2837.382009041723,2841.016329745801,2842.980223372474,2844.6595708201257,0.009967916555323142,0.7711127425615105,0.5113242754688807,0.00015130344468750057,0.03495516977312711,0.8518684294312033,0.8518684294312033,0.0013425978460008814,0.3091654968148181,0.578781858583004,0.578781858583004,2.757186407414969,14.747228889372044,0.1869630171266958,0.851868429431229,z_ucla_score:C(gender_male)[T.1],12.299358503519294,22.120093096869194,0.5560265252798644,0.57878185858301,135,-0.19464373758003006,19.06979893903125,0.9918719730310321,84,2.7759357932841056,23.989391596663907,0.9081757002897687,2.644415167319532,2.1398121207311944,5.153419207257629,0.6412469481391099,8.039952332038986e-08
Stroop Ex-Gaussian sigma (Neutral),stroop_exg_neutral_sigma,219,OLS,0.0399300553995634,0.04645646774207246,0.046959888926928484,0.04700201711799823,0.0310405188754852,0.02407281675010242,0.01998705559467162,0.015385970292528972,2471.0582290922284,2475.564416614455,2477.4487655204875,2479.43908462914,0.006526412342509058,0.4859508356382087,0.692395137726453,0.0005034211848560233,0.11198404972620224,0.7382273753672777,0.7382273753673042,4.2128191069745746e-05,0.009327457639353534,0.9231525911994701,0.9231525911995664,-2.142148013639324,6.401347312602737,-0.3346401794856439,0.7382273753672948,z_ucla_score:C(gender_male)[T.1],-0.9279784779961644,9.60851475396605,-0.09657876391490455,0.9231525911995919,135,-2.5222273684348115,8.692869362174493,0.772168137536678,84,-1.5806733382194942,9.432905227264454,0.8673551571309239,2.644415167319532,2.1398121207311944,4.796421546642083,0.6847907455150136,7.49408067049572e-08
Stroop Ex-Gaussian tau (Neutral),stroop_exg_neutral_tau,219,OLS,0.012932209975618836,0.029392512924334757,0.033256057685545515,0.03519238501525035,0.003792693401318936,0.006608299612699486,0.005895380072872158,0.0031845494470359448,2661.8808022940348,2664.197973645275,2665.324495130702,2666.885412026081,0.01646030294871592,1.204072217575752,0.30923680460075215,0.0038635447612107576,0.8472476045888311,0.358378343127423,0.3583783431274298,0.0019363273297048345,0.4234679123818612,0.5159196696542192,0.5159196696542308,9.048213725720897,9.830094108802225,0.9204605393979693,0.3583783431274419,z_ucla_score:C(gender_male)[T.1],-9.592394479495649,14.740654820340511,-0.6507441220493937,0.5159196696542114,135,13.76133628837651,12.014161166494565,0.2541531449884943,84,-0.06356398516157924,17.69704638972195,0.9971433468477124,2.644415167319532,2.1398121207311944,2.390372404679595,0.9351234783953468,0.010055604096712035
Stroop Ex-Gaussian mu (Interference),stroop_exg_mu_interference,219,OLS,0.007491904310107045,0.01056233078813884,0.012016860382634054,0.03023238853980026,-0.0016979854647993786,-0.012663905578336632,-0.015944926587668773,-0.0019399966745192732,2787.694766888242,2793.01621760749,2794.6940382946977,2792.618631059546,0.003070426478031796,0.22032745136325774,0.882218867066076,0.001454529594495213,0.3121108667425445,0.5769773544382144,0.576977354438243,0.018215528157166205,3.9632963565104626,0.04779286265767764,0.04779286265767676,7.378824583950769,13.207868646121895,0.5586688345903066,0.5769773544382597,z_ucla_score:C(gender_male)[T.1],39.10340315967738,19.642025999517582,1.990802942661708,0.04779286265767783,135,-11.635208056709232,16.377504658081147,0.4787147303789778,84,37.499630402013025,22.798348317559856,0.10402735579405643,2.644415167319532,2.1398121207311944,9.2281686418925,0.23668700923553884,6.540775736841123e-07
Stroop Ex-Gaussian sigma (Interference),stroop_exg_sigma_interference,219,OLS,0.0034905406398080263,0.0037954511663431667,0.0038160508116401592,0.023657123432717087,-0.005736398798712239,-0.01958963213961118,-0.024377834542747445,-0.00873339853870947,2566.386933202092,2572.319913644285,2574.315385087405,2571.90952210834,0.0003049105265351404,0.021731126814611767,0.9956443583102692,2.059964529699254e-05,0.0043838538118479075,0.9472724927324869,0.9472724927322042,0.019841072621076927,4.287905840790703,0.03960123692128088,0.03960123692128071,-0.5287453270583562,7.9858014931949866,-0.06621067747663409,0.9472724927321038,z_ucla_score:C(gender_male)[T.1],24.573499631913993,11.867094230171379,2.07072592121476,0.0396012369212813,135,-9.105112003975135,9.82175149549743,0.3556393062750344,84,12.309002737653536,13.968467498863532,0.3809173044855223,2.644415167319532,2.1398121207311944,6.8280018113089636,0.4470054535937056,1.819786741169015e-05
Stroop Ex-Gaussian tau (Interference),stroop_exg_tau_interference,219,OLS,0.0030708138487146597,0.006015033056826158,0.006041413255385764,0.015460274339779256,-0.0061600119489824134,-0.017317947387849086,-0.02208949014304684,-0.017202181013877382,2771.930519618021,2777.282792567,2779.2769802656658,2779.1918168388356,0.002944219208111498,0.21030455261187747,0.8891948167084893,2.6380198559605716e-05,0.005626594678307918,0.9402769870666745,0.9402769870670485,0.009418861084393493,2.01858760698999,0.1568596996774799,0.1568596996774733,-0.956464660527737,12.751054816915797,-0.07501063043497173,0.9402769870670595,z_ucla_score:C(gender_male)[T.1],-27.06430385290309,19.049038491587172,-1.4207700753429515,0.15685969967747812,135,15.000385701915544,15.298980588276283,0.32868317196496843,84,-28.79126055465487,23.2535844825725,0.21937677606491368,2.644415167319532,2.1398121207311944,10.731963765431487,0.15074547837835545,0.20012997377815445
Stroop Slow-State Probability (Baseline),stroop_slow_prob_baseline,219,OLS,0.005534705556947461,0.02481552872971282,0.0257843731762053,0.03200793798895096,-0.0036733064286365025,0.0019238744745418979,-0.0017877672056003657,-0.00010554274127350105,-83.26395187776234,-81.55165340523331,-79.76933775998316,-79.17285950158544,0.01928082317276536,1.4037738352038658,0.24267347676916473,0.0009688444464924784,0.2108311722796307,0.6465871609801151,0.6465871609801337,0.006223564812745663,1.356593950534225,0.24544379851980863,0.245443798519804,0.00856357266197094,0.01865037529068112,0.45916355722074026,0.6465871609801335,z_ucla_score:C(gender_male)[T.1],0.03250239282078426,0.027905537804920652,1.1647291318303505,0.2454437985198099,135,-0.008938950051378394,0.02497850655342393,0.7210287197927395,84,0.03514503555666326,0.027885330322197904,0.2113037003496675,2.644415167319532,2.1398121207311944,10.998685292617223,0.13867637805849875,8.958637678126449e-11
Stroop Slow-State Prob (Post-Error),stroop_slow_prob_post_error,135,OLS,1.7002585513070656e-05,0.030544816216378834,0.03526864699802046,0.04592727643257821,-0.015134254951070014,-0.007030966100815883,-0.009953135173947247,-0.006659409118382031,110.84309517912135,112.65755129778347,113.99813359288487,114.49831420924608,0.030527813630865763,1.3540553581899435,0.2598562734004583,0.004723830781641625,0.6267551460503658,0.4300126972648415,0.43001269726483105,0.010658629434557754,1.418807921818942,0.23582111766583888,0.2358211176658462,0.034028691306483345,0.04298295734705427,0.7916786886422885,0.4300126972648346,z_ucla_score:C(gender_male)[T.1],0.07457602913323906,0.0626090988508527,1.1911372388683308,0.23582111766584893,78,0.005988185196939123,0.057810701491301915,0.9177885459611285,57,0.04577721912862878,0.06885976670623069,0.509180451039636,2.8880685964825092,2.2218235373527264,5.721029279441446,0.572674465159867,5.116104043104947e-05
Stroop Slow-State Prob Delta (Post-Error),stroop_slow_prob_post_error_delta,135,OLS,0.0013205048351420112,0.019638243417655077,0.0210626216957992,0.024507305424798176,-0.01381100266735591,-0.018360274279335176,-0.024825067912210175,-0.029260008449425445,65.83649530055453,69.3373403904987,71.14105479224452,72.66517919925667,0.018317738582513066,0.8034409275550953,0.49413864918643446,0.0014243782781441228,0.18624318944515,0.6667879571549926,0.6667879571550166,0.0034446837289989762,0.44846551492974396,0.5042802836122843,0.504280283612291,0.0158270860668945,0.03667420969346552,0.4315590219716313,0.6667879571550295,z_ucla_score:C(gender_male)[T.1],0.035909839345228574,0.05362273183256513,0.6696756789145998,0.5042802836122925,78,0.02101322915823526,0.04629307483288916,0.6512536538849091,57,-0.015588199086650201,0.06371602322052204,0.8077082202099,2.8880685964825092,2.2218235373527264,8.620804971668264,0.2810387677692653,0.004855033787562736
Stroop Slow-State Prob (Stable),stroop_slow_prob_stable,219,OLS,0.007250815186939263,0.02315815410269828,0.023999218956525792,0.031507457815307505,-0.0019413068946632084,0.00022759433985097832,-0.0036234446579122004,-0.0006226265225732774,-78.96982346052687,-76.50739335989306,-74.69603448420696,-74.38728480882924,0.015907338915759017,1.156196438310273,0.32747673676642675,0.0008410648538275112,0.18269017041236618,0.66950528460204,0.6695052846019396,0.007508238858781713,1.6357775927001494,0.20231059401622978,0.20231059401622956,0.008064464759092078,0.018867656369327176,0.4274227069453278,0.6695052846019675,z_ucla_score:C(gender_male)[T.1],0.03608258243777423,0.02821210458306676,1.2789752119177746,0.20231059401623658,135,-0.011474070138609628,0.02522875399942198,0.6500166340373512,84,0.0379029106543725,0.028296561340326966,0.1843017165394146,2.644415167319532,2.1398121207311944,11.12945679011602,0.13307101545205136,2.8323551529140132e-11
Stroop Slow-State Prob Delta (Stable),stroop_slow_prob_stable_delta,219,OLS,0.029536884233884897,0.04712408718438399,0.047465752613318535,0.055305258105125876,0.020551114643457824,0.024756108010308586,0.020507236177846333,0.023964674250793516,-1105.3502215055582,-1103.3554486071464,-1101.433987843791,-1101.2438499993223,0.017587202950499092,1.310444930647608,0.27195075281602593,0.00034166542893454555,0.07604248470106059,0.7830025369021285,0.7830025369020956,0.007839505491807341,1.7509737118399478,0.18718646062046182,0.18718646062046995,-0.0004991079028788573,0.0018099488305374479,-0.2757580183803604,0.7830025369021095,z_ucla_score:C(gender_male)[T.1],0.003580189616989977,0.002705616356768724,1.3232436328355666,0.18718646062047456,135,-0.00253512008723123,0.0017638157054120555,0.15305590914345432,84,0.0027578750977092286,0.003935854521535529,0.4855718321579323,2.644415167319532,2.1398121207311944,6.271277454737033,0.5084548594851502,2.310027178269408e-15
Stroop RT Interference,stroop_rt_interference,220,OLS,0.010203454736767537,0.015030951622878264,0.017015437794839827,0.02054814379808234,0.0010809059324980996,-0.007982343899951783,-0.010674268182770286,-0.011792247680282752,2652.978831233335,2657.9032084515875,2659.4595119096884,2660.6674392056275,0.004827496886110727,0.3496165134426841,0.7894638554121161,0.0019844861719615636,0.43001240393803053,0.5126905385985956,0.5126905385985956,0.003532706003242514,0.7646457229573277,0.3828680803891821,0.3828680803891895,6.1411160560966005,9.364979116172607,0.6557533102760859,0.5126905385985951,z_ucla_score:C(gender_male)[T.1],12.35431722668566,14.12825799335479,0.8744402340682411,0.3828680803892014,136,2.707769052765096,11.995916753437,0.8217703963886596,84,9.607435651658427,15.31249114516291,0.5322133258961956,2.6208301257176747,2.115888261384099,6.243281655053328,0.5116473074423377,0.0002793119026862372
Stroop Accuracy Interference,stroop_acc_interference,220,OLS,0.0013173002571686965,0.005887839723342725,0.009905969752181387,0.011075922621479606,-0.00788714858838735,-0.017339079909289623,-0.01798400293085578,-0.021577230876867803,-843.2506063296266,-838.2597623304212,-837.1507884938699,-835.410907044821,0.004570539466174028,0.3279628077007096,0.8051423336459441,0.004018130028838662,0.8644246606844046,0.35355592434958205,0.3535559243495954,0.0011699528692982186,0.2508079376009602,0.617026304390202,0.6170263043901524,-0.003080356171230851,0.003313121489091882,-0.9297444061054243,0.3535559243496006,z_ucla_score:C(gender_male)[T.1],-0.0025061950030243474,0.005004310188035381,-0.500807285890534,0.6170263043901592,136,-0.002019212514071576,0.004017835030533441,0.616122303422704,84,-0.003976487684350074,0.005998448023340647,0.509336482087376,2.6208301257176747,2.115888261384099,3.3349107378467724,0.8523897247285963,1.9062078277511914e-10
Stroop Interference Slope,stroop_interference_slope,220,OLS,0.008080010276994343,0.029101134990541788,0.07251101664524728,0.07389587791337515,-0.0010621094439549061,0.006416582069760035,0.046384566409902184,0.04331696822183573,2438.273428916595,2439.5609978648804,2431.497891902013,2433.1691579044796,0.021021124713547445,1.5444522084372245,0.2040074996448943,0.043409881654705496,9.969180182613217,0.0018225768755375945,0.0018225768755375945,0.0013848612681278683,0.3170168254748737,0.5740009392324958,0.5740009392324816,17.61290181333605,5.578291322979192,3.157400858714842,0.0018225768755375923,z_ucla_score:C(gender_male)[T.1],4.743309703692379,8.424426110084791,0.5630424721767353,0.5740009392324877,136,11.399172834390882,6.829086330559623,0.09748243654815303,84,30.41696094914891,9.666975620137487,0.002340029006779685,2.6208301257176747,2.115888261384099,6.506147030920015,0.4820406090068997,0.0649188505769892
Stroop RT SD (Incongruent),stroop_rt_sd_incong,220,OLS,0.0030290507771150166,0.011055673915013609,0.018987597462735817,0.021411357388511854,-0.006159621565952955,-0.012050501928093649,-0.008646554721412514,-0.010900531754320264,2629.3043320944607,2633.525941316125,2633.7542956901125,2635.210075266361,0.008026623137898592,0.5789666503304821,0.6294190238396395,0.007931923547722208,1.7222001590348592,0.19082248485553713,0.19082248485554862,0.0024237599257760367,0.5250797749841901,0.46948177107265343,0.46948177107263334,11.592490036036605,8.833542823873659,1.3123262395588977,0.1908224848555461,z_ucla_score:C(gender_male)[T.1],-9.662155130378853,13.33402793902996,-0.7246238851875217,0.4694817710726351,136,13.953465071446942,10.697775792760291,0.1944245332675326,84,8.357023501151751,15.938727306390165,0.6015415625848417,2.6208301257176747,2.115888261384099,8.274048694652281,0.3090500590405869,0.0005693188819387826
Stroop RT Facilitation,stroop_rt_facilitation,220,OLS,0.004677311847596788,0.010516916110250518,0.010520873516328133,0.015592853091362269,-0.004496169149199591,-0.012601847532033306,-0.017351777933916068,-0.016911156476375755,2526.2717502214987,2530.9771987214576,2532.976318836705,2533.8457187840686,0.00583960426265373,0.4209859109112902,0.738132657367949,3.957406077614856e-06,0.0008518901227635429,0.9767426530470985,0.9767426530470985,0.005071979575034136,1.0922916125547268,0.2971542205103046,0.2971542205103032,0.2050479964539904,7.0252816255888515,0.029187156811924037,0.9767426530468966,z_ucla_score:C(gender_male)[T.1],-11.068294448135273,10.590376612968845,-1.0451275580304835,0.2971542205102941,136,6.323914182173623,8.759587414585857,0.4716267025341506,84,-10.26094127160702,12.213059213240673,0.4033858569881693,2.6208301257176747,2.115888261384099,2.9466290361501724,0.8898951768046457,0.0014444719123184653
Stroop Accuracy Facilitation,stroop_acc_facilitation,220,OLS,0.00914539549596538,0.016487069586556657,0.019488098962078815,0.020870830227991743,1.30949936241187e-05,-0.006492204488523834,-0.008131954588285195,-0.011458906509763223,-1079.3335579089944,-1074.9697028676653,-1073.642023263896,-1071.9524892298496,0.007341674090591277,0.5324852057701919,0.6604714581924666,0.0030010293755221573,0.6519240167402218,0.42032635753971137,0.42032635753968595,0.0013827312659129287,0.29938749393177105,0.5848421760958079,0.5848421760957487,-0.0015628281283818777,0.0019355871439863026,-0.8074181176690731,0.42032635753969616,z_ucla_score:C(gender_male)[T.1],-0.00159950912385371,0.002923276492645792,-0.5471631328331964,0.5848421760957645,136,-0.001155239406765598,0.0021598468779485294,0.593652763005716,84,-0.0018194635468355815,0.003910907135823397,0.643064455825282,2.6208301257176747,2.115888261384099,11.070344155264827,0.135579939791738,7.816066976553035e-12
Stroop RT Incongruent minus Neutral,stroop_rt_incong_minus_neutral,220,OLS,0.006856505325120277,0.02269888579134216,0.025164672927935117,0.04205138145879628,-0.0022968909391642978,-0.00013525239110312448,-0.002295477130432877,0.01042100254470002,2591.0060734433714,2593.468395917406,2594.912621795187,2593.068249619406,0.015842380466221884,1.1563373766390836,0.3274095088792623,0.0024657871365929562,0.53877064721461,0.46374985877112207,0.46374985877112207,0.01688670853086116,3.7371338496153235,0.05454756816047943,0.05454756816048015,5.936068059642616,8.087176252101367,0.7340099775988178,0.4637498587711242,z_ucla_score:C(gender_male)[T.1],23.422611674820928,12.11618767684943,1.9331667930148393,0.054547568160479426,136,-3.616145129408525,10.084092929823084,0.720476824577139,84,19.86837692326544,13.724496548078822,0.15172027189714093,2.6208301257176747,2.115888261384099,7.926487034152389,0.33912086204358205,0.07094420549265916
Stroop RT Neutral minus Congruent,stroop_rt_neutral_minus_cong,220,OLS,0.004677311847596788,0.010516916110250518,0.010520873516328133,0.015592853091362269,-0.004496169149199591,-0.012601847532033306,-0.017351777933916068,-0.016911156476375755,2526.2717502214987,2530.9771987214576,2532.976318836705,2533.8457187840686,0.00583960426265373,0.4209859109112902,0.738132657367949,3.957406077614856e-06,0.0008518901227635429,0.9767426530470985,0.9767426530470985,0.005071979575034136,1.0922916125547268,0.2971542205103046,0.2971542205103032,0.2050479964539904,7.0252816255888515,0.029187156811924037,0.9767426530468966,z_ucla_score:C(gender_male)[T.1],-11.068294448135273,10.590376612968845,-1.0451275580304835,0.2971542205102941,136,6.323914182173623,8.759587414585857,0.4716267025341506,84,-10.26094127160702,12.213059213240673,0.4033858569881693,2.6208301257176747,2.115888261384099,2.9466290361501724,0.8898951768046457,0.0014444719123184653
Stroop RT Interference (Correct-only),stroop_rt_interference_correct,220,OLS,0.0112240951438074,0.014673590023251526,0.01594976520600344,0.019228068981137714,0.0021109531635660206,-0.008348055069663296,-0.011769959717771172,-0.013155909873258542,2668.8631341233936,2674.0942888207433,2675.809164509709,2677.07502427824,0.003449494879444126,0.24972837993129637,0.8614752468470394,0.0012761751827519152,0.27623113568287494,0.5997288843459494,0.5997288843459649,0.0032783037751342725,0.708625908172642,0.40084893376784736,0.40084893376784736,5.108351500207185,9.719511959369132,0.525576955053076,0.5997288843459538,z_ucla_score:C(gender_male)[T.1],12.345024513979645,14.66504646579429,0.8417992089403865,0.40084893376785935,136,2.118775365280194,12.542184088821251,0.8661127514823433,84,7.771324427681648,15.716782433409808,0.6223709573827703,2.6208301257176747,2.115888261384099,4.806662613543242,0.6835434365659067,4.4292979621303966e-05
