model,term,beta,se,t,p
WCST Perseverative Error Rate outcome,Intercept,10.499881722485979,0.4770001979745558,22.012321519090996,2.1946194061754467e-107
WCST Perseverative Error Rate outcome,C(gender_male)[T.1],-1.1984800727283673,0.6885777226227816,-1.740515316358734,0.08176857301359203
WCST Perseverative Error Rate outcome,z_ucla,-0.4130423715690807,0.45662691699516084,-0.9045510814104241,0.36570326111833973
WCST Perseverative Error Rate outcome,z_ucla:C(gender_male)[T.1],-0.08545150826322159,0.7293798105667462,-0.11715639372691665,0.9067361216449434
WCST Perseverative Error Rate outcome,z_dass_anx,-0.3718909076152445,0.4525956649658794,-0.8216846434958252,0.4112564013560249
WCST Perseverative Error Rate outcome,z_dass_anx:C(gender_male)[T.1],0.4679366897581537,0.6659761622168862,0.7026327912406006,0.482284621662772
WCST Perseverative Error Rate outcome,z_age,-0.010524435916402654,0.3096243382315546,-0.033990983966292354,0.9728843403007265
