gender,mean,se,ci_lower,ci_upper,significant
Female,-0.20867528374539843,0.23312506726939075,-0.6895516752968319,0.24302259424554098,False
Male,-0.24957385474006868,0.27092521322537616,-0.8223624774947341,0.2522491669721334,False
