gender,mean,se,ci_lower,ci_upper,significant
Female,1.631577849238611,6.068216983727054,-9.751097142968487,14.20469040567831,False
Male,1.2550049496819446,6.20970287659271,-11.582163042777745,13.608358547027915,False
