module,parameter,param_col,dass_var,model_name,model_description,n,a_coef,b_coef,indirect_effect,a_p,b_p,method,aic,bic,cfi,rmsea
prp_exgaussian_path,Overall mu,overall_mu,z_dass_dep,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,191,50.1537214981573,7.267479689497106e-05,0.0036449115234055258,0.0006307143480224209,0.7737798274978693,semopy,17.532599863236463,46.80306071565613,0.8023989848253568,0.18409740237767774
prp_exgaussian_path,Overall mu,overall_mu,z_dass_dep,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,191,0.667919439644004,7.11875489236041,4.754754778668377,0.0,0.7309429040353115,semopy,17.54003978600806,46.810500638427726,0.8060327829621504,0.18239681157818097
prp_exgaussian_path,Overall mu,overall_mu,z_dass_dep,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,191,0.7040732579859476,42.52736935473429,29.942383495159515,0.0,0.034903319311885506,semopy,17.54004032123546,46.810501173655126,0.8060330464438247,0.18239668866745895
prp_exgaussian_path,Overall mu,overall_mu,z_dass_anx,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,191,50.159419057757205,6.411541157948606e-05,0.00321599179747602,0.0006298151620958148,0.8327307453260189,semopy,17.532602197965065,46.803063050384736,0.6961375358118387,0.18409687117788812
prp_exgaussian_path,Overall mu,overall_mu,z_dass_anx,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,191,0.4893434207941118,-5.558227422749057,-2.719882020599663,1.9984014443252818e-15,0.7471807359997611,semopy,17.530918873311457,46.801379725731124,0.6948732343364599,0.18447946588236358
prp_exgaussian_path,Overall mu,overall_mu,z_dass_anx,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,191,0.5078614101992983,55.62227805241666,28.248408570197807,1.9984014443252818e-15,0.001015616343967185,semopy,17.53091992054021,46.801380772959874,0.6948740118443626,0.18447922810947676
prp_exgaussian_path,Overall mu,overall_mu,z_dass_str,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,191,50.1508960438696,0.00028972927164089724,0.014530182582928694,0.0006311606938687042,0.3249122563957352,semopy,17.532594640202277,46.803055492621944,0.7329246039335635,0.1840985907220959
prp_exgaussian_path,Overall mu,overall_mu,z_dass_str,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,191,0.5507849032718292,30.969751646689947,17.057671665074693,0.0,0.08026740043578551,semopy,17.554919513869855,46.82538036628952,0.7476619907718578,0.17894718035118484
prp_exgaussian_path,Overall mu,overall_mu,z_dass_str,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,191,0.5562018957656648,30.011648080433922,16.692535557389323,0.0,0.08845175557565965,semopy,17.554919555044428,46.825380407464095,0.7476620151896411,0.17894717071349786
prp_exgaussian_path,Overall sigma,overall_sigma,z_dass_dep,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,191,28.938316746522954,5.035016044907006e-05,0.0014570488913134417,0.00033467549882915115,0.9128426811706902,semopy,17.582557132046954,46.85301798446662,0.8309994504337429,0.17235671366439242
prp_exgaussian_path,Overall sigma,overall_sigma,z_dass_dep,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,191,0.667888830777107,0.09624788486144437,0.0642828872848797,0.0,0.993252268922685,semopy,17.58220929849002,46.85267015090969,0.8308336820491,0.1724412231269297
prp_exgaussian_path,Overall sigma,overall_sigma,z_dass_dep,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,191,0.7040658823570748,29.62722251959929,20.85951656505107,0.0,0.00752177315481628,semopy,17.582210312348504,46.85267116476817,0.8308341669687307,0.17244097686057594
prp_exgaussian_path,Overall sigma,overall_sigma,z_dass_anx,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,191,28.93319019700057,0.0003320897423295183,0.009608415677292865,0.00033549194486304224,0.5469246668854335,semopy,17.582557151636816,46.85301800405648,0.7448111005158526,0.17235670890368265
prp_exgaussian_path,Overall sigma,overall_sigma,z_dass_anx,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,191,0.4893518468247085,4.035708886485623,1.9748815968486275,1.9984014443252818e-15,0.6703396693034376,semopy,17.579809287530686,46.850270139950354,0.7428336794118894,0.173023203597595
prp_exgaussian_path,Overall sigma,overall_sigma,z_dass_anx,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,191,0.5078125376591017,26.142044993141962,13.275258207565834,1.9984014443252818e-15,0.004969854901716753,semopy,17.586728826288414,46.85718967870808,0.7478131187039365,0.17133991323665473
prp_exgaussian_path,Overall sigma,overall_sigma,z_dass_str,loneliness_to_mechanism_to_dass,Loneliness → mechanism → DASS,191,28.939572788139053,0.0003174821537025429,0.00918779789600989,0.0003344758420842364,0.5542955238334901,semopy,17.58255695440819,46.85301780682786,0.7719579981456002,0.17235675683399126
prp_exgaussian_path,Overall sigma,overall_sigma,z_dass_str,loneliness_to_dass_to_mechanism,Loneliness → DASS → mechanism,191,0.5506321443966754,5.048854121483878,2.78006137165866,0.0,0.6041136043093116,semopy,17.580983135378673,46.85144398779834,0.770945925865292,0.17273880132624755
prp_exgaussian_path,Overall sigma,overall_sigma,z_dass_str,dass_to_loneliness_to_mechanism,DASS → loneliness → mechanism,191,0.5562393386665396,25.864749967917177,14.386991416929654,0.0,0.00758286310686751,semopy,17.58655459785769,46.85701545027736,0.7745287513830601,0.1713825000395795
