path,female_beta,female_se,male_beta,male_se
UCLA -> DASS Depression,0.6466342192365875,0.09958694841925783,0.6496660633123033,0.09301524839018774
DASS Depression -> EF,-0.1534541186393196,0.06641655700079863,-0.09577198748344519,0.07705197860608289
UCLA -> EF (direct),0.05146536200041283,0.07525528773009701,0.11983623589423895,0.08585192918342563
