outcome,outcome_variable,n,r2_baseline,r2_with_ucla,delta_r2,ucla_beta,ucla_p,ucla_significant
WCST Perseverative Error,pe_rate,196,0.019370928691371803,0.019554381725299552,0.0001834530339277496,-0.10967259324176737,0.850646436311162,False
PRP Bottleneck Effect,prp_bottleneck,190,0.007335984336961698,0.02316145014035298,0.01582546580339128,26.368135848854774,0.08592934775916432,False
Stroop Interference,stroop_interference,196,0.01084413618921587,0.01361384004888433,0.0027697038596684598,7.336844473837362,0.46603591505758224,False
