predictor,beta,se,p
Intercept,196.26978926144685,45.441711140599814,1.566278236401458e-05
C(gender_male)[T.1],87.95791778548366,79.03639433661274,0.2657605400017655
z_ucla,34.273893680147054,50.209025879479555,0.49484436900632756
z_ucla:C(gender_male)[T.1],-146.7601238025688,85.85933666921392,0.08739375532977758
z_dass_dep,59.38179784937752,72.19616919081948,0.4107888510219475
z_dass_anx,-39.017984750981576,55.64648590932216,0.4831931368233864
z_dass_str,54.44588494738657,59.29634961764559,0.3585143741062288
z_age,-26.55590270865202,141.58921769952113,0.8512247464424471
