participant_id,ucla_total,gender,age,pe_slope,pe_intercept,early_pe_rate,late_pe_rate,pe_change,n_trials,gender_coded,z_ucla,z_age,ucla_x_gender
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,34.0,male,18,0.011437908496732025,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.05555555555555555,71,1,-0.6348721596888726,-1.1643332495580518,-0.6348721596888726
LliUMEIsrCVZ88YFQfevan2Og4z1,28.0,male,19,-0.0595,0.2816666666666666,0.24,0.041666666666666664,-0.19833333333333333,97,1,-1.125103879518193,-0.671986618316361,-1.125103879518193
ORvIk1xRWIQmKuLVe6GXNouvAXx2,54.0,female,24,-0.026153846153846153,0.23384615384615384,0.15384615384615385,0.08,-0.07384615384615385,101,-1,0.9992335730755291,1.7897465378920934,-0.9992335730755291
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,49.0,male,19,-1.5515838457795456e-18,0.08187134502923976,0.05263157894736842,0.05263157894736842,0.0,74,1,0.5907071398844287,-0.671986618316361,0.5907071398844287
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,64.0,male,24,0.007843137254901962,0.08169934640522876,0.1111111111111111,0.11764705882352941,0.006535947712418305,69,1,1.8162864394577298,1.7897465378920934,1.8162864394577298
QreA2rLiUhV3YHeMfuHMPdGbpJ53,44.0,female,21,0.0052536231884057994,0.10416666666666667,0.08333333333333333,0.041666666666666664,-0.041666666666666664,95,-1,0.18218070669332828,0.3127066441670207,-0.18218070669332828
Rc706mP0TSeIoIpMYH1SpRXjOxA2,46.0,female,23,-0.018749999999999996,0.062499999999999986,0.0625,0.0,-0.0625,61,-1,0.34559127996976846,1.2973999066504025,-0.34559127996976846
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,49.0,female,19,0.0,0.06818181818181818,0.045454545454545456,0.045454545454545456,0.0,88,-1,0.5907071398844287,-0.671986618316361,-0.5907071398844287
WbOfW9KmUkPQK8o5hlHJnJFdpp92,22.0,male,19,-0.0005000000000000049,0.06333333333333334,0.0,0.04,0.04,98,1,-1.6153355993475136,-0.671986618316361,-1.6153355993475136
WcTsIpSoEhYeIBSNjAbbdaNSBya2,30.0,female,19,-0.02880434782608695,0.21014492753623187,0.20833333333333334,0.08333333333333333,-0.125,94,-1,-0.9616933062417529,-0.671986618316361,0.9616933062417529
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,54.0,female,18,0.023793103448275853,0.05000000000000002,0.0,0.1,0.1,119,-1,0.9992335730755291,-1.1643332495580518,-0.9992335730755291
azdL1gX79EVd9iepyCAVQrqIaQF3,32.0,female,19,0.03071428571428571,0.022619047619047636,0.047619047619047616,0.1,0.05238095238095239,81,-1,-0.7982827329653127,-0.671986618316361,0.7982827329653127
cEIs6U87xfbSL5eFTXDK77MmvNf1,62.0,male,19,0.01184615384615384,0.07692307692307696,0.038461538461538464,0.11538461538461539,0.07692307692307693,103,1,1.6528758661812897,-0.671986618316361,1.6528758661812897
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,40.0,male,19,0.013563218390804595,0.049999999999999996,0.03333333333333333,0.1,0.06666666666666668,119,1,-0.14464043985955205,-0.671986618316361,-0.14464043985955205
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,59.0,female,21,-0.0195906432748538,0.15789473684210525,0.15789473684210525,0.05555555555555555,-0.1023391812865497,73,-1,1.4077600062666296,0.3127066441670207,-1.4077600062666296
fEq0OghbLpfD1jigl1Mbz96aMbg2,31.0,female,19,-0.06818181818181816,0.3863636363636363,0.13636363636363635,0.045454545454545456,-0.0909090909090909,88,-1,-0.8799880196035328,-0.671986618316361,0.8799880196035328
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,60.0,female,22,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,72,-1,1.4894652929048495,0.8050532754087116,-1.4894652929048495
h5RYP03wJuVN0xo7qAR8CKFxLaj1,29.0,female,21,0.031653225806451614,0.0010080645161290314,0.0,0.0625,0.0625,126,-1,-1.043398592879973,0.3127066441670207,1.043398592879973
i1tBstVkNiVP0qro7TgGD08IGGa2,26.0,female,20,-0.009999999999999998,0.125,0.1,0.1,0.0,80,-1,-1.2885144527946333,-0.17963998707467013,1.2885144527946333
iKVZi0Oo96UrMBhPQMHWFcf55uA3,33.0,male,19,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,68,1,-0.7165774463270926,-0.671986618316361,-0.7165774463270926
iWsc4pghIEWOQUZKuQJMfe516UI3,27.0,male,23,0.019999999999999997,0.02500000000000001,0.0,0.05,0.05,80,1,-1.206809166156413,1.2973999066504025,-1.206809166156413
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,54.0,male,19,0.043649193548387075,0.04989919354838715,0.0625,0.21875,0.15625,126,1,0.9992335730755291,-0.671986618316361,0.9992335730755291
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,23.0,female,18,-0.03421052631578946,0.19999999999999996,0.2,0.05,-0.15000000000000002,79,-1,-1.5336303127092934,-1.1643332495580518,1.5336303127092934
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,41.0,female,19,-1.5515838457795456e-18,0.03125000000000001,0.0,0.0,0.0,64,-1,-0.06293515322133196,-0.671986618316361,0.06293515322133196
jzdk8E3tVXTXIozlfK5oeEb7wWp2,37.0,male,24,0.010526315789473682,0.07763157894736841,0.05,0.05,0.0,78,1,-0.3897562997742123,1.7897465378920934,-0.3897562997742123
kR2rCtaPyPaj7YMizKUDn5xL2qx1,53.0,male,19,-0.028571428571428564,0.19047619047619047,0.09523809523809523,0.047619047619047616,-0.047619047619047616,84,1,0.917528286437309,-0.671986618316361,0.917528286437309
kxerHPSL3bQjD74HhiebYf3blPr1,43.0,female,19,0.031249999999999993,0.140625,0.1875,0.34375,0.15625,128,-1,0.10047542005510819,-0.671986618316361,-0.10047542005510819
lHDkoPQu5reNCO45npeYSS9eLQl1,36.0,female,20,0.07407407407407407,-0.037037037037037035,0.0,0.25925925925925924,0.25925925925925924,109,-1,-0.47146158641243235,-0.17963998707467013,0.47146158641243235
lpzDdvuMkKWkPxu6xeclmdctEp42,52.0,female,19,0.0047619047619047615,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.0,84,-1,0.8358229997990889,-0.671986618316361,-0.8358229997990889
mUZzgdWKnPb2txOkJg9FHgqX5792,33.0,female,19,-0.02165242165242165,0.20370370370370366,0.037037037037037035,0.037037037037037035,0.0,107,-1,-0.7165774463270926,-0.671986618316361,0.7165774463270926
mg2WZiRBn4NQDKiMK43Y8dBqyG53,54.0,female,21,0.031048387096774183,0.018145161290322606,0.0,0.125,0.125,126,-1,0.9992335730755291,0.3127066441670207,-0.9992335730755291
mwsliuPsLFhRFjtjQwYkqcCRDvi2,49.0,male,21,-0.016666666666666663,0.13888888888888887,0.1111111111111111,0.05555555555555555,-0.05555555555555555,72,1,0.5907071398844287,0.3127066441670207,0.5907071398844287
nT1qJOiMyDdJ9ui4el195A8Hsgs1,62.0,female,18,0.005789473684210525,0.07500000000000001,0.05,0.05,0.0,79,-1,1.6528758661812897,-1.1643332495580518,-1.6528758661812897
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,29.0,female,19,0.06796536796536796,-0.004329004329004349,0.09090909090909091,0.3333333333333333,0.2424242424242424,85,-1,-1.043398592879973,-0.671986618316361,1.043398592879973
pcbRW89vVJcviD87V3uxyG4I9st2,33.0,male,18,-0.02222222222222222,0.08333333333333333,0.05555555555555555,0.0,-0.05555555555555555,71,1,-0.7165774463270926,-1.1643332495580518,-0.7165774463270926
q0Atnpm0jZS5swcVmq0EMalQUKw1,24.0,female,21,0.006209150326797387,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,71,-1,-1.4519250260710734,0.3127066441670207,1.4519250260710734
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,40.0,male,19,-0.004736842105263157,0.09999999999999999,0.1,0.1,0.0,79,1,-0.14464043985955205,-0.671986618316361,-0.14464043985955205
rUuJv5gl7dWVo7UPQWMx4bohxhK2,43.0,female,20,-0.003359683794466403,0.10968379446640317,0.08695652173913043,0.045454545454545456,-0.04150197628458498,89,-1,0.10047542005510819,-0.17963998707467013,-0.10047542005510819
ric6cNjG25XmZJCiKZDOxzeezao1,44.0,male,19,0.072,0.0,0.04,0.2,0.16,100,1,0.18218070669332828,-0.671986618316361,0.18218070669332828
roaf78tUWxWSEjAUcUu8O7mrQbl1,58.0,female,19,-0.014999999999999998,0.1539473684210526,0.1,0.05,-0.05,78,-1,1.3260547196284094,-0.671986618316361,-1.3260547196284094
ssPK6ISW0HerTGke9hznqJ2LpKu1,41.0,male,20,0.0004761904761904772,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.0,83,1,-0.06293515322133196,-0.17963998707467013,-0.06293515322133196
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,65.0,female,20,0.0068627450980392165,0.05555555555555556,0.05555555555555555,0.058823529411764705,0.0032679738562091526,69,-1,1.89799172609595,-0.17963998707467013,-1.89799172609595
u64Uf920g5VD9Byq26LT2rs5o4t1,34.0,male,21,-0.04415954415954415,0.2407407407407407,0.18518518518518517,0.07407407407407407,-0.1111111111111111,107,1,-0.6348721596888726,0.3127066441670207,-0.6348721596888726
v8nNKiWvPdcjiHXZci39OuFTY6M2,31.0,female,20,0.026315789473684202,0.05263157894736843,0.10526315789473684,0.15789473684210525,0.05263157894736842,76,-1,-0.8799880196035328,-0.17963998707467013,0.8799880196035328
wdppvL4tIkVlGjou6aYzzjlaZXB2,44.0,male,18,-0.02499999999999999,0.296875,0.1875,0.1875,0.0,128,1,0.18218070669332828,-1.1643332495580518,0.18218070669332828
xBGZhFOeypWnqzSQClkrwV9z2vF3,43.0,male,22,-0.02999999999999999,0.1776315789473684,0.15,0.05,-0.09999999999999999,78,1,0.10047542005510819,0.8050532754087116,0.10047542005510819
xyAILKfYP2M8GqAai11x6NT7IcP2,35.0,male,24,-0.008571428571428572,0.12023809523809523,0.09523809523809523,0.05,-0.04523809523809523,81,1,-0.5531668730506525,1.7897465378920934,-0.5531668730506525
y1EHXv8tUTa4BRS4fRio7bULYfA2,35.0,female,19,0.024461538461538455,0.09846153846153846,0.038461538461538464,0.12,0.08153846153846153,101,-1,-0.5531668730506525,-0.671986618316361,0.5531668730506525
yatBVTBMCSMp0wJluOCLzTFKMyP2,35.0,female,21,0.009486166007905136,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.0,91,-1,-0.5531668730506525,0.3127066441670207,0.5531668730506525
