,z_ucla,z_dass_dep,z_dass_anx,z_dass_str,pe_rate,stroop_interference,prp_bottleneck
z_ucla,1.0,0.4154100115636153,0.0858114430345897,0.095036212471972,-0.019881795210714478,0.033322620724066124,0.08796052440075379
z_dass_dep,0.4154100115636153,1.0,0.2929844364514451,0.31085329535125,-0.05189588541896186,-0.03076505667823675,0.0
z_dass_anx,0.0858114430345897,0.2929844364514451,1.0,0.42307163955235216,-0.0,0.0,0.0
z_dass_str,0.095036212471972,0.31085329535125,0.42307163955235216,1.0,0.0,0.0,0.0
pe_rate,-0.019881795210714478,-0.05189588541896186,-0.0,0.0,1.0,0.04709377430009435,0.14553081405298332
stroop_interference,0.033322620724066124,-0.03076505667823675,0.0,0.0,0.04709377430009435,1.0,0.10579443819390862
prp_bottleneck,0.08796052440075379,0.0,0.0,0.0,0.14553081405298332,0.10579443819390862,1.0
