gender,mean,se,ci_lower,ci_upper,significant
Female,-0.006602064739723018,0.024034813318242663,-0.053968475631196985,0.04295679266558093,False
Male,0.031451444747802045,0.034061059683800736,-0.031439631873301066,0.10407633532488302,False
