path,female_beta,female_se,male_beta,male_se
DASS Anxiety -> Loneliness,0.41085009771743486,0.08694848927289654,0.4795427236468225,0.10449314917225273
Loneliness -> EF,-0.01836051944434195,0.056363526138188756,0.06340908761486275,0.06594014131778785
DASS Anxiety -> EF (direct),-0.07082920942582079,0.05611922068722535,-0.011460250782529609,0.0839674188053406
