path,female_beta,female_se,male_beta,male_se
UCLA -> DASS Anxiety,0.4149663097023271,0.09901023991799345,0.4980146819133795,0.13149766206084196
DASS Anxiety -> EF,-0.07082920942582079,0.05611922068722535,-0.011460250782529609,0.0839674188053406
UCLA -> EF (direct),-0.01836051944434195,0.056363526138188756,0.06340908761486275,0.06594014131778785
