gender,mean,se,ci_lower,ci_upper,significant
Female,-0.03553561059574992,0.03389378203976488,-0.10718227190223395,0.02680179667313774,False
Male,0.012302126052843667,0.043682572726758725,-0.07056335924562238,0.10504310699357804,False
