model,term,beta,se,t,p
Loneliness predicting DASS,Intercept,0.04944609932427897,0.07673897868469179,0.6443413786811667,0.5193540888829433
Loneliness predicting DASS,C(gender_male)[T.1],-0.10445669300446772,0.15225070017698378,-0.6860834983552921,0.49266045615606957
Loneliness predicting DASS,z_ucla,0.4149663097023271,0.09901023991799345,4.191145380983103,2.775497352248547e-05
Loneliness predicting DASS,z_ucla:C(gender_male)[T.1],0.08304837221105237,0.16472296298326658,0.5041699754969127,0.6141419372284348
Loneliness predicting DASS,z_age,0.03231142055716612,0.08284545766104223,0.39002042440717233,0.6965214440506612
