feature,perm_importance_mean,perm_importance_sd
age,0.17804111253764077,0.29694422072550364
z_ucla,0.12311732438399524,0.26335371965168647
gender_male,0.04509622020192303,0.29551974598134195
z_dass_anx,-0.058904253816266954,0.1521004617668399
z_dass_dep,-0.1775388960817421,0.20702843547266592
z_dass_stress,-0.1808173458653654,0.3155481898850556
