participant_id,drift_congruent,drift_incongruent,drift_neutral,stroop_interference,pop_interference_mean,pop_interference_sd
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0.44028834138949985,0.44259741168958205,0.43345978482219655,-0.0023090703000822055,0.013416505782280343,0.028231073468044446
GE4hogtdLdTFbNasENgtm6SO3hC3,0.40936023236331603,0.20273530602092682,0.38744328854539084,0.20662492634238921,0.013416505782280343,0.028231073468044446
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.5384813588767715,0.5210647172284223,0.5376422742379728,0.017416641648349218,0.013416505782280343,0.028231073468044446
K26uNuY0VNPjJNF26wEx3bFg0kr2,0.3588970173931705,0.48205228841914133,0.4880073212584899,-0.12315527102597085,0.013416505782280343,0.028231073468044446
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,0.5126465586234995,0.484949968001579,0.5054718756848287,0.02769659062192048,0.013416505782280343,0.028231073468044446
LSLmd8jENtONZFVkIpRDX665Bu73,0.46325996432365973,0.41134329845761725,0.4378068972098838,0.05191666586604249,0.013416505782280343,0.028231073468044446
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,0.5069680937312693,0.5063488431727877,0.525578848483904,0.0006192505584815544,0.013416505782280343,0.028231073468044446
LliUMEIsrCVZ88YFQfevan2Og4z1,0.5902681138632401,0.400756448904799,0.3925335463638338,0.18951166495844107,0.013416505782280343,0.028231073468044446
MMSYeiMQi3gMr4PrXQcpXzFiegj2,0.44660822049920335,0.2385544903314056,0.40528268996666966,0.20805373016779774,0.013416505782280343,0.028231073468044446
ORvIk1xRWIQmKuLVe6GXNouvAXx2,0.47329824932158904,0.2546616506626314,0.2581444716173533,0.21863659865895763,0.013416505782280343,0.028231073468044446
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0.6591504503852513,0.47881511490622675,0.4974614314609421,0.18033533547902458,0.013416505782280343,0.028231073468044446
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0.400922257441932,0.38525368771479607,0.3989928410320447,0.015668569727135928,0.013416505782280343,0.028231073468044446
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.45443207929511353,0.31856246388909587,0.4001100724714981,0.13586961540601766,0.013416505782280343,0.028231073468044446
Qv0jhW3sqicqQvd7LfReAsI7nD73,0.550739941532611,0.4967996406789059,0.5401310146430306,0.05394030085370505,0.013416505782280343,0.028231073468044446
Rc706mP0TSeIoIpMYH1SpRXjOxA2,0.2099942233746835,0.27532548867282464,0.44682312590060047,-0.06533126529814115,0.013416505782280343,0.028231073468044446
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0.4380656945380828,0.4186791741147644,0.4282593408019481,0.0193865204233184,0.013416505782280343,0.028231073468044446
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.1735377802881457,0.39886513783438965,0.2027697132830357,-0.22532735754624394,0.013416505782280343,0.028231073468044446
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.4207467601710686,0.4195521640049291,0.414327523771588,0.0011945961661394833,0.013416505782280343,0.028231073468044446
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0.46185601762823847,0.47136521115701924,0.49773524975267336,-0.009509193528780768,0.013416505782280343,0.028231073468044446
azdL1gX79EVd9iepyCAVQrqIaQF3,0.5030156596580525,0.3921083913812982,0.542624105759504,0.11090726827675429,0.013416505782280343,0.028231073468044446
cEIs6U87xfbSL5eFTXDK77MmvNf1,0.45795741456574507,0.44659278613046205,0.4679361355620573,0.01136462843528302,0.013416505782280343,0.028231073468044446
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.5546278755786995,0.6458638741498861,1.2356801877202161,-0.09123599857118658,0.013416505782280343,0.028231073468044446
dGL2zPQyEvdibcvxeTencpgoWbg2,0.2536090977831303,0.8346855231236253,0.8442429530292824,-0.581076425340495,0.013416505782280343,0.028231073468044446
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.49474696084220265,0.45434090557695966,0.4835180335724597,0.04040605526524299,0.013416505782280343,0.028231073468044446
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.34901635345692644,0.3063245601595966,0.46015688564391755,0.04269179329732986,0.013416505782280343,0.028231073468044446
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0.4474730830782682,1.0357800572993676,0.443554142154195,-0.5883069742210993,0.013416505782280343,0.028231073468044446
i1tBstVkNiVP0qro7TgGD08IGGa2,0.40691284535105093,0.38650604741808003,0.39218204071542107,0.0204067979329709,0.013416505782280343,0.028231073468044446
iKVZi0Oo96UrMBhPQMHWFcf55uA3,0.40103130969308687,1.8294182654292408,0.37978529074554745,-1.428386955736154,0.013416505782280343,0.028231073468044446
iWsc4pghIEWOQUZKuQJMfe516UI3,0.5641000947789823,0.37987392136097475,0.5359085411711115,0.1842261734180075,0.013416505782280343,0.028231073468044446
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0.3726522213124246,0.22653291461936328,0.37722147971405634,0.1461193066930613,0.013416505782280343,0.028231073468044446
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0.46090744186887617,0.16975325135427277,0.44216954934019004,0.2911541905146034,0.013416505782280343,0.028231073468044446
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0.42620318591285433,0.3952424124980689,0.19986442440222305,0.030960773414785425,0.013416505782280343,0.028231073468044446
jzdk8E3tVXTXIozlfK5oeEb7wWp2,0.4666316887503885,0.4567394616517171,0.44153137298630274,0.009892227098671436,0.013416505782280343,0.028231073468044446
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0.4907248065492043,0.24806790067788823,0.4713462763263226,0.24265690587131608,0.013416505782280343,0.028231073468044446
kxerHPSL3bQjD74HhiebYf3blPr1,0.5096484233159899,0.4823904826393661,0.5132260789402531,0.027257940676623793,0.013416505782280343,0.028231073468044446
lHDkoPQu5reNCO45npeYSS9eLQl1,0.4982180837941435,0.9999995558566618,0.499385832590837,-0.5017814720625182,0.013416505782280343,0.028231073468044446
lS4TefGwYUYBhCDMI0Ws2WxSQmm1,0.42197369343479035,0.2998045879687666,0.2370639929510442,0.12216910546602378,0.013416505782280343,0.028231073468044446
lpzDdvuMkKWkPxu6xeclmdctEp42,0.47934693580910664,0.45118330408835655,0.4784937344384635,0.028163631720750093,0.013416505782280343,0.028231073468044446
mUZzgdWKnPb2txOkJg9FHgqX5792,0.4164337882636402,0.3921202528614807,0.42656993897409023,0.02431353540215947,0.013416505782280343,0.028231073468044446
mg2WZiRBn4NQDKiMK43Y8dBqyG53,0.5011780845916695,0.45820942390705366,0.3463428537525064,0.0429686606846158,0.013416505782280343,0.028231073468044446
mwsliuPsLFhRFjtjQwYkqcCRDvi2,0.49645452361961073,0.39905796922679926,0.510053800907988,0.09739655439281147,0.013416505782280343,0.028231073468044446
nT1qJOiMyDdJ9ui4el195A8Hsgs1,0.4464432226665638,0.4217084631583987,0.42726926853909775,0.02473475950816506,0.013416505782280343,0.028231073468044446
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,0.4913554352398872,0.47070463242180777,0.4884588572862607,0.020650802818079406,0.013416505782280343,0.028231073468044446
pcbRW89vVJcviD87V3uxyG4I9st2,0.5495695290015441,0.51283240113772,0.8926456463565965,0.036737127863824104,0.013416505782280343,0.028231073468044446
q0Atnpm0jZS5swcVmq0EMalQUKw1,0.4974827637643519,0.6828905214324248,0.5104882070774909,-0.18540775766807288,0.013416505782280343,0.028231073468044446
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,0.5321237811710314,0.20292979909131673,0.5210956283944987,0.32919398207971473,0.013416505782280343,0.028231073468044446
rUuJv5gl7dWVo7UPQWMx4bohxhK2,0.4143961283204209,0.19952366027024213,0.36338608060605937,0.21487246805017876,0.013416505782280343,0.028231073468044446
ric6cNjG25XmZJCiKZDOxzeezao1,0.49933517552135465,0.4798530614157218,0.9740361430712444,0.01948211410563283,0.013416505782280343,0.028231073468044446
roaf78tUWxWSEjAUcUu8O7mrQbl1,0.4895786165054145,0.46038828361982037,0.4921339053683853,0.02919033288559414,0.013416505782280343,0.028231073468044446
ssPK6ISW0HerTGke9hznqJ2LpKu1,0.48893542237133625,0.4513854837564343,0.4716471364036447,0.03754993861490197,0.013416505782280343,0.028231073468044446
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,0.46824056270860687,0.44470249918582916,0.45676027956556586,0.023538063522777708,0.013416505782280343,0.028231073468044446
tSvrYUUA5nbPdK6C5D73giKnIDv2,0.46030376454121913,0.34229422738184634,0.4366978291685526,0.11800953715937279,0.013416505782280343,0.028231073468044446
u64Uf920g5VD9Byq26LT2rs5o4t1,0.5190461447273365,0.4853551587128633,0.49316619840661313,0.03369098601447318,0.013416505782280343,0.028231073468044446
uhq0lYdK12b2vJDJLS0EPTVe9nP2,0.18759222146564072,0.5449715664722168,0.45327493644515293,-0.3573793450065761,0.013416505782280343,0.028231073468044446
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.4097595327504843,0.37435189729375706,0.4070316720401194,0.03540763545672726,0.013416505782280343,0.028231073468044446
vpFmF3TtdQTW3MyS8ouwz3urZVs2,0.4882088233251383,0.41724789720712707,0.43474203001843953,0.07096092611801125,0.013416505782280343,0.028231073468044446
wJPD2B4ZTJhCyUqGTwc8yJSKPPH2,0.48855722144810354,0.46142095911026354,0.5104110540207757,0.02713626233784,0.013416505782280343,0.028231073468044446
wJqgthfmzIMG17pc6WTECny3DVu2,0.49012675536611044,0.485279377137889,0.29219511810050075,0.004847378228221455,0.013416505782280343,0.028231073468044446
wdppvL4tIkVlGjou6aYzzjlaZXB2,0.4968938884956153,0.31330450256378684,0.27840123093592944,0.18358938593182844,0.013416505782280343,0.028231073468044446
xBGZhFOeypWnqzSQClkrwV9z2vF3,0.44391814362123994,0.40145980794685854,0.4237991157972405,0.0424583356743814,0.013416505782280343,0.028231073468044446
xyAILKfYP2M8GqAai11x6NT7IcP2,0.44493589707011894,0.4029646986617086,0.4584023325190864,0.04197119840841035,0.013416505782280343,0.028231073468044446
y1EHXv8tUTa4BRS4fRio7bULYfA2,0.4901249813640314,0.44207644518646766,0.4613210768323276,0.04804853617756372,0.013416505782280343,0.028231073468044446
yatBVTBMCSMp0wJluOCLzTFKMyP2,0.4390442727163708,0.43147879625466157,0.4460896975564246,0.007565476461709242,0.013416505782280343,0.028231073468044446
