fold,model,R2,RMSE,MAE
1,rf,0.32841377736258714,9.635596633454458,7.692847222222222
2,rf,0.37701905331177865,8.642806685382778,6.68831749924458
3,rf,0.5414328630408605,7.6029498917736955,6.383495263111053
4,lasso,-5.936057954836201,21.60675590693125,11.68925241040594
5,rf,0.638617070413988,8.205014536243757,7.15474693280575
