feature,gb_feature_importance
z_ucla,0.4822435930890185
z_dass_stress,0.225689560104556
z_dass_anx,0.1815376483073667
z_dass_dep,0.05362338312188715
age,0.03547245291591721
gender_male,0.02143336246125434
