,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
without_ucla,0,-3515.533297258329,76.15040146605224,0.0,0.706255867058619,70.63535106328756,0.0,False,log
with_ucla,1,-3516.6560638887904,77.80337588287011,1.122766630461152,0.29374413294138085,70.58997927349978,1.1212375484169133,False,log
