participant_id,prp_bottleneck_effect,pop_prp_mean,pop_prp_sd
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0.5853451345861573,0.6692307588044076,0.018664541148789234
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,0.7576624999841055,0.6692307588044076,0.018664541148789234
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.6742939393925622,0.6692307588044076,0.018664541148789234
LSLmd8jENtONZFVkIpRDX665Bu73,0.924877272714268,0.6692307588044076,0.018664541148789234
mUZzgdWKnPb2txOkJg9FHgqX5792,0.6322272727218541,0.6692307588044076,0.018664541148789234
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.357625974023013,0.6692307588044076,0.018664541148789234
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,0.738941666662693,0.6692307588044076,0.018664541148789234
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,0.7238863095238118,0.6692307588044076,0.018664541148789234
fEq0OghbLpfD1jigl1Mbz96aMbg2,0.706723106058766,0.6692307588044076,0.018664541148789234
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0.6703458333335479,0.6692307588044076,0.018664541148789234
cEIs6U87xfbSL5eFTXDK77MmvNf1,0.5968261363488255,0.6692307588044076,0.018664541148789234
AsXBOflrszVNKoFqbN61bMJqS0k2,0.7329682971107354,0.6692307588044076,0.018664541148789234
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0.5070371212340666,0.6692307588044076,0.018664541148789234
DzB19GqCB7fyrlEPexogWkjFzEx2,0.9496352272476212,0.6692307588044076,0.018664541148789234
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0.6570434782608772,0.6692307588044076,0.018664541148789234
xBGZhFOeypWnqzSQClkrwV9z2vF3,0.8927770750988497,0.6692307588044076,0.018664541148789234
MMSYeiMQi3gMr4PrXQcpXzFiegj2,0.7697904761972881,0.6692307588044076,0.018664541148789234
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,0.7906083332300186,0.6692307588044076,0.018664541148789234
y1EHXv8tUTa4BRS4fRio7bULYfA2,0.9004664501586518,0.6692307588044076,0.018664541148789234
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.3913333333358167,0.6692307588044076,0.018664541148789234
roaf78tUWxWSEjAUcUu8O7mrQbl1,0.3466996047166968,0.6692307588044076,0.018664541148789234
Rc706mP0TSeIoIpMYH1SpRXjOxA2,0.6355742752258327,0.6692307588044076,0.018664541148789234
i1tBstVkNiVP0qro7TgGD08IGGa2,0.9241548912827516,0.6692307588044076,0.018664541148789234
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.627304347826087,0.6692307588044076,0.018664541148789234
wJPD2B4ZTJhCyUqGTwc8yJSKPPH2,0.4391057971013251,0.6692307588044076,0.018664541148789234
iWsc4pghIEWOQUZKuQJMfe516UI3,0.5295124999855956,0.6692307588044076,0.018664541148789234
lHDkoPQu5reNCO45npeYSS9eLQl1,1.0119875493417143,0.6692307588044076,0.018664541148789234
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.6126053030328882,0.6692307588044076,0.018664541148789234
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,0.6373412878784266,0.6692307588044076,0.018664541148789234
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0.8480286561264704,0.6692307588044076,0.018664541148789234
CDEoAyvS8feXLKMKsaZah9agEhF3,0.7377416666666394,0.6692307588044076,0.018664541148789234
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0.766843181795243,0.6692307588044076,0.018664541148789234
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.7110238095238095,0.6692307588044076,0.018664541148789234
AyAnuCaltBbpEYbudoyNzTvXlcC2,0.6905785714430468,0.6692307588044076,0.018664541148789234
azdL1gX79EVd9iepyCAVQrqIaQF3,0.6430958333334225,0.6692307588044076,0.018664541148789234
jzdk8E3tVXTXIozlfK5oeEb7wWp2,0.6544660714070003,0.6692307588044076,0.018664541148789234
