participant_id,prp_bottleneck_effect,pop_prp_mean,pop_prp_sd
GE4hogtdLdTFbNasENgtm6SO3hC3,0.5177255434813384,0.6692307588044076,0.018664541148789234
Qv0jhW3sqicqQvd7LfReAsI7nD73,0.4136715579728824,0.6692307588044076,0.018664541148789234
ORvIk1xRWIQmKuLVe6GXNouvAXx2,0.7368238095385689,0.6692307588044076,0.018664541148789234
80UJMJbCOMgs6YVpsMgXfYTzw6o2,0.563517588933017,0.6692307588044076,0.018664541148789234
rUuJv5gl7dWVo7UPQWMx4bohxhK2,0.9524586842105162,0.6692307588044076,0.018664541148789234
xyAILKfYP2M8GqAai11x6NT7IcP2,0.9356108695652338,0.6692307588044076,0.018664541148789234
pcbRW89vVJcviD87V3uxyG4I9st2,0.3925887681159626,0.6692307588044076,0.018664541148789234
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,0.8726833334366481,0.6692307588044076,0.018664541148789234
yatBVTBMCSMp0wJluOCLzTFKMyP2,0.825542199488386,0.6692307588044076,0.018664541148789234
u64Uf920g5VD9Byq26LT2rs5o4t1,0.6221708333368103,0.6692307588044076,0.018664541148789234
nT1qJOiMyDdJ9ui4el195A8Hsgs1,0.893869264062607,0.6692307588044076,0.018664541148789234
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.4035857142847703,0.6692307588044076,0.018664541148789234
ric6cNjG25XmZJCiKZDOxzeezao1,0.782017391304364,0.6692307588044076,0.018664541148789234
2h5FgHUEvBS1twD5DqbTIRrMm1f2,0.6339924901318645,0.6692307588044076,0.018664541148789234
lpzDdvuMkKWkPxu6xeclmdctEp42,0.5124723485021879,0.6692307588044076,0.018664541148789234
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0.4182171717171846,0.6692307588044076,0.018664541148789234
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,0.6120617753478927,0.6692307588044076,0.018664541148789234
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,0.8025136363294283,0.6692307588044076,0.018664541148789234
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0.7179863636385311,0.6692307588044076,0.018664541148789234
wJqgthfmzIMG17pc6WTECny3DVu2,0.8577778467909313,0.6692307588044076,0.018664541148789234
LliUMEIsrCVZ88YFQfevan2Og4z1,0.4420422101448993,0.6692307588044076,0.018664541148789234
EUhcW9kURScie1DwGPHqmNqotJB2,0.8462507905060124,0.6692307588044076,0.018664541148789234
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0.6856238636460267,0.6692307588044076,0.018664541148789234
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0.3347869565175926,0.6692307588044076,0.018664541148789234
vpFmF3TtdQTW3MyS8ouwz3urZVs2,0.6045458333332401,0.6692307588044076,0.018664541148789234
wdppvL4tIkVlGjou6aYzzjlaZXB2,0.4769450000001964,0.6692307588044076,0.018664541148789234
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0.6167375000069538,0.6692307588044076,0.018664541148789234
K26uNuY0VNPjJNF26wEx3bFg0kr2,0.5927399999999404,0.6692307588044076,0.018664541148789234
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,0.7738032036613148,0.6692307588044076,0.018664541148789234
DPvStUYSmohmXwFwaKRqHv89R3k1,0.7933382246485655,0.6692307588044076,0.018664541148789234
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,0.6466938405796803,0.6692307588044076,0.018664541148789234
62fAfeQc27bZelkPX7G54T3gvci2,0.6879458333334186,0.6692307588044076,0.018664541148789234
q0Atnpm0jZS5swcVmq0EMalQUKw1,0.6048992094861527,0.6692307588044076,0.018664541148789234
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0.7522383399210054,0.6692307588044076,0.018664541148789234
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.7680025973781879,0.6692307588044076,0.018664541148789234
mwsliuPsLFhRFjtjQwYkqcCRDvi2,0.5864069565524226,0.6692307588044076,0.018664541148789234
iKVZi0Oo96UrMBhPQMHWFcf55uA3,0.7788447204969055,0.6692307588044076,0.018664541148789234
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,0.5491523550633286,0.6692307588044076,0.018664541148789234
ssPK6ISW0HerTGke9hznqJ2LpKu1,0.5780458332584018,0.6692307588044076,0.018664541148789234
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,0.5280051759834679,0.6692307588044076,0.018664541148789234
5zxa5CMLGQSSonWOXqXf0QNS3PH3,0.4630720237905071,0.6692307588044076,0.018664541148789234
lS4TefGwYUYBhCDMI0Ws2WxSQmm1,0.900380357142826,0.6692307588044076,0.018664541148789234
