,estimate,std_error,z,P>|z|,conf_low,conf_high
Intercept,7.911280927468347,4.132202735322021,1.9145432676482228,0.055550776153594224,-0.1876876105807117,16.010249465517404
stroop_effect,-0.0023794474469407433,0.009530248718075198,-0.2496731740513604,0.8028401053036076,-0.02105839169807715,0.01629949680419566
prp_bottleneck,0.0065538044582409034,0.005955770592845801,1.100412508519632,0.2711524309110862,-0.005119291403919634,0.01822690032040144
wcst_total_errors,-0.1095991511025721,0.06680361942979404,-1.6406169611476393,0.10087695191894137,-0.2405318392218886,0.021333537016744397
