feature,importance_mean,importance_std
stroop_effect,0.04216106461425916,0.0036732670076255105
stroop_accuracy,0.026428435898383826,0.003962675792048984
mrt_incong,0.060343497948241155,0.008420962114146809
mrt_cong,0.11012001326797911,0.014130890455206543
mrt_total,0.07671141203362074,0.010356876581498321
stroop_ratio_incong_cong,0.0608585708040953,0.006806145257873858
prp_bottleneck,0.06354608090951307,0.009522985537336609
prp_rt_slope,0.059936623280054044,0.010416534449884851
prp_mrt_t1,0.0794048970867388,0.009395138979566117
prp_mrt_t2,0.1979048089678032,0.03293674365993112
prp_acc_t1,0.07109161009538792,0.014446158097688941
prp_acc_t2,0.03300103513490417,0.003871984589810201
wcst_total_errors,0.027970681276134734,0.002418267041976847
wcst_persev_errors,0.0223590660037372,0.0029299526978628526
wcst_nonpersev_errors,0.026649810911815678,0.0036267601204733337
wcst_conceptual_pct,0.03815400069671079,0.004545696200122582
wcst_persev_resp_pct,0.13507229435288645,0.017470920442985628
wcst_failure_to_maintain_set,0.0039041860421093516,0.0007784886530983178
