model,task,feature,importance_mean,importance_std
gbrt,regression,age,0.09257794209593831,0.019675859656862773
gbrt,regression,dass_dep,1.0280280287960768,0.12791995220531435
gbrt,regression,dass_anx,0.2836666837827766,0.048699356309026984
gbrt,regression,dass_stress,0.37045142810481724,0.06922291549965638
gbrt,regression,gender=남성,0.043129523338103354,0.012052550535677357
