feature,perm_importance_mean,perm_importance_sd
z_ucla,0.9532882953174453,1.7149778436023393
z_dass_stress,-0.10329962500628227,1.4917216779407918
z_dass_anx,-0.1342769455618743,1.1391476261178632
gender_male,-0.18785888733377856,0.5328502693511307
z_dass_dep,-0.20711011684300715,0.4592714624766133
age,-0.22465155375800536,0.6027574943332055
