feature,importance_mean,importance_std
age,0.0036923076923077126,0.0044537055558434195
dass_dep,0.14738461538461542,0.04312810509480349
dass_anx,0.0616503496503497,0.02626788272154783
dass_stress,0.022482517482517537,0.013823399046227976
gender,0.004979020979021007,0.003935118574890079
