feature,gb_feature_importance
z_ucla,0.3355651324082737
age,0.17948169497341754
z_dass_anx,0.17405279518448458
z_dass_stress,0.16258743049230281
z_dass_dep,0.08115918734639448
gender_male,0.06715375959512691
