group_type,measure,n_low,n_high,F,p_value,partial_eta2,adj_mean_low,adj_mean_high,q_value
median,Stroop 간섭 (ms),39,42,4.5200856131932925,0.03683518731568015,0.05756597917455413,119.23828107732069,173.58145442466315,0.11050556194704045
median,PRP 병목 (ms),37,40,0.6221331183301175,0.4329189841322115,0.008809322104271608,712.7637851459403,679.42135698035,0.4329189841322115
median,WCST 총 오류,34,40,0.7475500914661528,0.39033806997449894,0.011034348702748414,16.17013000226342,19.636302136334947,0.4329189841322115
