,ucla_total,dass_depression,dass_anxiety,dass_stress,stroop_interference,perseverative_error_rate,prp_bottleneck
ucla_total,0.0,2.2529723731631716e-13,1.6212769395757766e-07,4.439770072878128e-08,0.8076408193949075,0.4049195946532965,0.6507612246171377
dass_depression,2.2529723731631716e-13,0.0,1.0118485103639468e-07,1.5077919141335235e-07,0.6174484908018605,0.19479869540571945,0.6799290712803275
dass_anxiety,1.6212769395757766e-07,1.0118485103639468e-07,0.0,3.9469815088132555e-12,0.5646027608601224,0.3216870870026549,0.22065699913576714
dass_stress,4.439770072878128e-08,1.5077919141335235e-07,3.9469815088132555e-12,0.0,0.8232093885889237,0.17456889323687128,0.23928744482650094
stroop_interference,0.8076408193949075,0.6174484908018605,0.5646027608601224,0.8232093885889237,0.0,0.9707014610170153,0.46810724136198933
perseverative_error_rate,0.4049195946532965,0.19479869540571945,0.3216870870026549,0.17456889323687128,0.9707014610170153,0.0,0.3877663410463677
prp_bottleneck,0.6507612246171377,0.6799290712803275,0.22065699913576714,0.23928744482650094,0.46810724136198933,0.3877663410463677,0.0
