outcome,observed,boot_ci_lower,boot_ci_upper,prop_positive,excludes_zero
Stroop,21.621011065830423,-23.11292333364788,67.32044267990338,0.8342,False
WCST,2.594371466121463,0.8138602271555236,4.469380104138211,0.9974,True
PRP,61.23889618390776,-4.701693136959458,141.66255719616615,0.9648,False
