cluster,z_ucla,z_dass_dep,z_dass_anx,z_dass_stress,stroop_effect,prp_bottleneck,wcst_total_errors
0,0.8956143501493361,0.9063771783597,0.8038141963452481,0.7867747499757078,142.8125,663.78125,14.125
1,-0.6453225040304705,-0.6659265482259413,-0.6019796304348564,-0.6122343444592493,147.609756097561,658.609756097561,18.195121951219512
