model,task,feature,importance_mean,importance_std
gbrt,classification,age,0.0007757575757575696,0.0008827704948379424
gbrt,classification,dass_dep,0.19840606060606059,0.03342317424596068
gbrt,classification,dass_anx,0.17426060606060603,0.02982627446231248
gbrt,classification,dass_stress,0.08167878787878786,0.021567176536693954
gbrt,classification,gender=남성,0.005890909090909091,0.0036344237249765245
